,logical_fallacies,label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
57,appeal to emotion,0,"The glaciers of Pine Island Bay are two of the largest and fastest-melting in Antarctica . ( A Rolling Stone feature earlier this year dubbed Thwaites “ The Doomsday Glacier. ” ) Together , they act as a plug holding back enough ice to pour 11 feet of sea-level rise into the world ’ s oceans — an amount that would submerge every coastal city on the planet ."," ""The glaciers of Pine Island Bay are two of the largest and fastest-melting in Antarctica.""  "," ""The melting of the glaciers of Pine Island Bay would submerge every coastal city on the planet.""","IsInPineIslandBay(b),  IsLargest(b),  IsFastestMelting(b),  IsInAntarctica(b)","IsMelting(a),  IsInPineIslandBay(a),  Submerges(g),  IsOnPlanet(g, h)",[],"[(' the fastest-melting', ' The melting of the glaciers')]","[(' The glaciers of Pine Island Bay', ' The melting of the glaciers'), (' The melting of the glaciers', ' two'), (' Pine Island Bay', ' two'), (' the planet', ' two'), (' the largest', ' Pine Island Bay'), (' the largest', ' the planet'), (' The melting of the glaciers', ' Antarctica')]",IsInPineIslandBay(b) and IsLargest(b) and IsFastestMelting(b) and IsInAntarctica(b),"(IsMelting(a) and IsInPineIslandBay(a)) and (Submerges(g) and IsOnPlanet(g, h))","(exists b (IsInPineIslandBay(b) and IsLargest(b) and IsFastestMelting(b) and IsInAntarctica(b))) -> (forall a ((IsMelting(a) and IsInPineIslandBay(a)) and (Submerges(g) and IsOnPlanet(g, h))))","(exists b (IsInPineIslandBay(b) and IsLargest(b) and IsFastestMelting(b) and IsInAntarctica(b))) -> (exists g (exists h (exists a ((IsMelting(a) and IsInPineIslandBay(a)) and (Submerges(g) and IsOnPlanet(g, h))))))",
58,faulty generalization,0,"Objective data show there has been a gradual increase in global precipitation and soil moisture as our planet warms . Warmer temperatures evaporate more water from the oceans , which in turn stimulates more frequent precipitation over continental land masses . The result of this enhanced precipitation is an improvement in soil moisture at almost all sites in the Global Soil Moisture Data Bank . If declining precipitation and declining soil moisture are military threat multipliers , than global warming is creating a safer , more peaceful world ."," ""There has been a gradual increase in global precipitation and soil moisture as the planet warms.""  "," ""Global warming is creating a safer, more peaceful world.""","HasGradualIncrease(a),  HasGradualIncrease(b),  IsWarming(c)","IsCreating(d, e),  IsCreating(d, f)",[],[],"[(' more peaceful world', ' global precipitation'), (' soil moisture', ' more peaceful world'), (' the planet', ' more peaceful world')]",HasGradualIncrease(a) and HasGradualIncrease(b) and IsWarming(c),"IsCreating(d, e) and IsCreating(d, f)","(exists c (exists b (forall a (HasGradualIncrease(a) and HasGradualIncrease(b) and IsWarming(c))))) -> (forall f (exists f (IsCreating(d, e) and IsCreating(d, f))))","(exists c (exists a (exists b (HasGradualIncrease(a) and HasGradualIncrease(b) and IsWarming(c))))) -> (exists d (exists e (exists f (IsCreating(d, e) and IsCreating(d, f)))))",LF
59,false causality,0,"Also , the modest recent warming is producing U.S. and global crop production records virtually every year , creating billions of dollars in new economic and human welfare benefits each and every year ."," ""The modest recent warming is producing U.S. and global crop production records.""  "," ""The modest recent warming creates billions of dollars in new economic and human welfare benefits each year.""","IsModest(a),  IsRecent(a),  IsProducing(a,b),  IsProducing(a,c)","IsModest(a),  IsRecent(a),  IsCreating(a,d),  IsCreating(a,e),  IsAnnual(e, f)",[],"[(' The modest recent warming', ' The modest recent warming')]","[(' global crop production records', ' new economic and human welfare benefits')]","IsModest(a) and IsRecent(a) and IsProducing(a,b) and IsProducing(a,c)","IsModest(a) and IsRecent(a) and IsCreating(a,d) and IsCreating(a,e) and IsAnnual(e,f)","(exists c (IsModest(a) and IsRecent(a) and IsProducing(a,b) and IsProducing(a,c))) -> (forall e (IsModest(a) and IsRecent(a) and IsCreating(a,d) and IsCreating(a,e) and IsAnnual(e,f)))","(exists c (exists a (exists b (IsModest(a) and IsRecent(a) and IsProducing(a,b) and IsProducing(a,c))))) -> (exists d (exists a (exists e (exists f (IsModest(a) and IsRecent(a) and IsCreating(a,d) and IsCreating(a,e) and IsAnnual(e,f))))))",LF
60,fallacy of credibility,0,Cato Institute scientists Patrick Michaels and Chip Knappenberger have noted the climate models have been over-hyping warming for decades . Scientist John Christy of the University of Alabama-Huntsville has testified before Congress on the matter . Christy ’ s research has shown climate models show 2.5 times more warming in the bulk atmosphere than has been observed . ...," ""Cato Institute scientists Patrick Michaels and Chip Knappenberger noted the climate models have been over-hyping warming.""  "," ""Climate models are incorrect.""","Noted(b),  OverHyping(a, e),  IsScientist(c),  IsScientist(d)",IsIncorrect(a),[],"[(' climate models', ' Climate models')]","[(' warming', ' Climate models')]","Noted(b) and (IsScientist(c) and IsScientist(d)) and OverHyping(a, e)",IsIncorrect(a),"(exists e (Noted(b) and (IsScientist(c) and IsScientist(d)) and OverHyping(a, e))) -> (forall a (IsIncorrect(a)))","(exists c (exists d (exists a (exists e (exists b (Noted(b) and (IsScientist(c) and IsScientist(d)) and OverHyping(a, e))))))) -> (exists a (IsIncorrect(a)))",LF
61,fallacy of credibility,0,"Howard Browman , a marine scientist for 35 years , has published a review in the ICES Journal of Marine Science of all the papers published on the subject . His verdict could hardly be more damning . The methodology used by the studies was often flawed ; contrary studies suggesting that ocean acidification wasn ’ t a threat had sometimes had difficulty finding a publisher ."," ""Howard Browman has published a review of all the papers on ocean acidification.""  "," ""Ocean acidification is a threat.""","HasPublished(b, c),  IsAbout(c, d),  IsOnTopic(d, a)","IsAThreat(a),  IsThreatening(e)",[],"[(' ocean acidification', ' Ocean acidification')]","[(' Ocean acidification', ' a review'), (' a review', ' a threat'), (' the papers', ' Ocean acidification'), (' the papers', ' a threat'), (' ocean acidification', ' a threat')]","HasPublished(b, c) and IsAbout(c, d) and IsOnTopic(d, a)",IsAThreat(a) and IsThreatening(e),"(exists a (exists d (forall c (HasPublished(b, c) and IsAbout(c, d) and IsOnTopic(d, a))))) -> (forall a (forall e (exists a (IsAThreat(a) and IsThreatening(e)))))","(exists c (exists d (exists a (exists b (HasPublished(b, c) and IsAbout(c, d) and IsOnTopic(d, a)))))) -> (exists a (exists e (IsAThreat(a) and IsThreatening(e))))",LF
62,intentional,0,"In June last year , a severe heatwave claimed over 1,000 lives in Karachi , Pakistan . Severe drought caused food shortages for millions of people in Ethiopia , with a lack of rainfall resulting in “ intense and widespread ” forest fires in Indonesia that belched out a vast quantity of greenhouse gas ."," ""A severe heatwave claimed over 1,000 lives in Karachi, Pakistan.""  "," ""Severe drought causes food shortages for millions of people in Ethiopia.""","IsSevere(a),  ClaimsLives(a, c),  IsInLocation(a, d),  IsInCountry(d, e)","IsSevere(f),  CausesShortages(f, g),  AffectsPeople(g, h),  IsInLocation(f, i)",[],[],"[(' millions of people', ' over 1'), (' Ethiopia', ' over 1')]","IsSevere(a) and ClaimsLives(a, c) and IsInLocation(a, d) and IsInCountry(d, e)","IsSevere(f) and CausesShortages(f, g) and AffectsPeople(g, h) and IsInLocation(f, i)","(IsSevere(a) and ClaimsLives(a, c) and IsInLocation(a, d) and IsInCountry(d, e)) -> (IsSevere(f) and CausesShortages(f, g) and AffectsPeople(g, h) and IsInLocation(f, i))","(exists c (exists d (exists a (exists e (IsSevere(a) and ClaimsLives(a, c) and IsInLocation(a, d) and IsInCountry(d, e)))))) -> (exists i (exists g (exists h (exists f (IsSevere(f) and CausesShortages(f, g) and AffectsPeople(g, h) and IsInLocation(f, i))))))",LF
63,intentional,0,The rate of sea-level rise has not accelerated .," ""The rate of sea-level rise has not accelerated.""  "," ""Sea-level rise is steady.""",HasNotAccelerated(a),IsSteady(b),[],[],"[(' Sea-level rise', ' The rate of sea-level rise')]",HasNotAccelerated(a),IsSteady(b),(forall a (HasNotAccelerated(a))) -> (exists b (IsSteady(b))),(exists a (HasNotAccelerated(a))) -> (exists b (IsSteady(b))),LF
64,false dilemma,0,Just because we are alive today does not mean we change major planetary systems that operated for billions of years .," ""We are alive today.""  "," ""We do not change major planetary systems.""","IsAlive(a),  IsToday(b)","IsNotChanged(a, c)",[],"[(' We', ' We')]","[(' today', ' We')]",IsAlive(a) and IsToday(b),"~IsNotChanged(a, c)","(exists b (IsAlive(a) and IsToday(b))) -> (forall a (~IsNotChanged(a, c)))","(exists a (exists b (IsAlive(a) and IsToday(b)))) -> (exists c (exists a (~IsNotChanged(a, c))))",LF
65,appeal to emotion,0,,,,,,[],[],[],,,() -> (),() -> (),
66,fallacy of credibility,0,"“ The predictions of what ’ s going to happen over the next 20 , 30 , 40 years — it ’ s real , ” said Mr. Tuckman , the founder of a company offering creative services to the retail industry ."," ""Mr. Tuckman said the predictions of what’s going to happen over the next 20, 30, 40 years are real.""  "," ""The predictions of what’s going to happen over the next 20, 30, 40 years are accurate.""","IsReal(a),  WillHappen(b)","IsAccurate(a),  WillHappen(b)",[],"[(' the predictions', ' The predictions'), (' what’s going to happen', ' what’s going to happen'), (' the next 20', ' the next 20'), (' 30', ' 30'), (' 40 years', ' 40 years')]","[(' what’s going to happen', ' the predictions'), (' the next 20', ' the predictions'), (' 40 years', ' the predictions'), (' what’s going to happen', ' The predictions'), (' the next 20', ' The predictions'), (' 40 years', ' The predictions')]",IsReal(a) and WillHappen(b),IsAccurate(a) and (WillHappen(b) or WillHappen(c) or WillHappen(d) or WillHappen(e)),(forall a (exists b (IsReal(a) and WillHappen(b)))) -> (exists e (exists c (exists b (forall a (IsAccurate(a) and (WillHappen(b) or WillHappen(c) or WillHappen(d) or WillHappen(e))))))),(exists a (exists b (IsReal(a) and WillHappen(b)))) -> (exists c (exists d (exists a (exists e (exists b (IsAccurate(a) and (WillHappen(b) or WillHappen(c) or WillHappen(d) or WillHappen(e)))))))),LF
67,fallacy of relevance,0,"In the past decade China has increased its carbon dioxide emissions by 53 per cent , 12 times Australia ’ s total carbon dioxide output of 1.3 per cent of the global total ."," ""China has increased its carbon dioxide emissions by 53 per cent.""  "," ""China's carbon dioxide emissions are significantly higher than Australia's total carbon dioxide output.""","HasIncreasedEmissions(a, b)","IsHigher(c, d)",[],[],"[("" China's carbon dioxide emissions"", ' China'), ("" China's carbon dioxide emissions"", ' carbon dioxide emissions'), ("" Australia's total carbon dioxide output"", ' carbon dioxide emissions')]","HasIncreasedEmissions(a, b)","IsHigher(c, d)","(forall b (forall a (HasIncreasedEmissions(a, b)))) -> (exists d (exists c (IsHigher(c, d))))","(exists a (exists b (HasIncreasedEmissions(a, b)))) -> (exists c (exists d (IsHigher(c, d))))",LF
68,appeal to emotion,0,"At six feet , though , around 12 million people in the United States would be displaced , and the world ’ s most vulnerable megacities , like Shanghai , Mumbai , and Ho Chi Minh City , could be wiped off the map ."," ""Around 12 million people in the United States would be displaced.""  "," ""The world's most vulnerable megacities could be wiped off the map.""","IsDisplaced(a),  IsInUnitedStates(a)","IsVulnerable(c),  CanBeWipedOffTheMap(c)",[],[],[],IsInUnitedStates(a) and IsDisplaced(a),IsVulnerable(c) and CanBeWipedOffTheMap(c),(IsInUnitedStates(a) and IsDisplaced(a)) -> (IsVulnerable(c) and CanBeWipedOffTheMap(c)),(exists a (IsInUnitedStates(a) and IsDisplaced(a))) -> (exists c (IsVulnerable(c) and CanBeWipedOffTheMap(c))),LF
69,appeal to emotion,0,And then you get scared .," ""You get scared.""  "," ""Getting scared is inevitable.""",IsScared(a),IsInevitable(b),[],[],[],IsScared(a),IsInevitable(b),(IsScared(a)) -> (IsInevitable(b)),(exists a (IsScared(a))) -> (exists b (IsInevitable(b))),LF
70,fallacy of credibility,0,"Extreme melting and changes to the climate may have released pressure on to the continent , allowing the ground to rise up , a Nature report claims ."," ""Extreme melting and changes to the climate may have released pressure on to the continent.""  "," ""The ground rises up.""","IsExtremeMelting(b),  CausesChanges(c,d),  ReleasesPressure(a,e)","IsGround(a),  RisesUp(a)",[],"[(' pressure', ' The ground')]","[(' The ground', ' changes')]","(IsExtremeMelting(b) and CausesChanges(c,d)) and ReleasesPressure(a,e)",IsGround(a) and RisesUp(a),"(forall c ((IsExtremeMelting(b) and CausesChanges(c,d)) and ReleasesPressure(a,e))) -> (exists a (IsGround(a) and RisesUp(a)))","(exists c (exists d (exists a (exists e (exists b ((IsExtremeMelting(b) and CausesChanges(c,d)) and ReleasesPressure(a,e))))))) -> (exists a (IsGround(a) and RisesUp(a)))",
71,appeal to emotion,0,Australia ’ s symbolic suicidal climate policy just makes everybody poorer .," ""Australia's climate policy makes everybody poorer.""  "," ""Australia's climate policy is symbolic and suicidal.""","MakesPoorer(a, b)","IsSymbolic(a),  IsSuicidal(a)",[],"[("" Australia's climate policy"", "" Australia's climate policy"")]",[],"MakesPoorer(a, b)",IsSymbolic(a) and IsSuicidal(a),"(MakesPoorer(a, b)) -> (IsSymbolic(a) and IsSuicidal(a))","(exists a (exists b (MakesPoorer(a, b)))) -> (exists a (IsSymbolic(a) and IsSuicidal(a)))",LF
72,fallacy of relevance,0,"As the BBC reported in May , scientists suspect smallpox and the bubonic plague are trapped in Siberian ice , too — an abridged history of devastating human sickness , left out like egg salad in the Arctic sun ."," ""Scientists suspect smallpox and the bubonic plague are trapped in Siberian ice.""  "," ""Smallpox and the bubonic plague may be released from Siberian ice.""","IsSuspected(a),  IsSuspected(b),  IsTrappedIn(c)","IsReleased(a),  IsReleased(b),  IsFrom(c)",[],"[(' smallpox', ' Smallpox'), (' the bubonic plague', ' bubonic plague'), (' Siberian ice', ' Siberian ice')]",[],(IsSuspected(a) and IsSuspected(b)) and IsTrappedIn(c),(IsReleased(a) or IsReleased(b)) and IsFrom(c),((IsSuspected(a) and IsSuspected(b)) and IsTrappedIn(c)) -> ((IsReleased(a) or IsReleased(b)) and IsFrom(c)),(exists c (exists a (exists b ((IsSuspected(a) and IsSuspected(b)) and IsTrappedIn(c))))) -> (exists c (exists a (exists b ((IsReleased(a) or IsReleased(b)) and IsFrom(c))))),
73,ad hominem,0,,,,,,[],[],[],,,() -> (),() -> (),
74,false dilemma,0,"The highest record temperature ever reported was 136 degrees Fahrenheit in Libya in 1922 . The record high temperature for the United States was 134 degrees Fahrenheit in Death Valley , California in 1913 . Fossil fuel emissions in 1913 and 1922 were negligible compared to today ."," ""The highest record temperature ever reported was 136 degrees Fahrenheit in Libya in 1922 and the record high temperature for the United States was 134 degrees Fahrenheit in Death Valley, California in 1913.""  "," ""Fossil fuel emissions in 1913 and 1922 were negligible compared to today's fossil fuel emissions.""","IsHighestRecord(c),  IsReportedAs(d,c),  IsInLocation(d,e),  IsInYear(d,a),  IsRecordHigh(f),  IsInCountry(f,g),  IsReportedAs(h,f),  IsInLocation(h,i),  IsInState(h,j),  IsInYear(h,b)","IsInYear(k,b),  IsInYear(k,a),  IsNegligibleComparedTo(k,l)",[],"[(' 1922', ' 1922'), (' 1913', ' 1913')]","[(' 136 degrees Fahrenheit', ' 1913'), (' 136 degrees Fahrenheit', ' 1922'), (' 134 degrees Fahrenheit', ' 1913')]","IsHighestRecord(c) and IsReportedAs(d,c) and IsInLocation(d,e) and IsInYear(d,a) and IsRecordHigh(f) and IsInCountry(f,g) and IsReportedAs(h,f) and IsInLocation(h,i) and IsInState(h,j) and IsInYear(h,b)","(IsInYear(k,b) and IsInYear(k,a)) and IsNegligibleComparedTo(k,l)","(exists h (exists d (IsHighestRecord(c) and IsReportedAs(d,c) and IsInLocation(d,e) and IsInYear(d,a) and IsRecordHigh(f) and IsInCountry(f,g) and IsReportedAs(h,f) and IsInLocation(h,i) and IsInState(h,j) and IsInYear(h,b)))) -> (forall a (forall b ((IsInYear(k,b) and IsInYear(k,a)) and IsNegligibleComparedTo(k,l))))","(exists c (exists d (exists a (exists j (exists i (exists g (exists h (exists e (exists b (exists f (IsHighestRecord(c) and IsReportedAs(d,c) and IsInLocation(d,e) and IsInYear(d,a) and IsRecordHigh(f) and IsInCountry(f,g) and IsReportedAs(h,f) and IsInLocation(h,i) and IsInState(h,j) and IsInYear(h,b)))))))))))) -> (exists l (exists a (exists b (exists k ((IsInYear(k,b) and IsInYear(k,a)) and IsNegligibleComparedTo(k,l))))))",
75,fallacy of relevance,0,"Without carbon dioxide , there would be no complex life on earth ."," ""There is no complex life on earth without carbon dioxide.""  "," ""Without carbon dioxide, complex life cannot exist on earth.""","HasNoComplexLife(a, b),  Requires(c, a)","HasNoComplexLife(a, b),  Requires(c, a)",[],"[(' complex life', ' complex life'), (' earth', ' earth'), (' carbon dioxide', ' Carbon dioxide')]","[(' Carbon dioxide', ' complex life'), (' earth', ' complex life'), (' earth', ' complex life'), (' carbon dioxide', ' complex life')]","HasNoComplexLife(a, b) and ~Requires(c, a)","~HasNoComplexLife(a, b) <and Requires(c, a)","(exists b (exists c (HasNoComplexLife(a, b) and ~Requires(c, a)))) -> (exists b (exists c (forall a (~HasNoComplexLife(a, b) <and Requires(c, a)))))","(exists c (exists a (exists b (HasNoComplexLife(a, b) and ~Requires(c, a))))) -> (exists c (exists a (exists b (~HasNoComplexLife(a, b) <and Requires(c, a)))))",
76,intentional,0,"News flash , Mr. President : Alaska has been buffeted by cyclical swings in climate for thousands of years . That ’ s true for the rest of the world , too . There was a 300-year-long Medieval heat wave , followed by a Little Ice Age that began around 1300 , and then the 300-year warming period we ’ re in now ."," ""Alaska has been buffeted by cyclical swings in climate for thousands of years.""  "," ""The rest of the world has also experienced cyclical swings in climate.""","IsBuffeted(c, a),  HasCyclicalSwings(a),  IsInClimate(b),  HasDuration(d)","IsExperienced(e, a),  HasCyclicalSwings(a),  IsInClimate(b)",[],"[(' cyclical swings', ' cyclical swings'), (' climate', ' climate')]","[(' cyclical swings', ' The rest of the world'), (' climate', ' cyclical swings'), (' climate', ' cyclical swings'), (' thousands of years', ' cyclical swings')]","IsBuffeted(c, a) and HasCyclicalSwings(a) and IsInClimate(b) and HasDuration(d)","IsExperienced(e, a) and HasCyclicalSwings(a) and IsInClimate(b)","(exists d (exists b (exists a (IsBuffeted(c, a) and HasCyclicalSwings(a) and IsInClimate(b) and HasDuration(d))))) -> (exists b (forall a (forall e (IsExperienced(e, a) and HasCyclicalSwings(a) and IsInClimate(b)))))","(exists c (exists d (exists a (exists b (IsBuffeted(c, a) and HasCyclicalSwings(a) and IsInClimate(b) and HasDuration(d)))))) -> (exists a (exists b (exists e (IsExperienced(e, a) and HasCyclicalSwings(a) and IsInClimate(b)))))",LF
77,fallacy of relevance,0,"Brazil , the world ’ s largest exporter of red meat , holds around 212 million cattle . ( In June , the U.S. temporarily suspended imports of beef from Brazil due to abscesses , collections of pus , in the meat . )"," ""Brazil is the world's largest exporter of red meat and holds around 212 million cattle.""  "," ""The U.S. temporarily suspended imports of beef from Brazil.""","IsLargestExporter(a, c),  HoldsCattle(a, d)","IsSuspended(e, f),  IsBeefImportedFrom(f, a)",[],"[(' Brazil', ' Brazil')]","[(' The U.S.', "" world's largest exporter""), (' Brazil', "" world's largest exporter""), (' red meat', ' The U.S.'), (' red meat', ' beef')]","IsLargestExporter(a, c) and HoldsCattle(a, d)","IsSuspended(e, f) and IsBeefImportedFrom(f, a)","(exists c (IsLargestExporter(a, c) and HoldsCattle(a, d))) -> (forall e (IsSuspended(e, f) and IsBeefImportedFrom(f, a)))","(exists c (exists d (exists a (IsLargestExporter(a, c) and HoldsCattle(a, d))))) -> (exists a (exists e (exists f (IsSuspended(e, f) and IsBeefImportedFrom(f, a)))))",LF
78,equivocation,0,"Those eruptions meant there was more subsequent warming in the following years , making the rate of warming appear to be rising as a result of man-made emissions or other factors , Christy said ."," ""There were eruptions that meant there was more subsequent warming in the following years.""  "," ""The rate of warming appears to be rising as a result of man-made emissions or other factors.""","IsCausedBy(a,b),  IsSubsequent(c,b)","IsRising(d),  IsCausedBy(d,e),  IsCausedBy(d,f)",[],[],"[(' warming', ' The rate of warming'), (' man-made emissions', ' warming'), (' warming', ' other factors'), (' years', ' other factors')]","IsCausedBy(a,b) and IsSubsequent(c,b)","IsRising(d) and (IsCausedBy(d,e) or IsCausedBy(d,f))","(exists c (forall b (exists b (IsCausedBy(a,b) and IsSubsequent(c,b))))) -> (forall f (exists e (forall d (IsRising(d) and (IsCausedBy(d,e) or IsCausedBy(d,f))))))","(exists c (exists a (exists b (IsCausedBy(a,b) and IsSubsequent(c,b))))) -> (exists d (exists e (exists f (IsRising(d) and (IsCausedBy(d,e) or IsCausedBy(d,f))))))",LF
79,false dilemma,0,"If global warming is “ real , ”
both sides of the debate seem to assume , the climate lobby ’ s policy agenda follows
inexorably ."," ""The climate lobby's policy agenda follows inexorably.""  "," ""Global warming is real.""",FollowsInexorably(a),IsReal(b),[],[],"[(' Global warming', "" The climate lobby's policy agenda"")]",FollowsInexorably(a),IsReal(b),(forall a (FollowsInexorably(a))) -> (exists b (IsReal(b))),(exists a (FollowsInexorably(a))) -> (exists b (IsReal(b))),LF
80,appeal to emotion,0,"He said that he and his students cried when he showed them maps of the damage , which he had calculated in part by flying low in small planes and helicopters ."," ""He and his students cried when he showed them maps of the damage.""  "," ""He calculated the damage by flying low in small planes and helicopters.""","Cried(b),  Showed(a, b, c),  RepresentsDamage(c, a)","Calculated(a, a),  FliesLow(a, d),  FliesLow(a, e)",[],"[(' He', ' He'), (' he', ' He'), (' the damage', ' He'), (' the damage', ' the damage')]","[(' the damage', ' He'), (' the damage', ' his students'), (' the damage', ' he'), (' small planes', ' he')]","Cried(b) and Showed(a, b, c) and RepresentsDamage(c, a)","Calculated(a, a) and (FliesLow(a, d) or FliesLow(a, e))","(forall a (exists a (Cried(b) and Showed(a, b, c) and RepresentsDamage(c, a)))) -> (exists d (forall a (Calculated(a, a) and (FliesLow(a, d) or FliesLow(a, e)))))","(exists c (exists a (exists b (Cried(b) and Showed(a, b, c) and RepresentsDamage(c, a))))) -> (exists d (exists a (exists e (Calculated(a, a) and (FliesLow(a, d) or FliesLow(a, e))))))",LF
81,intentional,0,"On our current trajectory , the report warns , “ planetary and human systems [ are ] reaching a ‘ point of no return ’ by mid-century , in which the prospect of a largely uninhabitable Earth leads to the breakdown of nations and the international order . ”"," ""Planetary and human systems are reaching a 'point of no return' by mid-century.""  "," ""Earth will become largely uninhabitable.""","IsReaching(c, a),  IsReaching(c, b),  IsBy(d)",IsUninhabitable(e),[],[],"[(' point of no return', ' Earth')]","(IsReaching(c, a) and IsReaching(c, b)) and IsBy(d)",IsUninhabitable(e),"(exists c ((IsReaching(c, a) and IsReaching(c, b)) and IsBy(d))) -> (forall e (IsUninhabitable(e)))","(exists c (exists d (exists a (exists b ((IsReaching(c, a) and IsReaching(c, b)) and IsBy(d)))))) -> (exists e (IsUninhabitable(e)))",
82,faulty generalization,0,A harrowing scenario analysis of how human civilization might collapse in coming decades due to climate change has been endorsed by a former Australian defense chief and senior royal navy commander ., A former Australian defense chief and senior royal navy commander endorsed a scenario analysis of how human civilization might collapse due to climate change.  , Human civilization might collapse in coming decades due to climate change.,"IsFormerDefenseChief(c),  IsSeniorRoyalNavyCommander(c),  Endorses(c, e),  MayCollapse(a, b)","MayCollapse(a, b),  IsInComingDecades(f)",[],"[(' human civilization', ' Human civilization'), (' climate change', ' climate change')]","[(' climate change', ' scenario analysis'), (' climate change', ' human civilization'), (' climate change', ' Human civilization'), (' coming decades', ' climate change')]","(IsFormerDefenseChief(c) and IsSeniorRoyalNavyCommander(d)) and (Endorses(c, e) and MayCollapse(a, b))","IsInComingDecades(f) and MayCollapse(a, b)","(forall b (exists b (forall e ((IsFormerDefenseChief(c) and IsSeniorRoyalNavyCommander(d)) and (Endorses(c, e) and MayCollapse(a, b)))))) -> (exists f (forall a (exists b (IsInComingDecades(f) and MayCollapse(a, b)))))","(exists c (exists d (exists a (exists e (exists b ((IsFormerDefenseChief(c) and IsSeniorRoyalNavyCommander(d)) and (Endorses(c, e) and MayCollapse(a, b)))))))) -> (exists a (exists b (exists f (IsInComingDecades(f) and MayCollapse(a, b)))))",
83,fallacy of extension,0,Alarmist attempts to frame thriving forests as harmful perfectly illustrate the alarmists ’ proclivity to claim anything and everything – no matter how beneficial – is severely harmful and caused by global warming .," ""Alarmists frame thriving forests as harmful.""  "," ""Alarmists claim anything beneficial is severely harmful and caused by global warming.""","FramesAsHarmful(a, b)","ClaimsAsHarmful(a, c),  CausedByGlobalWarming(c, d)",[],"[(' Alarmists', ' Alarmists')]",[],"FramesAsHarmful(a, b)","ClaimsAsHarmful(a, c) and CausedByGlobalWarming(c, d)","(FramesAsHarmful(a, b)) -> (ClaimsAsHarmful(a, c) and CausedByGlobalWarming(c, d))","(exists a (exists b (FramesAsHarmful(a, b)))) -> (exists c (exists d (exists a (ClaimsAsHarmful(a, c) and CausedByGlobalWarming(c, d)))))",LF
84,ad populum,0,"The Chinese “ airpocalypse ” of 2013 peaked at what would have been an Air Quality Index of over 800 . That year , smog was responsible for a third of all deaths in the country ."," ""Smog was responsible for a third of all deaths in China in 2013.""  "," ""Air quality in China was extremely poor in 2013.""","IsResponsibleFor(c, d),  OccurredIn(c, a, b)","IsPoor(e),  OccurredIn(e, a, b)",[],"[(' China', ' China'), (' 2013', ' 2013')]","[(' Air quality', ' Smog'), (' Air quality', ' China'), (' Air quality', ' 2013')]","IsResponsibleFor(c, d) and OccurredIn(c, a, b)","IsPoor(e) and OccurredIn(e, a, b)","(forall b (forall a (forall c (IsResponsibleFor(c, d) and OccurredIn(c, a, b))))) -> (exists e (IsPoor(e) and OccurredIn(e, a, b)))","(exists c (exists d (exists a (exists b (IsResponsibleFor(c, d) and OccurredIn(c, a, b)))))) -> (exists a (exists b (exists e (IsPoor(e) and OccurredIn(e, a, b)))))",LF
85,ad hominem,0,"Update Jan. 25 , 2016 : As I predicted in this article , global warming activists have indeed made a full-blown public relations effort to claim 2015 was the warmest year on record ."," ""Global warming activists made a public relations effort to claim 2015 was the warmest year on record.""  "," ""2015 was the warmest year on record.""","MadePublicRelationsEffort(d, e),  ClaimedWarmestYear(e, a),  IsWarmestYear(a, b),  IsOnRecord(b, c)","IsWarmestYear(a, b),  IsOnRecord(b, c)",[],"[(' 2015', ' 2015'), (' the warmest year', ' the warmest year'), (' record', ' record')]","[(' the warmest year', ' a public relations effort'), (' record', ' a public relations effort'), (' 2015', ' record'), (' the warmest year', ' record'), (' 2015', ' record'), (' the warmest year', ' record')]","MadePublicRelationsEffort(d, e) and ClaimedWarmestYear(e, a) and IsWarmestYear(a, b) and IsOnRecord(b, c)","IsWarmestYear(a, b) and IsOnRecord(b, c)","(exists b (exists a (forall e (MadePublicRelationsEffort(d, e) and ClaimedWarmestYear(e, a) and IsWarmestYear(a, b) and IsOnRecord(b, c))))) -> (exists a (forall c (exists c (exists b (IsWarmestYear(a, b) and IsOnRecord(b, c))))))","(exists c (exists d (exists a (exists e (exists b (MadePublicRelationsEffort(d, e) and ClaimedWarmestYear(e, a) and IsWarmestYear(a, b) and IsOnRecord(b, c))))))) -> (exists c (exists a (exists b (IsWarmestYear(a, b) and IsOnRecord(b, c)))))",Valid
