,Unnamed: 0,logical_fallacies,label,articles,Logical Form,Logical Form 2,result
105,105,,1,"People going about their business at the corner of 5th Avenue and W 58th streets. As a consequence, people doing things on the street.","(forall b (IsDoingThings(a) and IsOnTheStreet(b)) & (forall a ( IsDoingThings(a) ->  IsGoingAboutTheirBusiness(a))) & (forall a ( IsGoingAboutTheirBusiness(a) ->  IsDoingThings(a)))) -> (exists d (IsAt(d,e) and IsGoingAboutTheirBusiness(a)))","(exists a (exists b (IsDoingThings(a) and IsOnTheStreet(b))) & (forall f ( IsDoingThings(f) ->  IsGoingAboutTheirBusiness(f))) & (forall g ( IsGoingAboutTheirBusiness(g) ->  IsDoingThings(g)))) -> (exists e (exists d (exists a (IsAt(d,e) and IsGoingAboutTheirBusiness(a)))))",1
106,106,,1,"Three men wearing orange coats working on a street. As a consequence, three men outside.",((IsWearingOrangeCoat(a) and IsWorkingOnStreet(b)) or IsWorkingOnStreet(c) & (forall a ( IsWearingOrangeCoat(a) ->  IsOutside(a)))) -> (IsOutside(a) and (IsOutside(b) and IsOutside(c))),(exists c (exists a (exists b ((IsWearingOrangeCoat(a) and IsWorkingOnStreet(b)) or IsWorkingOnStreet(c)))) & (forall d ( IsWearingOrangeCoat(d) ->  IsOutside(d)))) -> (exists c (exists a (exists b (IsOutside(a) and (IsOutside(b) and IsOutside(c)))))),1
107,107,,1,"There are two children at home, playing. This implies that there are two children inside the house.",(forall b (exists b (IsAtHome(b) and (IsChild(a) or IsChild(a)))) & (forall c (forall b ( IsAtHome(b) ->  IsInsideTheHouse(c)))) & (forall c (forall b ( IsInsideTheHouse(c) ->  IsAtHome(b))))) -> (exists c (exists b (forall a (IsInsideTheHouse(c) and (IsChild(a) or IsChild(b)))))),(exists a (exists b (IsAtHome(b) and (IsChild(a) or IsChild(a)))) & (forall e (forall d ( IsAtHome(d) ->  IsInsideTheHouse(e)))) & (forall f (forall g ( IsInsideTheHouse(f) ->  IsAtHome(g))))) -> (exists c (exists b (exists a (IsInsideTheHouse(c) and (IsChild(a) or IsChild(b)))))),1
108,108,,1,"four young children, two girls and two boys, play what appears to be horseshoes. Thus, four young children are playing the same thing.","(IsFour(a) and IsPlaying(a,b) & (forall a ( IsFour(a) ->   IsPlaying(a))) & (forall a (  IsPlaying(a) ->  IsFour(a))) & (forall a (  IsPlaying(a) ->  IsFour(a))) & (forall a ( IsFour(a) ->   IsPlaying(a)))) -> (IsFour(a) and IsPlaying(a))","(exists a (exists b (IsFour(a) and IsPlaying(a,b))) & (forall d ( IsFour(d) ->   IsPlaying(d))) & (forall e (  IsPlaying(e) ->  IsFour(e))) & (forall f (  IsPlaying(f) ->  IsFour(f))) & (forall g ( IsFour(g) ->   IsPlaying(g)))) -> (exists a (IsFour(a) and IsPlaying(a)))",1
109,109,,1,"A wet dog on a leash is running through some water. Therefore, a wet dog is running through some water while on a leash.",() -> (),() -> (),1
110,110,,1,"A young girl with a flower on her shirt rides a skateboard while a young boy wraps something around her. Hence, a girl with a flower on her shirt rides a skateboard with a boy.",(forall d (IsWithFlower(a) and IsOnShirt(b) and IsRidesSkateboard(d))) -> (exists g (IsRidesSkateboard(g) and IsWithBoy(f))),(exists a (exists b (exists d (IsWithFlower(a) and IsOnShirt(b) and IsRidesSkateboard(d))))) -> (exists f (exists g (IsRidesSkateboard(g) and IsWithBoy(f)))),1
111,111,,1,"Two firefighters spray water onto smoldering trash pile. As a consequence, firefighters are putting out a fire.",(exists a (IsSprayingWater(a) and IsSmoldering(b)) & (forall d (forall b (  IsSmoldering(b) ->   IsOnFire(d))))) -> (forall c (IsPuttingOut(c) and IsOnFire(d))),(exists a (exists b (IsSprayingWater(a) and IsSmoldering(b))) & (forall e (forall f (  IsSmoldering(e) ->   IsOnFire(f))))) -> (exists c (exists d (IsPuttingOut(c) and IsOnFire(d)))),1
112,112,,1,"Two women eating together and smiling. Hence, two women eating together and smiling.",(IsEatingTogether(a) and IsSmiling(c)) -> (IsEatingTogether(a) and IsSmiling(c)),(exists c (exists a (IsEatingTogether(a) and IsSmiling(c)))) -> (exists c (exists a (IsEatingTogether(a) and IsSmiling(c)))),1
113,113,,1,"A Woman is about to put a shoe on the bride. Hence, a woman is wearing a shoe.",(IsWearing(b)) -> (IsWearing(a)),(exists b (IsWearing(b))) -> (exists a (IsWearing(a))),1
114,114,,1,"A man in a yellow shirt and blue pants balances himself on a log behind another man in a light blue shirt and shorts that are light blue and yellow that is also balancing himself. Consequently, two men are standing on a log.","(IsInYellowShirt(c) and IsOnLog(a) and IsInBluePants(d) & (forall e (forall a ( AreStandingOn(e,a) ->   IsOnLog(a))))) -> (AreStandingOn(e,a))","(exists c (exists d (exists a (IsInYellowShirt(c) and IsOnLog(a) and IsInBluePants(d)))) & (forall f (forall g ( AreStandingOn(f,g) ->   IsOnLog(g))))) -> (exists e (exists a (AreStandingOn(e,a))))",1
115,115,,1,"Two people signing books. As a consequence, a person is signing a book.",(forall b (IsSigned(a) and IsBook(b))) -> (exists d (IsSigned(c) and IsBook(d))),(exists a (exists b (IsSigned(a) and IsBook(b)))) -> (exists c (exists d (IsSigned(c) and IsBook(d)))),1
116,116,,1,Two ladies dancing on stage. It follows that two women dancing on a platform.,"(exists a (IsDancedOn(a,b))) -> (forall c (IsDancedOn(c,d)))","(exists a (exists b (IsDancedOn(a,b)))) -> (exists c (exists d (IsDancedOn(c,d))))",1
117,117,,1,a man in black plays the harmonica. This implies that there's a man playing the harmonica.,(IsInBlack(b) and PlaysHarmonica(a) & (forall a (  PlaysHarmonica(a) ->  IsPlayingHarmonica(a))) & (forall a ( IsPlayingHarmonica(a) ->   PlaysHarmonica(a)))) -> (IsPlayingHarmonica(a)),(exists a (exists b (IsInBlack(b) and PlaysHarmonica(a))) & (forall d (  PlaysHarmonica(d) ->  IsPlayingHarmonica(d))) & (forall e ( IsPlayingHarmonica(e) ->   PlaysHarmonica(e)))) -> (exists a (IsPlayingHarmonica(a))),1
118,118,,1,"A man with a clown nose on rollerskates holding a small crying child in a wizard outfit. Thus, a man with a clown nose is outdoors.","(IsOutdoors(c)) -> (IsHolding(a,b) and IsSmall(d) and IsCrying(d) and IsWizard(e))","(exists c (IsOutdoors(c))) -> (exists e (exists a (exists b (exists d (IsHolding(a,b) and IsSmall(d) and IsCrying(d) and IsWizard(e))))))",0
119,119,,1,"A woman wearing a floral head covering is cutting a thread on a loom. Thus, a woman works at a loom.","(forall a (exists a (IsWorkingAt(a)))) -> (exists d (forall c (IsWearing(c,d) and IsWorkingAt(e))))","(exists a (IsWorkingAt(a))) -> (exists e (exists c (exists d (IsWearing(c,d) and IsWorkingAt(e)))))",1
120,120,,1,"a woman with dark hair in bending, open mouthed, towards the back of a dark headed toddler's head. As a consequence, a woman has dark hair.",(exists b (IsWoman(a) and IsDarkHair(b)) & (forall d (forall b ( IsDarkHair(b) ->   IsDarkHeaded(d)))) & (forall d (forall b (  IsDarkHeaded(d) ->  IsDarkHair(b))))) -> (forall d (forall a (IsBending(a) and IsDarkHeaded(d)))),(exists a (exists b (IsWoman(a) and IsDarkHair(b))) & (forall f (forall g ( IsDarkHair(f) ->   IsDarkHeaded(g)))) & (forall h (forall i (  IsDarkHeaded(h) ->  IsDarkHair(i))))) -> (exists a (exists d (IsBending(a) and IsDarkHeaded(d)))),1
121,121,,1,"A young man blocks a kick during a sparring match, while judges stand by. Thus, a young man stops another person from kicking him.",(exists c (forall b (IsYoung(a) and IsStoppedFromKicking(b) and IsHim(c))) & (forall d (forall b (  IsStoppedFromKicking(b) ->   IsBlockedDuringSparringMatch(d)))) & (forall d (forall b (  IsBlockedDuringSparringMatch(d) ->   IsStoppedFromKicking(b)))) & (forall c (forall a (  IsHim(c) ->  IsYoung(a))))) -> (forall a (exists e (exists a (IsYoung(a) and IsBlockedDuringSparringMatch(d) and IsKicked(e))))),(exists c (exists a (exists b (IsYoung(a) and IsStoppedFromKicking(b) and IsHim(c)))) & (forall f (forall g (  IsStoppedFromKicking(f) ->   IsBlockedDuringSparringMatch(g)))) & (forall h (forall i (  IsBlockedDuringSparringMatch(h) ->   IsStoppedFromKicking(i)))) & (forall k (forall j (  IsHim(j) ->  IsYoung(k))))) -> (exists e (exists a (exists d (IsYoung(a) and IsBlockedDuringSparringMatch(d) and IsKicked(e))))),1
122,122,,1,"Many African American children gather in a small classroom where their studies are provided by Unicef. Hence, many kids at school.",(exists b (exists a (IsMany(a) and (IsInSmallClassroom(b) and IsProvidedByUnicef(c))))) -> (forall e (forall d (IsMany(d) and IsAtSchool(e)))),(exists c (exists a (exists b (IsMany(a) and (IsInSmallClassroom(b) and IsProvidedByUnicef(c)))))) -> (exists e (exists d (IsMany(d) and IsAtSchool(e)))),1
123,123,,1,"A black and brown dog shakes water off of itself. As a consequence, a black and brown dog is shaking itself dry.",(IsBlackAndBrown(a) and IsShakingWater(a) and IsOnItself(c) & (forall a (  IsShakingItself(a) ->  IsBlackAndBrown(a))) & (forall a (  IsShakingWater(a) ->  IsBlackAndBrown(a)))) -> (IsBlackAndBrown(a) and IsShakingItself(a) and IsDry(d)),(exists c (exists a (IsBlackAndBrown(a) and IsShakingWater(a) and IsOnItself(c))) & (forall f (  IsShakingItself(f) ->  IsBlackAndBrown(f))) & (forall g (  IsShakingWater(g) ->  IsBlackAndBrown(g)))) -> (exists a (exists d (IsBlackAndBrown(a) and IsShakingItself(a) and IsDry(d)))),1
124,124,,1,"Two young soccer players compete for the ball. Thus, two soccer players are competing.","(exists a (IsYoung(a) and IsCompetingFor(a,b)) & (forall c (forall a (forall b (  IsCompetingFor(a,b) ->  IsCompeting(c))))) & (forall c (forall b (forall a ( IsCompeting(c) ->   IsCompetingFor(a,b)))))) -> (forall c (IsCompeting(c) and IsCompeting(c)))","(exists a (exists b (IsYoung(a) and IsCompetingFor(a,b))) & (forall e (forall d (forall f (  IsCompetingFor(d,e) ->  IsCompeting(f))))) & (forall i (forall h (forall g ( IsCompeting(g) ->   IsCompetingFor(h,i)))))) -> (exists c (IsCompeting(c) and IsCompeting(c)))",1
125,125,,1,"A bored looking construction worker is holding a drink. Therefore, a worker is in the picture.",(IsInPicture(a)) -> (IsBored(d)),(exists a (IsInPicture(a))) -> (exists d (IsBored(d))),1
126,126,,1,"A blond woman smiles behind a bar. As a consequence, the woman behind the bar with blond hair smiles.","(exists b (exists a (IsBlond(a) and IsBehind(b) and ~IsSmiling(a,b)))) -> (forall c (IsBehind(c) and IsBlond(c)))","(exists a (exists b (IsBlond(a) and IsBehind(b) and ~IsSmiling(a,b)))) -> (exists c (IsBehind(c) and IsBlond(c)))",1
127,127,,1,"Four ladies are sitting on a bench while 3 are stand close by. This implies that four ladies sitting on a bench, with three others standing nearby.","(exists b (IsSittingOn(b,a))) -> (forall a (IsStandingNearby(a,c)))","(exists a (exists b (IsSittingOn(b,a)))) -> (exists c (exists a (IsStandingNearby(a,c))))",1
128,128,,1,"a man with green marker written on his arm. Thus, a man has marker on his arm.",(IsOnArm(c)) -> (IsMan(a) and IsOnArm(d)),(exists c (IsOnArm(c))) -> (exists a (exists d (IsMan(a) and IsOnArm(d)))),1
129,129,,1,"a young boy is posing inside a tractor shovel. Thus, a young boy is inside a tractor.","(forall a (IsYoung(a) and IsInside(a,b))) -> (exists c (IsPosing(c) and IsInside(c,d)))","(exists a (exists b (IsYoung(a) and IsInside(a,b)))) -> (exists c (exists d (IsPosing(c) and IsInside(c,d))))",1
130,130,,1,"Two women playing volleyball at the beach. Thus, there are games being played near the water.","(forall a (IsNearWater(a) and IsPlayed(a,b))) -> (exists c (IsPlayingVolleyball(c) and IsAtBeach(e)))","(exists a (exists b (IsNearWater(a) and IsPlayed(a,b)))) -> (exists e (exists c (IsPlayingVolleyball(c) and IsAtBeach(e))))",1
131,131,,1,Red versus blue on ice. It follows that people on ice.,(IsOnIce(b)) -> (IsOnIce(c)),(exists b (IsOnIce(b))) -> (exists c (IsOnIce(c))),1
132,132,,1,"There are four boys playing soccer, but not all of them are on the same team, the closest boy is on the red team wearing white trunks and a white shirt while the other three boys are on the blue team and wearing blue trunks and blue shirts. Thus, some children are playing a ball game.","(forall b (forall a (IsPlaying(a,b)))) -> (exists d (exists c (IsPlaying(c,d))))","(exists a (exists b (IsPlaying(a,b)))) -> (exists c (exists d (IsPlaying(c,d))))",1
133,133,,1,"A mechanic in an orange jumpsuit working on a train. As a consequence, the machanic is wearing his jumpsuit while working on the train.","(IsWearing(a,c) and IsOnTrain(b) & (forall c (forall a ( IsWearing(a,c) ->  IsWorking(a))))) -> (IsWorking(a) and IsOnTrain(b))","(exists c (exists a (exists b (IsWearing(a,c) and IsOnTrain(b)))) & (forall e (forall d ( IsWearing(d,e) ->  IsWorking(d))))) -> (exists a (exists b (IsWorking(a) and IsOnTrain(b))))",1
134,134,,1,"People walking on a sidewalk in front of a Hyatt. Therefore, there are people walking in front of a hotel.","(exists c (IsWalkingOn(a,b) and IsInFrontOf(a,c)) & (forall c (forall a (forall d (  IsInFrontOf(a,c) ->  IsWalkingInFrontOf(a,d))))) & (forall c (forall a (forall d ( IsWalkingInFrontOf(a,d) ->   IsInFrontOf(a,c)))))) -> (forall d (IsWalkingInFrontOf(a,d)))","(exists c (exists a (exists b (IsWalkingOn(a,b) and IsInFrontOf(a,c)))) & (forall e (forall f (forall g (  IsInFrontOf(e,f) ->  IsWalkingInFrontOf(e,g))))) & (forall j (forall h (forall i ( IsWalkingInFrontOf(h,i) ->   IsInFrontOf(h,j)))))) -> (exists a (exists d (IsWalkingInFrontOf(a,d))))",1
135,135,,1,"A redheaded child sits looking through a railing at the water while people play on the beach in a distance. Consequently, a redheaded child is interested in the water and the people playing on the beach in a distance.",(IsRedheaded(a) and IsInterestedInWater(a) and IsInterestedInPeople(a) and IsInDistance(a) & (forall a (  IsInterestedInWater(a) ->   IsAtWater(a)))) -> (IsSitting(a) and IsLookingThroughRailing(a) and IsAtWater(a) and IsPeoplePlayingOnBeach(a) and IsInDistance(a)),(exists a (IsRedheaded(a) and IsInterestedInWater(a) and IsInterestedInPeople(a) and IsInDistance(a)) & (forall b (  IsInterestedInWater(b) ->   IsAtWater(b)))) -> (exists a (IsSitting(a) and IsLookingThroughRailing(a) and IsAtWater(a) and IsPeoplePlayingOnBeach(a) and IsInDistance(a))),1
136,136,,1,"Two women, one carrying a purse and papers, are standing on a sidewalk. As a consequence, women on a sidewalk.","(exists b (IsStandingOn(a,b))) -> (forall d (IsStandingOn(c,d)))","(exists a (exists b (IsStandingOn(a,b)))) -> (exists c (exists d (IsStandingOn(c,d))))",1
137,137,,1,"A girl in a tree smiles. As a consequence, a smiling girl is sitting in a tree.",(exists c (forall b (IsInTree(b) and HasSmile(c))) & (forall c (forall d (  HasSmile(c) ->  IsSmiling(d)))) & (forall c (forall d ( IsSmiling(d) ->   HasSmile(c))))) -> (forall d (exists d (IsSmiling(d) and IsSittingInTree(a)))),(exists c (exists b (IsInTree(b) and HasSmile(c))) & (forall e (forall f (  HasSmile(e) ->  IsSmiling(f)))) & (forall h (forall g ( IsSmiling(g) ->   HasSmile(h))))) -> (exists d (exists a (IsSmiling(d) and IsSittingInTree(a)))),1
138,138,,1,"A small kid wearing a helmet smiles while his father is doing some adjustment at its back. Thus, a kid is happy.",(exists a (IsSmall(a) and IsWearingHelmet(a) and Smiles(a)) & (forall c (forall a (  Smiles(a) ->  IsHappy(c)))) & (forall c (forall a ( IsHappy(c) ->   Smiles(a))))) -> (forall c (IsHappy(c))),(exists a (IsSmall(a) and IsWearingHelmet(a) and Smiles(a)) & (forall e (forall d (  Smiles(d) ->  IsHappy(e)))) & (forall f (forall g ( IsHappy(f) ->   Smiles(g))))) -> (exists c (IsHappy(c))),1
139,139,,1,"Motorcyclist performing while two men watch. Therefore, men watching motorcyclist.",() -> (),() -> (),1
140,140,,1,"People in a line holding lit roman candles. Hence, people are standing in line.",(IsStandingInLine(a)) -> (IsHoldingLitRomanCandles(c)),(exists a (IsStandingInLine(a))) -> (exists c (IsHoldingLitRomanCandles(c))),1
141,141,,1,"A dog running at the beach with a man looking in the background. Therefore, a dog and a man.","(forall b (IsAtBeach(a,b))) -> (exists d (IsRunning(a) and IsLookingInBackground(d)))","(exists a (exists b (IsAtBeach(a,b)))) -> (exists a (exists d (IsRunning(a) and IsLookingInBackground(d))))",1
142,142,,1,A woman in a gray and black jacket is standing near a replica of an airplane. It follows that a woman standing near replica of an airplane.,"(exists b (IsStandingNear(a,b))) -> (forall c (IsStandingNear(a,c)))","(exists a (exists b (IsStandingNear(a,b)))) -> (exists c (exists a (IsStandingNear(a,c))))",1
143,143,,1,"A white dog with a blue collar plays with a red ball. Therefore, a dog is playing with his toy.","(exists c (exists a (IsWhite(a) and HasBlueCollar(b) and PlaysWith(c)))) -> (forall e (forall d (IsPlayingWith(d,e))))","(exists c (exists a (exists b (IsWhite(a) and HasBlueCollar(b) and PlaysWith(c))))) -> (exists e (exists d (IsPlayingWith(d,e))))",1
144,144,,1,"A man stands by a building while others are nearby. Hence, a man is standing by a building.","(forall b (IsStandingBy(a,b)) & (forall c (forall a (forall b ( IsStandingBy(a,b) ->  IsNearby(c)))))) -> (exists c (IsNearby(c) and (IsNearby(c) and IsTouching(a,b))))","(exists a (exists b (IsStandingBy(a,b))) & (forall e (forall f (forall g ( IsStandingBy(e,f) ->  IsNearby(g)))))) -> (exists c (exists b (exists a (IsNearby(c) and (IsNearby(c) and IsTouching(a,b))))))",1
145,145,,1,"A man starts walking towards a bowling lane, appearing to be winding up for a bowl. It follows that there is a man in the bowling alley.",(IsInBowlingAlley(a)) -> (IsPreparingToBowl(a) and IsBowling(c)),(exists a (IsInBowlingAlley(a))) -> (exists c (exists a (IsPreparingToBowl(a) and IsBowling(c)))),1
146,146,,1,A dog is running and jumping through the woods. It follows that a dog is outdoors.,(IsRunning(a) and IsJumping(a) & (forall a ( IsRunning(a) ->  IsOutdoors(a))) & (forall a (  IsJumping(a) ->  IsOutdoors(a)))) -> (IsOutdoors(a)),(exists a (IsRunning(a) and IsJumping(a)) & (forall d ( IsRunning(d) ->  IsOutdoors(d))) & (forall e (  IsJumping(e) ->  IsOutdoors(e)))) -> (exists a (IsOutdoors(a))),1
147,147,,1,"A woman walks along a street as she looks to a window display of a mannequin in a red dress. Hence, the woman is walking down the street.",(IsWalking(a) and IsOnStreet(b)) -> (IsLooking(a) and IsInRedDress(c)),(exists a (exists b (IsWalking(a) and IsOnStreet(b)))) -> (exists c (exists a (IsLooking(a) and IsInRedDress(c)))),1
148,148,,1,"Two men are standing on a golf course with a large, ornate building in the background. Consequently, two men stand on a golf course.","(IsOnGolfCourse(a) and IsOnGolfCourse(b) & (forall a ( IsStandingOnGolfCourse(a) ->  IsOnGolfCourse(a)))) -> (IsTwoMen(a,b))","(exists a (exists b (IsOnGolfCourse(a) and IsOnGolfCourse(b))) & (forall c ( IsStandingOnGolfCourse(c) ->  IsOnGolfCourse(c)))) -> (exists a (exists b (IsTwoMen(a,b))))",1
149,149,,1,"Brown dog with tennis ball in mouth, in water and bushes. It follows that the dog has something in it's mouth.",(forall b (IsInMouth(b))) -> (exists a (IsBrown(a))),(exists b (IsInMouth(b))) -> (exists a (IsBrown(a))),1
150,150,,1,A woman in black is taking photographs. It follows that a woman is taking photographs.,() -> (),() -> (),1
151,151,,1,Older man in a leather jacket carrying a bouquet of flowers. This implies that an old man is carrying flowers.,(forall b (IsOlder(b) and IsCarrying(a)) & (forall c (forall b ( IsOlder(b) ->  IsOld(c)))) & (forall c (forall b ( IsOld(c) ->  IsOlder(b))))) -> (exists c (IsOld(c) and IsCarrying(a))),(exists a (exists b (IsOlder(b) and IsCarrying(a))) & (forall e (forall d ( IsOlder(d) ->  IsOld(e)))) & (forall f (forall g ( IsOld(f) ->  IsOlder(g))))) -> (exists c (exists a (IsOld(c) and IsCarrying(a)))),1
152,152,,1,"Man on scooter attracts attention from some of those in large crowd. Hence, a man is riding a scooter.","(forall a (IsRiding(a,b))) -> (exists d ((IsInLargeCrowd(c) and IsPayingAttentionTo(d))))","(exists a (exists b (IsRiding(a,b)))) -> (exists c (exists d ((IsInLargeCrowd(c) and IsPayingAttentionTo(d)))))",1
153,153,,1,a man in a blue shirt smoking a cigarette. This implies that a man in blue.,(IsSmokes(a) and IsInBlueShirt(b) & (forall d (forall b (  IsInBlueShirt(b) ->  IsInBlue(d)))) & (forall d (forall b ( IsInBlue(d) ->   IsInBlueShirt(b))))) -> (IsInBlue(d) and IsSmokes(a)),(exists a (exists b (IsSmokes(a) and IsInBlueShirt(b))) & (forall e (forall f (  IsInBlueShirt(e) ->  IsInBlue(f)))) & (forall h (forall g ( IsInBlue(g) ->   IsInBlueShirt(h))))) -> (exists d (exists a (IsInBlue(d) and IsSmokes(a)))),1
154,154,,1,A guy is being kissed on the cheeks by two girls in front of a lighthouse. This implies that the people are near a lighthouse.,"(exists a (IsBeingKissed(a) and AreTwo(b))) -> (forall c (IsNear(c,d)))","(exists a (exists b (IsBeingKissed(a) and AreTwo(b)))) -> (exists c (exists d (IsNear(c,d))))",1
155,155,,1,"A man and a woman on a bench facing a building with trees along the front of it. As a consequence, man and woman looking at a building sitting on a bench.","(IsOnBench(a,b)) -> (IsLookingAt(a,b,d))","(exists a (exists b (IsOnBench(a,b)))) -> (exists a (exists b (exists d (IsLookingAt(a,b,d)))))",1
156,156,,1,"A tall, skinny guy with long black hair is walking while talking on a cellphone and carrying a drum on his head. Therefore, a guy is who is not short is currently in motion.",(exists c (exists a ((IsTall(a) and IsWalking(c)) and (HasLongBlackHair(b) and IsTalkingOnCellphone(d)))) & (forall a (forall f ( IsTall(a) ->  IsNotShort(f)))) & (forall f (forall b (  HasLongBlackHair(b) ->  IsNotShort(f))))) -> (forall f (IsInMotion(f))),(exists c (exists a (exists b (exists d ((IsTall(a) and IsWalking(c)) and (HasLongBlackHair(b) and IsTalkingOnCellphone(d)))))) & (forall h (forall g ( IsTall(g) ->  IsNotShort(h)))) & (forall j (forall i (  HasLongBlackHair(i) ->  IsNotShort(j))))) -> (exists f (IsInMotion(f))),1
157,157,,1,A dog is shaking water off of itself. It follows that the dog shook off the water.,(forall a (IsShaking(a) and IsWater(b)) & (forall c (forall a ( IsShaking(a) ->  IsShakenOff(c)))) & (forall c (forall a ( IsShakenOff(c) ->  IsShaking(a))))) -> (exists c (IsShakenOff(c) and IsWater(d))),(exists a (exists b (IsShaking(a) and IsWater(b))) & (forall e (forall f ( IsShaking(e) ->  IsShakenOff(f)))) & (forall h (forall g ( IsShakenOff(g) ->  IsShaking(h))))) -> (exists c (exists d (IsShakenOff(c) and IsWater(d)))),1
158,158,,1,"A football game. Hence, there is a sporting event.",(exists a (IsThere(a)) & (forall c (forall a ( IsThere(a) ->   IsSportingEvent(c))))) -> (forall c (IsThere(b) and IsSportingEvent(c))),(exists a (IsThere(a)) & (forall e (forall d ( IsThere(d) ->   IsSportingEvent(e))))) -> (exists c (exists b (IsThere(b) and IsSportingEvent(c)))),1
159,159,,1,Three casually-dressed young men walk together. This implies that three young men walking.,(exists a (IsCasuallyDressed(a) and WalkTogether(a)) & (forall a (forall b ( IsWalk(b) ->  IsCasuallyDressed(a)))) & (forall a (forall b (  WalkTogether(a) ->  IsWalk(b)))) & (forall a (forall b ( IsWalk(b) ->   WalkTogether(a))))) -> (forall b (IsWalk(b))),(exists a (IsCasuallyDressed(a) and WalkTogether(a)) & (forall c (forall d ( IsWalk(c) ->  IsCasuallyDressed(d)))) & (forall e (forall f (  WalkTogether(e) ->  IsWalk(f)))) & (forall h (forall g ( IsWalk(g) ->   WalkTogether(h))))) -> (exists b (IsWalk(b))),1
160,160,,1,"A woman in a white shirt walks while carrying a jacket. Therefore, a women carring her jacket over her shoulder.",() -> (),() -> (),0
161,161,,1,"A little boy in a red hat riding a horse. Therefore, a boy is wearing a red hat while riding a horse.",() -> (),() -> (),1
162,162,,1,"A rapper performs looking at the camera while someone else looks at him over his shoulder. Therefore, a rapper is performing in front of a camera.","(forall a (IsPerforming(a) and IsInFrontOf(b))) -> (exists d (IsLookingAt(c,d) and IsOnHisShoulder(e)))","(exists a (exists b (IsPerforming(a) and IsInFrontOf(b)))) -> (exists e (exists c (exists d (IsLookingAt(c,d) and IsOnHisShoulder(e)))))",1
163,163,,1,"A man in a black shirt sits under lights and signs on a wall. Consequently, the man is seen very well under lights.","(IsSeenWell(a,b)) -> (IsSitsUnderLights(a,b) and IsSignsOnWall(c))","(exists a (exists b (IsSeenWell(a,b)))) -> (exists c (exists a (exists b (IsSitsUnderLights(a,b) and IsSignsOnWall(c)))))",1
164,164,,1,A man in a white t-shirt does a trick with a bronze colored yo-yo. This implies that there is a tricky male making fool to other one.,"(IsInWhiteTShirt(a) and DoesTrick(a,b) & (forall c (forall a (  DoesTrick(a) ->  IsTricky(c)))) & (forall a (forall d (  DoesTrick(a) ->   MakesFoolsOf(d))))) -> (IsTricky(c) and MakesFoolsOf(d))","(exists a (exists b (IsInWhiteTShirt(a) and DoesTrick(a,b))) & (forall e (forall f (  DoesTrick(e) ->  IsTricky(f)))) & (forall h (forall g (  DoesTrick(g) ->   MakesFoolsOf(h))))) -> (exists c (exists d (IsTricky(c) and MakesFoolsOf(d))))",1
165,165,,1,"A crowded busy dock with people standing next to a freight car either loading or unloading it.aa. Consequently, a crowded dock has people on it standing next to a freight car.","(IsCrowded(a) and HasPeople(a) & (forall a (forall b ( IsStandingNextTo(a,b) ->   HasPeople(a))))) -> (IsStandingNextTo(a,b) and IsOnFreightCar(a))","(exists a (IsCrowded(a) and HasPeople(a)) & (forall e (forall d ( IsStandingNextTo(d,e) ->   HasPeople(d))))) -> (exists a (exists b (IsStandingNextTo(a,b) and IsOnFreightCar(a))))",1
166,166,,1,"Two women in brightly colored tee-shirts and hats sit beside a black backpack on a stone bench beside a dusty trail. Hence, two women are outdoors.","(IsOutdoors(a) and IsOutdoors(b) & (forall c (forall a (  IsOnStoneBench(a,c) ->  IsOutdoors(a)))) & (forall a (forall d (  IsOnDustyTrail(a,d) ->  IsOutdoors(a))))) -> (IsSitOn(a,b) and IsOnStoneBench(a,c) and IsOnDustyTrail(a,d))","(exists a (exists b (IsOutdoors(a) and IsOutdoors(b))) & (forall e (forall f (  IsOnStoneBench(e,f) ->  IsOutdoors(e)))) & (forall h (forall g (  IsOnDustyTrail(g,h) ->  IsOutdoors(g))))) -> (exists c (exists a (exists b (exists d (IsSitOn(a,b) and IsOnStoneBench(a,c) and IsOnDustyTrail(a,d))))))",1
167,167,,1,"A group of people are sitting on chairs in a circle together. Consequently, a group sit in chairs in a circle.",(exists c (IsSitInChairs(a) and IsInCircle(c)) & (forall a ( IsSitInChairs(a) ->  IsSittingOnChairs(a))) & (forall a ( IsSittingOnChairs(a) ->  IsSitInChairs(a)))) -> (exists c (forall a (IsSittingOnChairs(a) and IsInCircle(c)))),(exists c (exists a (IsSitInChairs(a) and IsInCircle(c))) & (forall d ( IsSitInChairs(d) ->  IsSittingOnChairs(d))) & (forall e ( IsSittingOnChairs(e) ->  IsSitInChairs(e)))) -> (exists c (exists a (IsSittingOnChairs(a) and IsInCircle(c)))),1
168,168,,1,"A group of young people all wearing red shirts and all carrying bags or purses. As a consequence, people are wearing the same color shirt and are carrying something.","(exists b (exists a (IsYoung(a) and IsWearingRedShirt(b))) & (forall c (forall a (forall d ( IsYoung(a) ->  IsCarrying(c,d))))) & (forall c (forall a (forall d ( IsCarrying(c,d) ->  IsYoung(a)))))) -> (forall d (forall c (IsCarrying(c,d))))","(exists a (exists b (IsYoung(a) and IsWearingRedShirt(b))) & (forall e (forall f (forall g ( IsYoung(e) ->  IsCarrying(f,g))))) & (forall j (forall h (forall i ( IsCarrying(h,i) ->  IsYoung(j)))))) -> (exists c (exists d (IsCarrying(c,d))))",1
