,logical_fallacies,label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
87,fallacy of logic,0,"As long as the ice-water mix is well-stirred ( like a glass of ice water ) , the surface temperature stays at the freezing point until all the ice melts .", The surface temperature of a well-stirred ice-water mix stays at the freezing point until all the ice melts., The temperature of a well-stirred ice-water mix does not change until all the ice melts.,"IsWellStirred(a),  IsAtFreezingPoint(c),  Melts(b)","IsWellStirred(a),  Melts(b)","[('  Melts(b)', '  IsAtFreezingPoint(c)')]","[(' well-stirred ice-water mix', ' well-stirred ice-water mix'), (' ice.', ' ice')]","[(' Surface temperature', ' Temperature'), (' freezing point', ' Temperature'), (' ice.', ' well-stirred ice-water mix')]",IsWellStirred(a) and (Melts(b) and IsAtFreezingPoint(c)),IsWellStirred(a) and ~Melts(b),(exists b (IsWellStirred(a) and (Melts(b) and IsAtFreezingPoint(c))) & (forall c (forall b (  Melts(b) ->   IsAtFreezingPoint(c))))) -> (exists b (forall a (IsWellStirred(a) and ~Melts(b)))),(exists a (exists c (exists b (IsWellStirred(a) and (Melts(b) and IsAtFreezingPoint(c))))) & (forall h (forall g (  Melts(g) ->   IsAtFreezingPoint(h))))) -> (exists a (exists b (IsWellStirred(a) and ~Melts(b)))),LF
88,faulty generalization,0,The sea has crept up to the point that a high tide and a brisk wind are all it takes to send water pouring into streets and homes ., The sea has crept up to the point that a high tide and a brisk wind send water pouring into streets and homes.  , Water will pour into streets and homes.,"HasCreptUp(c),  IsHighTide(d),  IsBriskWind(e),  SendsWater(f, a),  SendsWater(f, b)","PoursInto(a),  PoursInto(b)","[('PoursInto(a)', '  SendsWater(f, a)'), ('  PoursInto(b)', '  SendsWater(f, a)'), ('PoursInto(a)', '  SendsWater(f, b)'), ('  PoursInto(b)', '  SendsWater(f, b)')]","[(' streets', ' Streets'), (' homes', ' homes')]",[],"HasCreptUp(c) and (IsHighTide(d) and IsBriskWind(e) and (SendsWater(f,a) and SendsWater(f,b)))",PoursInto(a) and PoursInto(b),"(HasCreptUp(c) and (IsHighTide(d) and IsBriskWind(e) and (SendsWater(f,a) and SendsWater(f,b))) & (forall a (forall f (PoursInto(a) ->   SendsWater(f, a)))) & (forall a (forall f (forall b (  PoursInto(b) ->   SendsWater(f, a))))) & (forall a (forall f (forall b (PoursInto(a) ->   SendsWater(f, b))))) & (forall f (forall b (  PoursInto(b) ->   SendsWater(f, b))))) -> (PoursInto(a) and PoursInto(b))","(exists c (exists b (exists e (exists f (exists a (exists d (HasCreptUp(c) and (IsHighTide(d) and IsBriskWind(e) and (SendsWater(f,a) and SendsWater(f,b))))))))) & (forall i (forall h (forall j (PoursInto(h) ->   SendsWater(i,j))))) & (forall l (forall k (forall m (  PoursInto(k) ->   SendsWater(l,m))))) & (forall p (forall o (forall n (PoursInto(n) ->   SendsWater(o,p))))) & (forall r (forall q (forall s (  PoursInto(q) ->   SendsWater(r,s)))))) -> (exists a (exists b (PoursInto(a) and PoursInto(b))))",LF
89,intentional,0,The international team onboard the Russian research ship R/V Akademik Keldysh said most of the bubbles were currently dissolving in the water but methane levels at the surface were four to eight times what would normally be expected and this was venting into the atmosphere ., Methane levels at the surface were four to eight times what would normally be expected., Methane is venting into the atmosphere.,AtSurface(a),"IsVentingInto(c, d)",[],[],"[(' Methane levels', ' Methane'), (' Methane levels', ' atmosphere')]",AtSurface(a),"IsVentingInto(c, d)","(exists a (AtSurface(a))) -> (forall d (forall c (IsVentingInto(c, d))))","(exists a (AtSurface(a))) -> (exists c (exists d (IsVentingInto(c, d))))",LF
90,intentional,0,"While it 's too soon to say precisely how global warming may have affected the rare confluence of events that conspired to dump at least 26.88 inches of rain in less than four days on South Carolina , changes in extreme precipitation events are one of global warming 's most well-documented climate change impacts .", Changes in extreme precipitation events are one of global warming's most well-documented climate change impacts., Global warming may have affected the confluence of events that caused heavy rain in South Carolina.,"IsExtreme(b),  IsImpactOfClimateChange(c)","Affected(a, d),  CausedHeavyRain(d, e),  IsIn(f, e)","[('IsExtreme(b)', '  CausedHeavyRain(d, e)'), ('  CausedHeavyRain(d, e)', 'IsExtreme(b)'), ('  IsImpactOfClimateChange(c)', 'Affected(a, d)'), ('Affected(a, d)', '  IsImpactOfClimateChange(c)')]","[("" global warming's"", ' Global warming')]","[(' Extreme precipitation events', ' heavy rain'), (' climate change impacts', ' Global warming'), (' climate change impacts', ' heavy rain'), (' climate change impacts', ' South Carolina')]",IsExtreme(b) and IsImpactOfClimateChange(c),"Affected(a, d) and CausedHeavyRain(d, e) and IsIn(f, e)","(exists c (exists b (IsExtreme(b) and IsImpactOfClimateChange(c))) & (forall e (forall d (forall b (IsExtreme(b) ->   CausedHeavyRain(d, e))))) & (forall e (forall d (forall b (  CausedHeavyRain(d, e) -> IsExtreme(b))))) & (forall a (forall c (forall d (  IsImpactOfClimateChange(c) -> Affected(a, d))))) & (forall a (forall c (forall d (Affected(a, d) ->   IsImpactOfClimateChange(c)))))) -> (forall f (forall a (forall e (Affected(a, d) and CausedHeavyRain(d, e) and IsIn(f, e)))))","(exists c (exists b (IsExtreme(b) and IsImpactOfClimateChange(c))) & (forall i (forall h (forall j (IsExtreme(h) ->   CausedHeavyRain(i,j))))) & (forall l (forall k (forall m (  CausedHeavyRain(k,l) -> IsExtreme(m))))) & (forall p (forall o (forall n (  IsImpactOfClimateChange(n) -> Affected(o,p))))) & (forall r (forall q (forall s (Affected(q,r) ->   IsImpactOfClimateChange(s)))))) -> (exists e (exists a (exists f (exists d (Affected(a, d) and CausedHeavyRain(d, e) and IsIn(f, e))))))",LF
91,false causality,0,Any increase in flooding activity is due to human alterations of river and stream flow rather than precipitation changes ., Any increase in flooding activity is due to human alterations of river and stream flow.  , Precipitation changes do not cause an increase in flooding activity.,"IsIncreaseInFloodingActivity(a),  IsDueTo(b),  AltersRiverFlow(b,c),  AltersStreamFlow(b,d)","CauseIncreaseInFloodingActivity(e,f)","[('IsIncreaseInFloodingActivity(a)', 'CauseIncreaseInFloodingActivity(e,f)'), ('CauseIncreaseInFloodingActivity(e,f)', 'IsIncreaseInFloodingActivity(a)')]",[],"[(' Increase in flooding activity', ' Precipitation changes'), (' Increase in flooding activity', ' flooding activity')]","IsIncreaseInFloodingActivity(a) and (IsDueTo(b) and AltersRiverFlow(b,c) and AltersStreamFlow(b,d))","~CauseIncreaseInFloodingActivity(e,f)","(exists a (IsIncreaseInFloodingActivity(a) and (IsDueTo(b) and AltersRiverFlow(b,c) and AltersStreamFlow(b,d))) & (forall a (forall f (forall e (IsIncreaseInFloodingActivity(a) -> CauseIncreaseInFloodingActivity(e,f))))) & (forall e (forall f (forall a (CauseIncreaseInFloodingActivity(e,f) -> IsIncreaseInFloodingActivity(a)))))) -> (forall f (forall e (~CauseIncreaseInFloodingActivity(e,f))))","(exists a (exists c (exists d (exists b (IsIncreaseInFloodingActivity(a) and (IsDueTo(b) and AltersRiverFlow(b,c) and AltersStreamFlow(b,d)))))) & (forall i (forall h (forall g (IsIncreaseInFloodingActivity(g) -> CauseIncreaseInFloodingActivity(h,i))))) & (forall j (forall l (forall k (CauseIncreaseInFloodingActivity(j,k) -> IsIncreaseInFloodingActivity(l)))))) -> (exists e (exists f (~CauseIncreaseInFloodingActivity(e,f))))",LF
92,faulty generalization,0,"Still , the shift is precisely what he and other cyclone experts said would be expected from climate change .", Cyclone experts predicted a shift due to climate change., Climate change causes the shift.,"PredictedShiftDueTo(b, a)","Causes(a, c)",[],"[(' climate change', ' Climate change')]",[],"PredictedShiftDueTo(b, a)","Causes(a, c)","(PredictedShiftDueTo(b, a)) -> (Causes(a, c))","(exists a (exists b (PredictedShiftDueTo(b, a)))) -> (exists a (exists c (Causes(a, c))))",LF
93,appeal to emotion,0,“ This has been the saddest research trip of my life ”," ""This research trip has been the saddest of my life.""  "," ""This research trip has been extremely disappointing.""","IsResearchTrip(a),  IsSaddestOf(b, a)","IsResearchTrip(a),  IsExtremelyDisappointing(a)",[],"[(' This research trip', ' This research trip')]",[],"IsResearchTrip(a) and IsSaddestOf(b, a)",IsResearchTrip(a) and IsExtremelyDisappointing(a),"(IsResearchTrip(a) and IsSaddestOf(b, a)) -> (IsResearchTrip(a) and IsExtremelyDisappointing(a))","(exists a (exists b (IsResearchTrip(a) and IsSaddestOf(b, a)))) -> (exists a (IsResearchTrip(a) and IsExtremelyDisappointing(a)))",LF
94,fallacy of logic,0,Eight countries control land in the Arctic Circle . Five have coastlines to defend . The temperature is rising . The ice is melting . The race for newly accessible resources is beginning . And Russia is gaining ground ., Eight countries control land in the Arctic Circle. Five countries have coastlines to defend. The temperature is rising. The ice is melting. The race for newly accessible resources is beginning. Russia is gaining ground., Russia is gaining an advantage in the Arctic Circle race for resources.,"ControlLandIn(c, a),  HaveCoastlines(e),  IsRising(g),  IsMelting(h),  IsBeginning(j),  IsGainingGround(b)","IsGainingAdvantage(b),  IsInArcticCircleRace(b),  IsForResources(b)","[('  IsGainingGround(b)', 'IsGainingAdvantage(b)'), ('IsGainingAdvantage(b)', '  IsGainingGround(b)'), ('  IsInArcticCircleRace(b)', '  IsGainingGround(b)'), ('  IsGainingGround(b)', '  IsForResources(b)')]","[(' the Arctic Circle', ' Arctic Circle'), (' Russia', ' Russia'), (' resources', ' Russia')]","[(' land', ' Russia'), (' the Arctic Circle', ' Russia'), (' coastlines', ' Russia'), (' newly accessible resources', ' resources')]","ControlLandIn(c, a) and HaveCoastlines(e) and IsRising(g) and IsMelting(h) and IsBeginning(j) and IsGainingGround(b)",IsGainingAdvantage(b) and IsInArcticCircleRace(b) and IsForResources(b),"(exists a (ControlLandIn(c, a) and HaveCoastlines(e) and IsRising(g) and IsMelting(h) and IsBeginning(j) and IsGainingGround(b)) & (forall b (  IsGainingGround(b) -> IsGainingAdvantage(b))) & (forall b (IsGainingAdvantage(b) ->   IsGainingGround(b))) & (forall b (  IsInArcticCircleRace(b) ->   IsGainingGround(b))) & (forall b (  IsGainingGround(b) ->   IsForResources(b)))) -> (forall b (IsGainingAdvantage(b) and IsInArcticCircleRace(b) and IsForResources(b)))","(exists c (exists b (exists j (exists e (exists g (exists h (exists a (ControlLandIn(c, a) and HaveCoastlines(e) and IsRising(g) and IsMelting(h) and IsBeginning(j) and IsGainingGround(b)))))))) & (forall m (  IsGainingGround(m) -> IsGainingAdvantage(m))) & (forall n (IsGainingAdvantage(n) ->   IsGainingGround(n))) & (forall o (  IsInArcticCircleRace(o) ->   IsGainingGround(o))) & (forall p (  IsGainingGround(p) ->   IsForResources(p)))) -> (exists b (IsGainingAdvantage(b) and IsInArcticCircleRace(b) and IsForResources(b)))",LF
95,intentional,0,You ’ ve only got to look at Singapore ., Singapore is an example to look at.  , Singapore serves as evidence.,IsExample(a),IsEvidence(a),"[('IsExample(a)', 'IsEvidence(a)'), ('IsEvidence(a)', 'IsExample(a)')]","[(' Singapore', ' Singapore')]",[],IsExample(a),IsEvidence(a),(IsExample(a) & (forall a (IsExample(a) -> IsEvidence(a))) & (forall a (IsEvidence(a) -> IsExample(a)))) -> (IsEvidence(a)),(exists a (IsExample(a)) & (forall c (IsExample(c) -> IsEvidence(c))) & (forall d (IsEvidence(d) -> IsExample(d)))) -> (exists a (IsEvidence(a))),Valid
96,appeal to emotion,0,"Meanwhile , Mr Beckwith confirmed the changes would usher in a sustained period of “ climate system mayhem ” which could prove difficult to resolve ."," The changes will usher in a sustained period of ""climate system mayhem.""", Resolving climate system mayhem will be difficult.,"WillUsherIn(b, a)",WillBeDifficult(a),[],"[(' climate system mayhem', ' Climate system mayhem')]",[],"WillUsherIn(b, a)",WillBeDifficult(a),"(WillUsherIn(b, a)) -> (WillBeDifficult(a))","(exists a (exists b (WillUsherIn(b, a)))) -> (exists a (WillBeDifficult(a)))",LF
97,intentional,0,"Temperature , like viscosity and density , and of course phone numbers , is not something that can be meaningfully averaged . “ Global temperature ” does not exist .", Temperature cannot be meaningfully averaged.  , Global temperature does not exist.,CannotBeMeaningfullyAveraged(a),DoesNotExist(b),"[('DoesNotExist(b)', 'CannotBeMeaningfullyAveraged(a)')]",[],"[(' Temperature', ' Global temperature')]",CannotBeMeaningfullyAveraged(a),DoesNotExist(b),(exists a (CannotBeMeaningfullyAveraged(a)) & (forall a (forall b (DoesNotExist(b) -> CannotBeMeaningfullyAveraged(a))))) -> (forall b (DoesNotExist(b))),(exists a (CannotBeMeaningfullyAveraged(a)) & (forall c (forall d (DoesNotExist(c) -> CannotBeMeaningfullyAveraged(d))))) -> (exists b (DoesNotExist(b))),LF
98,false causality,0,"The Little Ice Age
ended as recently as 1850 . Therefore , it is no surprise that we now are expe riencing a period of warming .", The Little Ice Age ended as recently as 1850.  , We are experiencing a period of warming.,EndedAsRecentlyAs1850(a),"IsExperiencing(b, c)",[],[],[],EndedAsRecentlyAs1850(a),"IsExperiencing(b, c)","(EndedAsRecentlyAs1850(a)) -> (IsExperiencing(b, c))","(exists a (EndedAsRecentlyAs1850(a))) -> (exists c (exists b (IsExperiencing(b, c))))",LF
99,intentional,0,"By ignoring history and geology , any claim of unusual weather can be made sensational .", Unusual weather claims can be made sensational by ignoring history and geology.  , Any claim of unusual weather is sensational.,"IsUnusual(a),  IsIgnored(b),  IsIgnored(c)","IsUnusual(a),  IsSensational(a)",[],"[(' Unusual weather claims', ' Claim of unusual weather')]",[],IsUnusual(a) and IsIgnored(b) and IsIgnored(c),IsUnusual(a) and IsSensational(a),(IsUnusual(a) and IsIgnored(b) and IsIgnored(c)) -> (IsUnusual(a) and IsSensational(a)),(exists a (exists c (exists b (IsUnusual(a) and IsIgnored(b) and IsIgnored(c))))) -> (exists a (IsUnusual(a) and IsSensational(a))),LF
100,,1,"Coach talks with football player, other players and crowd in background. Thus, a football coach talks with his player in front of the team and the crowd."," ""A football coach talks with his player in front of the team and the crowd.""  "," ""Football coaches talk with players in front of the team and the crowd.""","TalksWith(c, d),  InFrontOf(d, a),  InFrontOf(d, b)","TalksWith(e, f),  InFrontOf(f, a),  InFrontOf(f, b)",[],"[(' the team', ' team'), (' crowd', ' the crowd')]","[(' A football coach', ' Football coaches'), (' his player', ' players')]","TalksWith(c, d) and InFrontOf(d, a) and InFrontOf(d, b)","TalksWith(e, f) and InFrontOf(f, a) and InFrontOf(f, b)","(exists d (exists c (TalksWith(c, d) and InFrontOf(d, a) and InFrontOf(d, b)))) -> (forall f (forall e (TalksWith(e, f) and InFrontOf(f, a) and InFrontOf(f, b))))","(exists a (exists c (exists d (exists b (TalksWith(c, d) and InFrontOf(d, a) and InFrontOf(d, b)))))) -> (exists e (exists f (exists a (exists b (TalksWith(e, f) and InFrontOf(f, a) and InFrontOf(f, b))))))",Valid
101,,1,"Two men watching one man make a golf putt on the set of Sports Center. As a consequence, people watching sports."," ""Two men are watching a man make a golf putt on the set of Sports Center.""  "," ""People watch sports.""","IsWatching(a, b),  IsMaking(b, c),  IsOnSet(d, e)","IsWatching(f, g)",[],[],"[(' Two men', ' People'), (' a man', ' People'), (' a golf putt', ' sports')]","IsWatching(a, b) and IsMaking(b, c) and IsOnSet(d, e)","IsWatching(f, g)","(exists c (exists b (exists a (IsWatching(a, b) and IsMaking(b, c) and IsOnSet(d, e))))) -> (forall g (forall f (IsWatching(f, g))))","(exists c (exists b (exists e (exists a (exists d (IsWatching(a, b) and IsMaking(b, c) and IsOnSet(d, e))))))) -> (exists f (exists g (IsWatching(f, g))))",Valid
102,,1,"Six women wait to use a port-o-john in a field. Thus, women are outside."," ""Six women wait to use a port-o-john in a field.""  "," ""Women are outside.""","WaitingToUse(a, b),  IsInField(b, c)",IsOutside(d),"[('WaitingToUse(a, b)', 'IsOutside(d)')]",[],"[(' Six women', ' Women')]","WaitingToUse(a, b) and IsInField(b, c)",IsOutside(d),"(exists a (WaitingToUse(a, b) and IsInField(b, c)) & (forall a (forall d (forall b (WaitingToUse(a, b) -> IsOutside(d)))))) -> (forall d (IsOutside(d)))","(exists a (exists c (exists b (WaitingToUse(a, b) and IsInField(b, c)))) & (forall e (forall f (forall g (WaitingToUse(e,f) -> IsOutside(g)))))) -> (exists d (IsOutside(d)))",Valid
103,,1,Women wearing a black top and glasses speaking into a blue tipped microphone with another woman beside her writing. It follows that one woman speaking into a microphone while a second woman writes beside her., A woman wearing a black top and glasses is speaking into a blue-tipped microphone while another woman is writing beside her., One woman speaks into a microphone while a second woman writes beside her.,"IsWearingBlackTop(a),  IsWearingGlasses(a),  IsSpeakingInto(a, b),  IsWriting(c)","IsSpeakingInto(d, e),  IsWriting(f)","[('IsSpeakingInto(d, e)', 'IsWearingBlackTop(a)')]",[],"[(' A woman wearing a black top and glasses', ' One woman'), (' a blue-tipped microphone', ' a microphone')]","IsWearingBlackTop(a) and IsWearingGlasses(a) and IsSpeakingInto(a, b) and IsWriting(c)","IsSpeakingInto(d, e) and IsWriting(f)","(exists b (exists a (IsWearingBlackTop(a) and IsWearingGlasses(a) and IsSpeakingInto(a, b) and IsWriting(c))) & (forall e (forall d (forall a (IsSpeakingInto(d, e) -> IsWearingBlackTop(a)))))) -> (forall e (forall d (IsSpeakingInto(d, e) and IsWriting(f))))","(exists a (exists c (exists b (IsWearingBlackTop(a) and IsWearingGlasses(a) and IsSpeakingInto(a, b) and IsWriting(c)))) & (forall i (forall h (forall g (IsSpeakingInto(g,h) -> IsWearingBlackTop(i)))))) -> (exists e (exists f (exists d (IsSpeakingInto(d, e) and IsWriting(f)))))",Valid
104,,1,"One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat is sitting on the ground. Therefore, a tan girl runs leans over an object.", A tan girl with a wool hat is running and leaning over an object.  , A tan girl runs and leans over an object.,"IsTan(a),  IsWearingWoolHat(a),  IsRunning(a),  IsLeaningOver(a, b)","IsTan(a),  IsRunning(a),  IsLeaningOver(a, b)","[('  IsRunning(a)', 'IsTan(a)'), ('  IsLeaningOver(a, b)', 'IsTan(a)'), ('  IsWearingWoolHat(a)', 'IsTan(a)'), ('  IsRunning(a)', 'IsTan(a)'), ('  IsLeaningOver(a, b)', 'IsTan(a)')]","[(' A tan girl', ' A tan girl'), (' an object', ' an object')]","[(' a wool hat', ' an object')]","IsTan(a) and IsWearingWoolHat(a) and IsRunning(a) and IsLeaningOver(a, b)","IsTan(a) and IsRunning(a) and IsLeaningOver(a, b)","(IsTan(a) and IsWearingWoolHat(a) and IsRunning(a) and IsLeaningOver(a, b) & (forall a (  IsRunning(a) -> IsTan(a))) & (forall a (forall b (  IsLeaningOver(a, b) -> IsTan(a)))) & (forall a (  IsWearingWoolHat(a) -> IsTan(a))) & (forall a (  IsRunning(a) -> IsTan(a))) & (forall a (forall b (  IsLeaningOver(a, b) -> IsTan(a))))) -> (IsTan(a) and IsRunning(a) and IsLeaningOver(a, b))","(exists a (exists b (IsTan(a) and IsWearingWoolHat(a) and IsRunning(a) and IsLeaningOver(a, b))) & (forall d (  IsRunning(d) -> IsTan(d))) & (forall e (forall f (  IsLeaningOver(e,f) -> IsTan(e)))) & (forall g (  IsWearingWoolHat(g) -> IsTan(g))) & (forall h (  IsRunning(h) -> IsTan(h))) & (forall i (forall j (  IsLeaningOver(i,j) -> IsTan(i))))) -> (exists a (exists b (IsTan(a) and IsRunning(a) and IsLeaningOver(a, b))))",Valid
105,,1,A scientist studies a slide in order to work on her new creation. It follows that a scientist studies a slide that is related to her invention.," ""A scientist studies a slide related to her invention.""  "," ""A scientist's slide study is related to her invention.""","StudiesSlide(b, c),  RelatedTo(c, a),  HerInvention(b, a)","RelatedTo(d, a)",[],"[(' her invention', ' her invention')]",[],"StudiesSlide(b, c) and RelatedTo(c, a) and HerInvention(b, a)","RelatedTo(d, a)","(StudiesSlide(b, c) and RelatedTo(c, a) and HerInvention(b, a)) -> (RelatedTo(d, a))","(exists a (exists c (exists b (StudiesSlide(b, c) and RelatedTo(c, a) and HerInvention(b, a))))) -> (exists a (exists d (RelatedTo(d, a))))",Valid
106,,1,"A red dog jumps and catches a tennis ball in its mouth. Consequently, a dog catching a ball."," ""A red dog jumps and catches a tennis ball in its mouth."""," ""A dog catches a ball.""","IsRed(a),  Jumps(a),  Catches(a, b),  IsInMouth(b, c)","Catches(a, d)","[('IsRed(a)', 'Catches(a, d)'), ('Catches(a, d)', 'IsRed(a)')]","[(' A dog', ' A red dog')]","[(' a tennis ball', ' a ball.')]","IsRed(a) and Jumps(a) and Catches(a, b) and IsInMouth(b, c)","Catches(a, d)","(exists b (IsRed(a) and Jumps(a) and Catches(a, b) and IsInMouth(b, c)) & (forall a (forall d (IsRed(a) -> Catches(a, d)))) & (forall a (forall d (Catches(a, d) -> IsRed(a))))) -> (forall d (Catches(a, d)))","(exists a (exists c (exists b (IsRed(a) and Jumps(a) and Catches(a, b) and IsInMouth(b, c)))) & (forall f (forall g (IsRed(f) -> Catches(f,g)))) & (forall i (forall h (Catches(h,i) -> IsRed(h))))) -> (exists a (exists d (Catches(a, d))))",Valid
107,,1,"A group of dogs stand in the snow. Thus, there are animals outdoors."," ""A group of dogs stand in the snow.""  "," ""There are animals outdoors.""","IsGroupOfDogs(a),  IsInSnow(a)",IsOutdoors(c),"[('IsGroupOfDogs(a)', 'IsOutdoors(c)'), ('  IsInSnow(a)', 'IsOutdoors(c)')]",[],"[(' A group of dogs', ' Animals')]",IsGroupOfDogs(a) and IsInSnow(a),IsOutdoors(c),(exists a (IsGroupOfDogs(a) and IsInSnow(a)) & (forall a (forall c (IsGroupOfDogs(a) -> IsOutdoors(c)))) & (forall a (forall c (  IsInSnow(a) -> IsOutdoors(c))))) -> (forall c (IsOutdoors(c))),(exists a (IsGroupOfDogs(a) and IsInSnow(a)) & (forall e (forall f (IsGroupOfDogs(e) -> IsOutdoors(f)))) & (forall h (forall g (  IsInSnow(g) -> IsOutdoors(h))))) -> (exists c (IsOutdoors(c))),Valid
108,,1,This person looks to be snowboarding on a very small pile of snow on a sunny cold day. This implies that young snowboarder sizing up their next jump.," ""This person is snowboarding on a very small pile of snow on a sunny cold day.""  "," ""The young snowboarder is sizing up their next jump.""","IsSnowboarding(a),  OnSnow(a, b),  IsSunny(c),  IsCold(c)","IsYoung(d),  IsSizingUp(d, e)","[('IsSnowboarding(a)', 'IsYoung(d)'), ('IsYoung(d)', 'IsSnowboarding(a)'), ('  IsSizingUp(d, e)', 'IsSnowboarding(a)'), ('IsYoung(d)', '  OnSnow(a, b)')]",[],[],"IsSnowboarding(a) and OnSnow(a, b) and IsSunny(c) and IsCold(c)","IsYoung(d) and IsSizingUp(d, e)","(IsSnowboarding(a) and OnSnow(a, b) and IsSunny(c) and IsCold(c) & (forall a (forall d (IsSnowboarding(a) -> IsYoung(d)))) & (forall a (forall d (IsYoung(d) -> IsSnowboarding(a)))) & (forall e (forall d (forall a (  IsSizingUp(d, e) -> IsSnowboarding(a))))) & (forall a (forall d (forall b (IsYoung(d) ->   OnSnow(a, b)))))) -> (IsYoung(d) and IsSizingUp(d, e))","(exists a (exists c (exists b (IsSnowboarding(a) and OnSnow(a, b) and IsSunny(c) and IsCold(c)))) & (forall f (forall g (IsSnowboarding(f) -> IsYoung(g)))) & (forall i (forall h (IsYoung(h) -> IsSnowboarding(i)))) & (forall j (forall l (forall k (  IsSizingUp(j,k) -> IsSnowboarding(l))))) & (forall o (forall n (forall m (IsYoung(m) ->   OnSnow(n,o)))))) -> (exists e (exists d (IsYoung(d) and IsSizingUp(d, e))))",LF
109,,1,"A large number of people are watching men dressed in kilts, one of whom has thrown a long pole. As a consequence, people watch men in kilts.", A man dressed in a kilt has thrown a long pole., People watch men in kilts.,"IsDressedInKilt(a),  HasThrown(a, b)","Watches(c, d),  IsInKilts(d)","[('IsDressedInKilt(a)', '  IsInKilts(d)'), ('  IsInKilts(d)', 'IsDressedInKilt(a)'), ('  HasThrown(a, b)', '  IsInKilts(d)')]",[],"[(' A man dressed in a kilt', ' People'), (' A man dressed in a kilt', ' men')]","IsDressedInKilt(a) and HasThrown(a, b)","Watches(c, d) and IsInKilts(d)","(exists a (IsDressedInKilt(a) and HasThrown(a, b)) & (forall a (forall d (IsDressedInKilt(a) ->   IsInKilts(d)))) & (forall a (forall d (  IsInKilts(d) -> IsDressedInKilt(a)))) & (forall a (forall d (forall b (  HasThrown(a, b) ->   IsInKilts(d)))))) -> (forall d (forall c (Watches(c, d) and IsInKilts(d))))","(exists a (exists b (IsDressedInKilt(a) and HasThrown(a, b))) & (forall f (forall g (IsDressedInKilt(f) ->   IsInKilts(g)))) & (forall i (forall h (  IsInKilts(h) -> IsDressedInKilt(i)))) & (forall j (forall l (forall k (  HasThrown(j,k) ->   IsInKilts(l)))))) -> (exists c (exists d (Watches(c, d) and IsInKilts(d))))",LF
110,,1,"A boy is riding down the road between two cows. Consequently, a boy, a road and two cows."," ""A boy is riding down the road between two cows."""," ""There are a boy, a road, and two cows.""","IsRidingDown(c, a),  IsBetween(a, b)","Exists(d),  Exists(a),  Exists(b)","[('IsRidingDown(c, a)', 'Exists(d)')]","[(' road', ' a road'), (' two cows', ' cows')]","[(' Boy', ' A boy')]","IsRidingDown(c, a) and IsBetween(a, b)",Exists(d) and Exists(a) and Exists(b),"(exists c (IsRidingDown(c, a) and IsBetween(a, b)) & (forall a (forall c (forall d (IsRidingDown(c, a) -> Exists(d)))))) -> (forall d (Exists(d) and Exists(a) and Exists(b)))","(exists a (exists c (exists b (IsRidingDown(c, a) and IsBetween(a, b)))) & (forall i (forall h (forall g (IsRidingDown(g,h) -> Exists(i)))))) -> (exists a (exists d (exists b (Exists(d) and Exists(a) and Exists(b)))))",Valid
111,,1,A bald man is getting out of a small blue car. It follows that the man is bald., A bald man is getting out of a small blue car.  , The man is bald.,"IsBald(a),  IsGettingOutOf(a, b)",IsBald(c),"[('  IsGettingOutOf(a, b)', 'IsBald(c)'), ('IsBald(c)', '  IsGettingOutOf(a, b)')]",[],"[(' A bald man', ' The man')]","IsBald(a) and IsGettingOutOf(a, b)",IsBald(c),"(exists a (IsBald(a) and IsGettingOutOf(a, b)) & (forall a (forall c (forall b (  IsGettingOutOf(a, b) -> IsBald(c))))) & (forall a (forall c (forall b (IsBald(c) ->   IsGettingOutOf(a, b)))))) -> (forall c (IsBald(c)))","(exists a (exists b (IsBald(a) and IsGettingOutOf(a, b))) & (forall e (forall f (forall d (  IsGettingOutOf(d,e) -> IsBald(f))))) & (forall i (forall h (forall g (IsBald(g) ->   IsGettingOutOf(h,i)))))) -> (exists c (IsBald(c)))",Valid
