,logical_fallacies,label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
77,fallacy of relevance,0,"Brazil , the world ’ s largest exporter of red meat , holds around 212 million cattle . ( In June , the U.S. temporarily suspended imports of beef from Brazil due to abscesses , collections of pus , in the meat . )"," ""Brazil exports red meat."""," ""Brazil has abscesses, collections of pus in their meat."""," IsExports(a,b)"," IsHasAbscesses(a),  IsHasCollectionsOfPus(d)",[],"[(' Brazil', ' Brazil')]","[(' red meat', ' meat')]","IsExports(a,b)",IsHasAbscesses(a) and (IsHasCollectionsOfPus(d) and IsMeat(e)),"(exists b (IsExports(a,b))) -> (forall e (IsHasAbscesses(a) and (IsHasCollectionsOfPus(d) and IsMeat(e))))","(exists b (exists a (IsExports(a,b)))) -> (exists e (exists d (exists a (IsHasAbscesses(a) and (IsHasCollectionsOfPus(d) and IsMeat(e))))))",LF
78,equivocation,0,"Those eruptions meant there was more subsequent warming in the following years , making the rate of warming appear to be rising as a result of man-made emissions or other factors , Christy said ."," ""There was more subsequent warming in the following years."""," ""The rate of warming appeared to be rising."""," IsSubsequent(b),  IsFollowing(c)"," IsAppeared(e),  IsRising(f)",[],[],"[(' rate of warming', ' There'), (' appeared', ' There'), (' There', ' rising'), (' rate of warming', ' subsequent warming'), (' appeared', ' subsequent warming'), (' rising', ' subsequent warming'), (' rate of warming', ' following years'), (' appeared', ' following years'), (' rising', ' following years')]",IsSubsequent(b) and IsFollowing(c),IsAppeared(e) and IsRising(f),(forall c (forall b (IsSubsequent(b) and IsFollowing(c)))) -> (exists f (exists e (IsAppeared(e) and IsRising(f)))),(exists c (exists b (IsSubsequent(b) and IsFollowing(c)))) -> (exists e (exists f (IsAppeared(e) and IsRising(f)))),LF
79,false dilemma,0,"If global warming is “ real , ”
both sides of the debate seem to assume , the climate lobby ’ s policy agenda follows
inexorably ."," ""Global warming is real."""," ""The climate lobby's policy agenda follows inexorably.""", IsReal(a)," IsFollows(b,c)",[],[],[],IsReal(a),"IsFollows(b,c)","(IsReal(a)) -> (IsFollows(b,c))","(exists a (IsReal(a))) -> (exists c (exists b (IsFollows(b,c))))",LF
80,appeal to emotion,0,"He said that he and his students cried when he showed them maps of the damage , which he had calculated in part by flying low in small planes and helicopters ."," ""He and his students cried when they saw maps of the damage."""," ""He flew low in small planes and helicopters to calculate the damage."""," IsCried(a),  IsSeen(b)"," IsFlew(a),  IsLow(b),  IsInSmallPlanes(e),  IsInHelicopters(f),  IsCalculated(g)",[],"[(' He', ' He'), (' maps', ' low')]","[(' low', ' He'), (' damage', ' He'), (' low', ' his students'), (' damage', ' his students'), (' damage.', ' He'), (' low', ' damage.'), (' small planes', ' damage.'), (' damage', ' damage.')]",(IsCried(a) and IsSeen(b)) and ~IsDamage(d),IsFlew(a) and (IsLow(b) and IsInSmallPlanes(e)) and IsCalculated(g),(forall d (exists d (forall a (exists b ((IsCried(a) and IsSeen(b)) and ~IsDamage(d)))))) -> (exists e (exists g (exists b (forall a (IsFlew(a) and (IsLow(b) and IsInSmallPlanes(e)) and IsCalculated(g)))))),(exists b (exists d (exists a ((IsCried(a) and IsSeen(b)) and ~IsDamage(d))))) -> (exists e (exists b (exists g (exists a (IsFlew(a) and (IsLow(b) and IsInSmallPlanes(e)) and IsCalculated(g)))))),
81,intentional,0,"On our current trajectory , the report warns , “ planetary and human systems [ are ] reaching a ‘ point of no return ’ by mid-century , in which the prospect of a largely uninhabitable Earth leads to the breakdown of nations and the international order . ”"," ""Our current trajectory leads to a largely uninhabitable Earth."""," ""The breakdown of nations and the international order is imminent.""", IsInhabitable(b)," IsBreakdown(c),  IsImminent(d)",[],[],"[(' Our current trajectory', ' international order')]",IsInhabitable(b) and ~OurCurrentTrajectory(a),IsBreakdown(c) and IsImminent(d),(exists a (IsInhabitable(b) and ~OurCurrentTrajectory(a))) -> (forall d (IsBreakdown(c) and IsImminent(d))),(exists a (exists b (IsInhabitable(b) and ~OurCurrentTrajectory(a)))) -> (exists d (exists c (IsBreakdown(c) and IsImminent(d)))),LF
82,faulty generalization,0,A harrowing scenario analysis of how human civilization might collapse in coming decades due to climate change has been endorsed by a former Australian defense chief and senior royal navy commander .," ""Human civilization might collapse in coming decades due to climate change"""," ""We should take action to prevent the collapse of human civilization""", IsAffectedByClimateChange(a), ShouldTakeAction(c),[],"[(' Human civilization', ' human civilization')]","[(' We', ' Human civilization'), (' climate change', ' human civilization')]",IsAffectedByClimateChange(a) and ~HumanCivilization(b),ShouldTakeAction(c),(forall a (IsAffectedByClimateChange(a) and ~HumanCivilization(b))) -> (exists c (ShouldTakeAction(c))),(exists b (exists a (IsAffectedByClimateChange(a) and ~HumanCivilization(b)))) -> (exists c (ShouldTakeAction(c))),LF
83,fallacy of extension,0,Alarmist attempts to frame thriving forests as harmful perfectly illustrate the alarmists ’ proclivity to claim anything and everything – no matter how beneficial – is severely harmful and caused by global warming .," ""Alarmists claim that thriving forests are harmful."""," ""Global warming is severely harmful."""," IsAlarmist(a),  IsThriving(b),  IsHarmful(c)", IsSeverelyHarmful(d),[],[],"[(' Global warming', ' harmful')]",IsAlarmist(a) and IsHarmful(c),IsSeverelyHarmful(d),(forall c (IsAlarmist(a) and IsHarmful(c))) -> (exists d (IsSeverelyHarmful(d))),(exists c (exists a (IsAlarmist(a) and IsHarmful(c)))) -> (exists d (IsSeverelyHarmful(d))),LF
84,ad populum,0,"The Chinese “ airpocalypse ” of 2013 peaked at what would have been an Air Quality Index of over 800 . That year , smog was responsible for a third of all deaths in the country ."," ""The Chinese 'airpocalypse' peaked at an Air Quality Index of over 800."""," ""Smog was responsible for a third of all deaths in the country."""," IsInChinese(a),  IsOver800(b)"," IsResponsibleFor(d),  IsThird(e)",[],[],"[(' Chinese', ' country'), (' Smog', ' airpocalypse'), (' Smog', ' Air Quality Index'), (' Air Quality Index', ' country')]",IsInChinese(a) and IsOver800(b),IsResponsibleFor(d) and IsThird(e),(forall b (exists a (IsInChinese(a) and IsOver800(b)))) -> (exists d (forall e (IsResponsibleFor(d) and IsThird(e)))),(exists b (exists a (IsInChinese(a) and IsOver800(b)))) -> (exists e (exists d (IsResponsibleFor(d) and IsThird(e)))),LF
85,ad hominem,0,"Update Jan. 25 , 2016 : As I predicted in this article , global warming activists have indeed made a full-blown public relations effort to claim 2015 was the warmest year on record ."," ""Global warming activists claimed 2015 was the warmest year on record."""," ""Global warming is real"""," IsClaimedBy(a,b),  IsOnRecord(a,c)", IsReal(d),[],[],[],"IsClaimedBy(a,b) and IsOnRecord(a,c)",IsReal(d),"(IsClaimedBy(a,b) and IsOnRecord(a,c)) -> (IsReal(d))","(exists b (exists c (exists a (IsClaimedBy(a,b) and IsOnRecord(a,c))))) -> (exists d (IsReal(d)))",LF
86,fallacy of extension,0,"Global warming alarmism provides them , more than any other issue , with the things they
most want : For politicians it ’ s money and power . For environmentalists it ’ s money for their
organizations and confirmation of their near religious devotion to the idea that man is a
destructive force acting upon nature . And for the media it ’ s ideology , money , and headlines ."," ""Global warming alarmism provides politicians, environmentalists, and the media with what they most want."""," ""Alarmism is the driving force behind global warming."""," IsAlarmism(a),  ArePoliticians(b),  AreEnvironmentalists(c),  AreMedia(d)", IsDrivingForce(a),[],"[(' Global warming', ' Alarmism'), (' Global warming', ' global warming')]",[],(IsAlarmism(a) and ArePoliticians(b)) or (IsAlarmism(a) and AreEnvironmentalists(c)) or (IsAlarmism(a) and AreMedia(d)),IsDrivingForce(a),((IsAlarmism(a) and ArePoliticians(b)) or (IsAlarmism(a) and AreEnvironmentalists(c)) or (IsAlarmism(a) and AreMedia(d))) -> (IsDrivingForce(a)),(exists b (exists d (exists c (exists a ((IsAlarmism(a) and ArePoliticians(b)) or (IsAlarmism(a) and AreEnvironmentalists(c)) or (IsAlarmism(a) and AreMedia(d))))))) -> (exists a (IsDrivingForce(a))),
87,fallacy of logic,0,"As long as the ice-water mix is well-stirred ( like a glass of ice water ) , the surface temperature stays at the freezing point until all the ice melts ."," ""The surface temperature stays at the freezing point until all the ice melts."""," ""Well-stirring the ice-water mix keeps the surface temperature at the freezing point."""," IsAtFreezingPoint(a),  IsMelted(c)", IsWellStirred(e),[],[],"[(' surface temperature', ''), (' freezing point', '')]",IsAtFreezingPoint(a) and ~IsMelted(c),IsWellStirred(e) and (SurfaceTemperature(e) = FreezingPoint),(exists a (IsAtFreezingPoint(a) and ~IsMelted(c))) -> (forall e (IsWellStirred(e) and (SurfaceTemperature(e) = FreezingPoint))),(exists c (exists a (IsAtFreezingPoint(a) and ~IsMelted(c)))) -> (exists e (IsWellStirred(e) and (SurfaceTemperature(e) = FreezingPoint))),
88,faulty generalization,0,The sea has crept up to the point that a high tide and a brisk wind are all it takes to send water pouring into streets and homes .," ""The sea has crept up."" Implication: ""Streets and homes are flooding."""," ""The sea has crept up."" Implication: ""Streets and homes are flooding."""," IsFlooding(b,c)"," IsCreepedUp(a),  IsFlooding(b,c)",[],"[(' The sea', ' The sea'), (' streets', ' streets'), (' homes', ' homes')]",[],"IsFlooding(b,c)",IsCreepedUp(a) and (IsFlooding(b) or IsFlooding(c)),"(IsFlooding(b,c)) -> (IsCreepedUp(a) and (IsFlooding(b) or IsFlooding(c)))","(exists c (exists b (IsFlooding(b,c)))) -> (exists b (exists c (exists a (IsCreepedUp(a) and (IsFlooding(b) or IsFlooding(c))))))",
89,intentional,0,The international team onboard the Russian research ship R/V Akademik Keldysh said most of the bubbles were currently dissolving in the water but methane levels at the surface were four to eight times what would normally be expected and this was venting into the atmosphere .," ""Most of the bubbles are dissolving in the water."""," ""Methane levels at the surface are four to eight times what would normally be expected and this is venting into the atmosphere.""", IsDissolving(a)," IsFourToEightTimes(c),  IsVenting(d)",[],[],"[(' Most of the bubbles', ' surface')]",IsDissolving(a) and ~IsPresent(b),IsFourToEightTimes(c) and IsVenting(d),(exists a (IsDissolving(a) and ~IsPresent(b))) -> (forall d (IsFourToEightTimes(c) and IsVenting(d))),(exists b (exists a (IsDissolving(a) and ~IsPresent(b)))) -> (exists d (exists c (IsFourToEightTimes(c) and IsVenting(d)))),LF
90,intentional,0,"While it 's too soon to say precisely how global warming may have affected the rare confluence of events that conspired to dump at least 26.88 inches of rain in less than four days on South Carolina , changes in extreme precipitation events are one of global warming 's most well-documented climate change impacts ."," ""Changes in extreme precipitation events are one of global warming's most well-documented climate change impacts."""," ""It's too soon to say precisely how global warming may have affected the rare confluence of events that conspired to dump at least 26.88 inches of rain in less than four days on South Carolina."""," IsInGlobalWarming(a),  IsInClimateChangeImpacts(b)"," IsInGlobalWarming(a),  IsInRareConfluenceOfEvents(e)",[],"[(' global warming', ' global warming'), (' climate change impacts', ' It')]","[(' It', ' Changes'), (' global warming', ' Changes'), (' rare confluence of events', ' Changes'), (' South Carolina.', ' Changes'), (' extreme precipitation events', ' It'), (' extreme precipitation events', ' rare confluence of events'), (' global warming', ' rare confluence of events'), (' global warming', ' climate change impacts'), (' rare confluence of events', ' climate change impacts'), (' South Carolina.', ' climate change impacts')]",IsInGlobalWarming(a) and IsInClimateChangeImpacts(b) and Changes(c),IsInGlobalWarming(a) and IsInRareConfluenceOfEvents(e),(forall b (exists a (forall c (IsInGlobalWarming(a) and IsInClimateChangeImpacts(b) and Changes(c))))) -> (forall e (exists e (exists a (IsInGlobalWarming(a) and IsInRareConfluenceOfEvents(e))))),(exists b (exists c (exists a (IsInGlobalWarming(a) and IsInClimateChangeImpacts(b) and Changes(c))))) -> (exists e (exists a (IsInGlobalWarming(a) and IsInRareConfluenceOfEvents(e)))),LF
91,false causality,0,Any increase in flooding activity is due to human alterations of river and stream flow rather than precipitation changes .," ""Any increase in flooding activity is due to human alterations of river and stream flow."""," ""Human alterations of river and stream flow cause flooding activity."""," IsAny(a),  IsHumanAlterations(d)"," IsHuman(f),   IsRiver(b),   IsStream(g),   IsFlow(h),   IsFloodingActivity(a)",[],"[(' flooding activity', ' flooding activity'), (' river', ' river')]","[(' flow', ' Any'), (' river', ' flooding activity'), (' stream', ' flooding activity'), (' flow', ' flooding activity'), (' flow', ' human alterations'), (' flow', ' river'), (' river', ' flooding activity'), (' stream flow.', ' river'), (' stream flow.', ' stream'), (' stream flow.', ' flow'), (' stream flow.', ' flooding activity')]",c and (a and d),IsHuman(f) and (IsRiver(b) and IsStream(g)) and IsFlow(h) and IsFloodingActivity(a),(forall d (forall a (forall c (c and (a and d))))) -> (exists g (exists b (exists h (IsHuman(f) and (IsRiver(b) and IsStream(g)) and IsFlow(h) and IsFloodingActivity(a))))),(exists d (exists a (exists c (c and (a and d))))) -> (exists a (exists g (exists h (exists b (exists f (IsHuman(f) and (IsRiver(b) and IsStream(g)) and IsFlow(h) and IsFloodingActivity(a))))))),
92,faulty generalization,0,"Still , the shift is precisely what he and other cyclone experts said would be expected from climate change ."," ""The shift is expected from climate change"""," ""Climate change is occurring""", IsExpected(b), IsOccurring(c),[],"[(' climate change', ' Climate change')]","[(' The shift', ' Climate change'), (' occurring', ' The shift'), (' occurring', ' climate change')]",IsExpected(a),IsOccurring(a),(IsExpected(a)) -> (IsOccurring(a)),(exists a (IsExpected(a))) -> (exists a (IsOccurring(a))),LF
93,appeal to emotion,0,“ This has been the saddest research trip of my life ”,,,,,[],[],[],,,() -> (),() -> (),
94,fallacy of logic,0,Eight countries control land in the Arctic Circle . Five have coastlines to defend . The temperature is rising . The ice is melting . The race for newly accessible resources is beginning . And Russia is gaining ground .," ""Russia is gaining ground."""," ""The race for newly accessible resources is beginning.""", IsGainingGround(a)," IsBeginning(b),  IsAccessible(c)",[],[],"[(' Russia', ' newly accessible resources')]",IsGainingGround(a),IsBeginning(b) and IsAccessible(c),(exists a (IsGainingGround(a))) -> (forall c (IsBeginning(b) and IsAccessible(c))),(exists a (IsGainingGround(a))) -> (exists c (exists b (IsBeginning(b) and IsAccessible(c)))),LF
95,intentional,0,You ’ ve only got to look at Singapore .," ""Singapore is densely populated."""," ""You should visit Singapore.""", IsDenselyPopulated(a)," ShouldVisit(c,a)",[],"[(' Singapore', ' Singapore')]","[(' densely populated', ' You'), (' Singapore', ' densely populated')]",IsDenselyPopulated(b),"ShouldVisit(c,a)","(forall b (exists b (IsDenselyPopulated(b)))) -> (exists a (forall c (ShouldVisit(c,a))))","(exists b (IsDenselyPopulated(b))) -> (exists a (exists c (ShouldVisit(c,a))))",LF
96,appeal to emotion,0,"Meanwhile , Mr Beckwith confirmed the changes would usher in a sustained period of “ climate system mayhem ” which could prove difficult to resolve ."," ""The changes will usher in a sustained period of 'climate system mayhem'."""," ""It could prove difficult to resolve."""," IsSustained(a),  IsClimateSystem(b),  IsMayhem(c)"," IsDifficult(g),  IsProve(e),  IsResolve(h)",[],[],"[(' It', ' The changes'), (' could', ' The changes'), (' prove', ' The changes'), (' difficult', ' The changes'), (' resolve', ' The changes'), (' could', ' climate system'), (' prove', ' climate system'), (' climate system', ' difficult'), (' resolve', ' climate system'), (' mayhem', ' difficult')]",IsSustained(a) and IsMayhem(c),e and (g and h),(exists c (forall a (IsSustained(a) and IsMayhem(c)))) -> (forall g (exists h (exists g (exists e (e and (g and h)))))),(exists c (exists a (IsSustained(a) and IsMayhem(c)))) -> (exists e (exists g (exists h (e and (g and h))))),
97,intentional,0,"Temperature , like viscosity and density , and of course phone numbers , is not something that can be meaningfully averaged . “ Global temperature ” does not exist ."," ""Temperature cannot be meaningfully averaged."""," ""There is no such thing as global temperature.""", IsMeaningfullyAveraged(a), IsSuchThingAs(b),[],[],"[(' Temperature', ' global temperature')]",~IsMeaningfullyAveraged(a),~IsSuchThingAs(b),(exists a (~IsMeaningfullyAveraged(a))) -> (forall b (~IsSuchThingAs(b))),(exists a (~IsMeaningfullyAveraged(a))) -> (exists b (~IsSuchThingAs(b))),LF
98,false causality,0,"The Little Ice Age
ended as recently as 1850 . Therefore , it is no surprise that we now are expe riencing a period of warming ."," ""The Little Ice Age ended recently."""," ""We are currently experiencing a period of warming.""", IsRecently(a), IsExperiencing(a),[],"[(' recently', ' We')]","[(' recently', ' warming')]",IsRecently(a),IsExperiencing(a) and IsWarming(c),(exists a (IsRecently(a))) -> (forall c (IsExperiencing(a) and IsWarming(c))),(exists a (IsRecently(a))) -> (exists c (exists a (IsExperiencing(a) and IsWarming(c)))),LF
99,intentional,0,"By ignoring history and geology , any claim of unusual weather can be made sensational ."," ""Any claim of unusual weather can be made sensational by ignoring history and geology."""," ""Ignoring history and geology makes any claim of unusual weather sensational."""," IsSensational(e),  IsUnusualWeather(a)"," IsIgnored(b,c),  IsSensational(f)",[],"[(' unusual weather', ' unusual weather'), (' history', ' history'), (' geology', ' geology')]","[(' sensational.', ' Any claim'), (' unusual weather', ' history'), (' sensational.', ' unusual weather'), (' sensational', ' unusual weather'), (' sensational.', ' sensational'), (' unusual weather', ' history')]",IsSensational(e) and (IsUnusualWeather(a) and ~IsHistory(b) and ~IsGeology(c)),"IsIgnored(b,c) and ~IsSensational(f)","(forall e (forall a (exists a (IsSensational(e) and (IsUnusualWeather(a) and ~IsHistory(b) and ~IsGeology(c)))))) -> (exists f (forall b (IsIgnored(b,c) and ~IsSensational(f))))","(exists e (exists b (exists c (exists a (IsSensational(e) and (IsUnusualWeather(a) and ~IsHistory(b) and ~IsGeology(c))))))) -> (exists f (exists c (exists b (IsIgnored(b,c) and ~IsSensational(f)))))",LF
100,,1,"Coach talks with football player, other players and crowd in background. Thus, a football coach talks with his player in front of the team and the crowd."," ""Coach talks with football player."""," ""A football coach talks with his player in front of the team and the crowd."""," IsTalkedWith(a,b)"," IsTalkedWith(a,b),  IsInFrontOfTeam(c),  IsInCrowd(c)",[],[],"[(' Coach', '')]","IsTalkedWith(a,b)","IsTalkedWith(a,b) and IsInFrontOfTeam(c)","(exists a (IsTalkedWith(a,b))) -> (forall c (IsTalkedWith(a,b) and IsInFrontOfTeam(c)))","(exists b (exists a (IsTalkedWith(a,b)))) -> (exists b (exists c (exists a (IsTalkedWith(a,b) and IsInFrontOfTeam(c)))))",LF
101,,1,"Two men watching one man make a golf putt on the set of Sports Center. As a consequence, people watching sports."," ""Two men watched one man make a golf putt on the set of Sports Center."""," ""People watch sports."""," IsWatched(a),  IsOnSportsCenter(a)", IsWatched(b),[],[],"[(' People', '')]",IsWatched(a) and IsOnSportsCenter(a),IsWatched(b) and IsWatched(c),(forall a (IsWatched(a) and IsOnSportsCenter(a))) -> (exists b (IsWatched(b) and IsWatched(c))),(exists a (IsWatched(a) and IsOnSportsCenter(a))) -> (exists c (exists b (IsWatched(b) and IsWatched(c)))),Valid
102,,1,"Six women wait to use a port-o-john in a field. Thus, women are outside."," ""Six women are outside."""," ""Women wait to use a port-o-john in a field.""", IsOutside(a), IsWaiting(c),[],[],"[(' Six women', ''), (' outside', '')]",IsOutside(b),IsWaiting(c),(exists b (IsOutside(b))) -> (forall c (IsWaiting(c))),(exists b (IsOutside(b))) -> (exists c (IsWaiting(c))),LF
103,,1,Women wearing a black top and glasses speaking into a blue tipped microphone with another woman beside her writing. It follows that one woman speaking into a microphone while a second woman writes beside her.," ""Women wearing a black top and glasses speaking into a blue tipped microphone with another woman beside her."""," ""One woman speaking into a microphone while a second woman writes beside her."""," IsWearingBlackTop(b),   IsWearingGlasses(c),   IsSpeakingIntoBlueTippedMicrophone(d)"," IsSpeakingIntoMicrophone(f),   IsWritingBesideHer(g)",[],[],"[(' One woman', ' Women'), (' second woman', ' Women'), (' beside her.', ' Women'), (' black top', ' beside her.'), (' One woman', ' another woman'), (' second woman', ' another woman'), (' beside her.', ' another woman')]",(IsWearingBlackTop(b) and IsWearingGlasses(c)) and (IsSpeakingIntoBlueTippedMicrophone(d) and IsBesideAnotherWoman(e)),IsSpeakingIntoMicrophone(f) and IsWritingBesideHer(g),(forall e ((IsWearingBlackTop(b) and IsWearingGlasses(c)) and (IsSpeakingIntoBlueTippedMicrophone(d) and IsBesideAnotherWoman(e)))) -> (exists g (exists f (IsSpeakingIntoMicrophone(f) and IsWritingBesideHer(g)))),(exists e (exists d (exists c (exists b ((IsWearingBlackTop(b) and IsWearingGlasses(c)) and (IsSpeakingIntoBlueTippedMicrophone(d) and IsBesideAnotherWoman(e))))))) -> (exists g (exists f (IsSpeakingIntoMicrophone(f) and IsWritingBesideHer(g)))),
104,,1,"One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat is sitting on the ground. Therefore, a tan girl runs leans over an object."," ""A tan girl runs and leans over an object."""," ""A person in a wool hat sits on the ground."""," IsTan(a),  Runs(a),  LeansOver(b)"," IsInWoolHat(d),  SitsOnGround(c)",[],[],"[(' Tan girl', ' A person'), (' ground', ' object')]",IsTan(a) and Runs(a) and LeansOver(b),IsInWoolHat(d) and SitsOnGround(c),(exists a (IsTan(a) and Runs(a) and LeansOver(b))) -> (forall c (IsInWoolHat(d) and SitsOnGround(c))),(exists b (exists a (IsTan(a) and Runs(a) and LeansOver(b)))) -> (exists d (exists c (IsInWoolHat(d) and SitsOnGround(c)))),LF
105,,1,A scientist studies a slide in order to work on her new creation. It follows that a scientist studies a slide that is related to her invention.," ""A scientist studies a slide."""," ""A scientist studies a slide related to her invention."""," IsStudies(a),  IsSlide(b)"," IsStudies(a),  IsRelatedTo(b,c)",[],"[(' A scientist', ' A scientist'), (' slide', ' slide')]","[(' slide', ' her invention')]",IsStudies(a) and IsSlide(b),"IsStudies(a) and IsRelatedTo(b,c)","(exists b (IsStudies(a) and IsSlide(b))) -> (forall c (IsStudies(a) and IsRelatedTo(b,c)))","(exists b (exists a (IsStudies(a) and IsSlide(b)))) -> (exists b (exists c (exists a (IsStudies(a) and IsRelatedTo(b,c)))))",LF
106,,1,"A red dog jumps and catches a tennis ball in its mouth. Consequently, a dog catching a ball."," ""A red dog jumps and catches a tennis ball in its mouth."""," ""A dog catches a ball."""," IsRed(a),  Jumps(b),  IsCaughtInMouth(c)"," IsCaught(d,e)",[],[],[],IsRed(a) and Jumps(b) and IsCaughtInMouth(c),"IsCaught(d,e)","(IsRed(a) and Jumps(b) and IsCaughtInMouth(c)) -> (IsCaught(d,e))","(exists b (exists c (exists a (IsRed(a) and Jumps(b) and IsCaughtInMouth(c))))) -> (exists e (exists d (IsCaught(d,e))))",LF
107,,1,"A group of dogs stand in the snow. Thus, there are animals outdoors."," ""A group of dogs stand in the snow."""," ""There are animals outdoors."""," IsStandingIn(a,b)", IsOutdoors(c),[],[],"[(' A group of dogs', ' There are (animals) (outdoors)')]","IsStandingIn(a,b)",IsOutdoors(c),"(exists a (IsStandingIn(a,b))) -> (forall c (IsOutdoors(c)))","(exists b (exists a (IsStandingIn(a,b)))) -> (exists c (IsOutdoors(c)))",LF
108,,1,This person looks to be snowboarding on a very small pile of snow on a sunny cold day. This implies that young snowboarder sizing up their next jump.," ""This person looks to be snowboarding."""," ""Young snowboarders are sizing up their next jump.""", IsSnowboarding(a)," IsYoung(c),  IsSizingUp(c)",[],[],"[(' snowboarding', ' Young snowboarders')]",IsSnowboarding(b),IsYoung(c) and IsSizingUp(c),(exists b (IsSnowboarding(b))) -> (forall c (IsYoung(c) and IsSizingUp(c))),(exists b (IsSnowboarding(b))) -> (exists c (IsYoung(c) and IsSizingUp(c))),LF
109,,1,"A large number of people are watching men dressed in kilts, one of whom has thrown a long pole. As a consequence, people watch men in kilts."," ""A large number of people are watching men in kilts."""," ""People watch men in kilts as a consequence of one of them throwing a long pole."""," IsWatching(a),  IsInKilts(b)"," IsWatching(c),  IsInKilts(d),  IsConsequenceOf(e),  IsThrown(f)",[],[],"[(' A large number of people', ' People'), (' men in kilts', ' A large number of people'), (' men in kilts', ' men in kilts.'), (' men in kilts.', ' one of them')]",IsWatching(a) and IsInKilts(b),IsWatching(c) and (IsInKilts(d) and IsConsequenceOf(e)),(forall b (forall a (exists a (IsWatching(a) and IsInKilts(b))))) -> (forall e (exists d (forall c (IsWatching(c) and (IsInKilts(d) and IsConsequenceOf(e)))))),(exists b (exists a (IsWatching(a) and IsInKilts(b)))) -> (exists e (exists d (exists c (IsWatching(c) and (IsInKilts(d) and IsConsequenceOf(e)))))),LF
110,,1,"A boy is riding down the road between two cows. Consequently, a boy, a road and two cows."," ""A boy is riding down the road."""," ""There is a road and two cows.""", IsRiding(b)," IsOnRoad(a),  AreTwo(c)",[],"[(' road', ' road')]",[],IsRiding(a),IsOnRoad(a) and AreTwo(c),(IsRiding(a)) -> (IsOnRoad(a) and AreTwo(c)),(exists a (IsRiding(a))) -> (exists c (exists a (IsOnRoad(a) and AreTwo(c)))),LF
111,,1,A bald man is getting out of a small blue car. It follows that the man is bald.,,,,,[],[],[],,,() -> (),() -> (),
112,,1,"Young boys in green and blue jerseys kick around a soccer ball while other soccer games take place in the background. Thus, young boys kicking around a soccer ball."," ""Young boys kick around a soccer ball."""," ""Other soccer games take place in the background."""," IsYoung(a),  IsKicked(a,b)", IsInBackground(d),[],[],"[(' Young boys', ' background'), (' soccer ball', ' Other soccer games')]","IsYoung(a) and IsKicked(a,b)",IsInBackground(c),"(exists b (IsYoung(a) and IsKicked(a,b))) -> (forall c (IsInBackground(c)))","(exists b (exists a (IsYoung(a) and IsKicked(a,b)))) -> (exists c (IsInBackground(c)))",LF
113,,1,"A girl playing a violin along with a group of people. Consequently, a girl is playing an instrument."," ""A girl is playing an instrument."""," ""A girl plays a violin.""", IsPlaying(a), IsPlaying(a),[],"[(' instrument', ' violin')]","[(' Girl', ' A girl')]",IsPlaying(b),IsPlaying(c),(exists b (IsPlaying(b))) -> (forall c (IsPlaying(c))),(exists b (IsPlaying(b))) -> (exists c (IsPlaying(c))),Valid
114,,1,Two small boys in blue soccer uniforms use a wooden set of steps to wash their hands in an adult-sized bathroom. It follows that two boys washing their hands.," ""Two small boys wash their hands."""," ""Two boys use a wooden set of steps to wash their hands."""," IsSmall(a),  IsWashed(b)"," IsUse(c,d),  IsWashed(e)",[],[],"[(' Two small boys', ' Two boys'), (' their hands.', ' their hands')]",IsSmall(a) and IsWashed(b),"IsUse(c,d) and IsWashed(e)","(exists b (exists a (IsSmall(a) and IsWashed(b)))) -> (forall e (forall c (IsUse(c,d) and IsWashed(e))))","(exists b (exists a (IsSmall(a) and IsWashed(b)))) -> (exists e (exists d (exists c (IsUse(c,d) and IsWashed(e)))))",LF
115,,1,A soccer player in white kicks a ball as another soccer player lunges towards the ball and a third soccer player in red follows close by. This implies that there are three soccer players.," ""A soccer player in white kicks a ball."""," ""There are three soccer players."""," IsInWhite(b),  Kicks(a,c)", IsThree(d),[],[],"[(' three soccer players', ' A soccer player')]","IsInWhite(b) and Kicks(a,c)",IsThree(d),"(forall a (IsInWhite(b) and Kicks(a,c))) -> (exists d (IsThree(d)))","(exists a (exists c (exists b (IsInWhite(b) and Kicks(a,c))))) -> (exists d (IsThree(d)))",LF
116,,1,"Children playing a video game together. Thus, the kids are indoors playing a video game."," ""Children are playing a video game together."""," ""The kids are indoors playing a video game."""," IsPlaying(b),  IsTogether(b,c)"," IsIndoors(d),  IsPlaying(a)",[],"[(' video game', ' video game')]","[(' Children', ' The kids'), (' The kids', ' together'), (' together', ' video game')]","IsPlaying(b) and IsTogether(b,c)",IsIndoors(d) and IsPlaying(a),"(forall c (exists b (IsPlaying(b) and IsTogether(b,c)))) -> (forall a (forall d (IsIndoors(d) and IsPlaying(a))))","(exists c (exists b (IsPlaying(b) and IsTogether(b,c)))) -> (exists d (exists a (IsIndoors(d) and IsPlaying(a))))",LF
