label,updated_label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2
0,intentional,"John: Members of the UbaTuba White Men's Club are upstanding citizens of the community.
Marvin: Then why are there so many of these members in jail?
John: They were never true UbaTuba White Men's Club members.
Marvin: What’s a true UbaTuba White Men's Club member?
John: Those who don't go to jail.
", Members of the UbaTuba White Men's Club are upstanding citizens.  , True UbaTuba White Men's Club members do not go to jail.,"IsMemberOf(a, b),  IsUpstandingCitizen(a)","IsTrueMemberOf(a, UbaTubaWhiteMensClub),  IsNotInJail(a)","[('  IsUpstandingCitizen(a)', '  IsNotInJail(a)')]","[("" Members of the UbaTuba White Men's Club"", "" True UbaTuba White Men's Club members"")]","[("" UbaTuba White Men's Club"", "" True UbaTuba White Men's Club members"")]","IsMemberOf(a, b) and IsUpstandingCitizen(a)","IsTrueMemberOf(a, UbaTubaWhiteMensClub) and IsNotInJail(a)","(exists b (IsMemberOf(a, b) and IsUpstandingCitizen(a)) & (forall a (  IsUpstandingCitizen(a) ->   IsNotInJail(a)))) -> (forall a (IsTrueMemberOf(a, UbaTubaWhiteMensClub) and IsNotInJail(a)))","(exists a (exists b (IsMemberOf(a, b) and IsUpstandingCitizen(a))) & (forall f (  IsUpstandingCitizen(f) ->   IsNotInJail(f)))) -> (exists a (IsTrueMemberOf(a, UbaTubaWhiteMensClub) and IsNotInJail(a)))"
0,faulty generalization,"""Animal experimentation reduces our respect for life. If we don't respect life, we are likely to be more and more tolerant of violent acts like war and murder. Soon our society will become a battlefield in which everyone constantly fears for their lives. It will be the end of civilization. To prevent this terrible consequence, we should make animal experimentation illegal right now."""," ""Animal experimentation reduces our respect for life.""  "," ""Our society will become a battlefield and it will be the end of civilization.""",ReducesRespectForLife(a),"WillBecomeBattlefield(c),  WillEndCivilization(c)",[],[],[],ReducesRespectForLife(a),WillBecomeBattlefield(c) and WillEndCivilization(c),(ReducesRespectForLife(a)) -> (WillBecomeBattlefield(c) and WillEndCivilization(c)),(exists a (ReducesRespectForLife(a))) -> (exists c (WillBecomeBattlefield(c) and WillEndCivilization(c)))
0,false causality,You know Jane Fonda's exercise videos must be worth the money. Look at the great shape she's in., Jane Fonda is in great shape.  , Jane Fonda's exercise videos are worth the money.,IsInGreatShape(a),AreWorthTheMoney(a),[],"[("" Jane Fonda's exercise videos"", ' Jane Fonda')]",[],IsInGreatShape(a),AreWorthTheMoney(a),(IsInGreatShape(a)) -> (AreWorthTheMoney(a)),(exists a (IsInGreatShape(a))) -> (exists a (AreWorthTheMoney(a)))
0,faulty generalization,"Asians make lousy athletes, but do well at the Math Olympiad.", Asians do well at the Math Olympiad.  , Asians make lousy athletes.,DoesWellAtOlympiad(a),IsLousyAthlete(a),[],"[(' Asians', ' Asians')]",[],DoesWellAtOlympiad(a),IsLousyAthlete(a),(DoesWellAtOlympiad(a)) -> (IsLousyAthlete(a)),(exists a (DoesWellAtOlympiad(a))) -> (exists a (IsLousyAthlete(a)))
0,false dilemma,"“Caldwell Hall is in bad shape. Either we tear it down and put up a new building, or we continue to risk students’ safety. Obviously we shouldn’t risk anyone’s safety, so we must tear the building down.”"," ""Caldwell Hall is in bad shape.""  "," ""We must tear Caldwell Hall down.""",IsInBadShape(a),MustTearDown(a),"[('IsInBadShape(a)', 'MustTearDown(a)'), ('MustTearDown(a)', 'IsInBadShape(a)')]","[(' Caldwell Hall', ' Caldwell Hall')]",[],IsInBadShape(a),MustTearDown(a),(IsInBadShape(a) & (forall a (IsInBadShape(a) -> MustTearDown(a))) & (forall a (MustTearDown(a) -> IsInBadShape(a)))) -> (MustTearDown(a)),(exists a (IsInBadShape(a)) & (forall b (IsInBadShape(b) -> MustTearDown(b))) & (forall c (MustTearDown(c) -> IsInBadShape(c)))) -> (exists a (MustTearDown(a)))
0,faulty generalization,Did you really vote for Donald as class treasurer? Didn't you hear that his uncle was imprisoned for embezzling $1.5 million?," ""Donald’s uncle was imprisoned for embezzling $1.5 million.""  "," ""You should not have voted for Donald as class treasurer.""","IsImprisoned(a),  Embezzled(b)","VotedFor(c, d),  IsClassTreasurer(d, e)",[],[],[],IsImprisoned(a) and Embezzled(b),"VotedFor(c, d) and IsClassTreasurer(d, e)","(IsImprisoned(a) and Embezzled(b)) -> (VotedFor(c, d) and IsClassTreasurer(d, e))","(exists a (exists b (IsImprisoned(a) and Embezzled(b)))) -> (exists c (exists d (exists e (VotedFor(c, d) and IsClassTreasurer(d, e)))))"
0,fallacy of logic,"If the ozone layer is destroyed, many people will get cancer and suffer from other illnesses.  The ozone layer is being protected, not destroyed.  So, many people will be spared the pain of cancer and other illnesses.", The ozone layer is being protected.  , Many people will be spared the pain of cancer and other illnesses.,IsProtected(a),"IsSparedPain(b),  IsSparedCancer(b),  IsSparedOtherIllnesses(b)","[('IsProtected(a)', 'IsSparedPain(b)'), ('IsProtected(a)', '  IsSparedCancer(b)'), ('IsProtected(a)', '  IsSparedOtherIllnesses(b)')]",[],[],IsProtected(a),IsSparedPain(b) and IsSparedCancer(b) and IsSparedOtherIllnesses(b),(IsProtected(a) & (forall a (forall b (IsProtected(a) -> IsSparedPain(b)))) & (forall a (forall b (IsProtected(a) ->   IsSparedCancer(b)))) & (forall a (forall b (IsProtected(a) ->   IsSparedOtherIllnesses(b))))) -> (IsSparedPain(b) and IsSparedCancer(b) and IsSparedOtherIllnesses(b)),(exists a (IsProtected(a)) & (forall f (forall g (IsProtected(f) -> IsSparedPain(g)))) & (forall h (forall i (IsProtected(h) ->   IsSparedCancer(i)))) & (forall j (forall k (IsProtected(j) ->   IsSparedOtherIllnesses(k))))) -> (exists b (IsSparedPain(b) and IsSparedCancer(b) and IsSparedOtherIllnesses(b)))
0,faulty generalization,"Broccoli has significantly less fat than the leading candy bar! Plus, it's nowhere near as hot as Hot Cheetos!"," ""Broccoli has significantly less fat than the leading candy bar and is nowhere near as hot as Hot Cheetos.""  "," ""Broccoli is a healthier choice than the leading candy bar and Hot Cheetos.""","HasSignificantlyLessFatThan(a, b),  IsNowhereNearAsHotAs(a, c)","IsHealthierChoiceThan(b, c),  IsHealthierChoiceThan(b, d)",[],[],[],"HasSignificantlyLessFatThan(a, b) and IsNowhereNearAsHotAs(a, c)","IsHealthierChoiceThan(b, c) and IsHealthierChoiceThan(b, d)","(HasSignificantlyLessFatThan(a, b) and IsNowhereNearAsHotAs(a, c)) -> (IsHealthierChoiceThan(b, c) and IsHealthierChoiceThan(b, d))","(exists c (exists a (exists b (HasSignificantlyLessFatThan(a, b) and IsNowhereNearAsHotAs(a, c))))) -> (exists c (exists d (exists b (IsHealthierChoiceThan(b, c) and IsHealthierChoiceThan(b, d)))))"
0,fallacy of relevance,You're complaining because you have to walk to school? I used to have to give my parents my entire paycheck.," ""I used to give my parents my entire paycheck.""  "," ""You should not complain about walking to school.""","IsUsedToGive(a, c, b)","ComplainAboutWalkingTo(d, e)",[],[],[],"IsUsedToGive(a, c, b)","~ComplainAboutWalkingTo(d, e)","(IsUsedToGive(a, c, b)) -> (~ComplainAboutWalkingTo(d, e))","(exists c (exists a (exists b (IsUsedToGive(a, c, b))))) -> (exists e (exists d (~ComplainAboutWalkingTo(d, e))))"
0,fallacy of extension,Robot 2 (Blue) has been refuting all of Robot 1's (Orange) arguments. Robot 1 launches the above counterargument. What is this fallacy?," ""Robot 2 refutes all of Robot 1's arguments.""  "," ""There is a fallacy in Robot 1's counterargument.""","RefutesArguments(a, b)","IsInCounterargument(c, e),  HasFallacy(e)",[],[],[],"RefutesArguments(a, b)","IsInCounterargument(c, e) and HasFallacy(e)","(RefutesArguments(a, b)) -> (IsInCounterargument(c, e) and HasFallacy(e))","(exists a (exists b (RefutesArguments(a, b)))) -> (exists c (exists e (IsInCounterargument(c, e) and HasFallacy(e))))"
0,ad hominem,Personally attacking someone to shift attention away from your views is," ""You personally attack someone to shift attention away from your views."""," ""Someone's views are weak or indefensible.""","PersonalAttack(a, b),  ShiftAttentionFromViews(a, c)","Weak(d),  Indefensible(d)",[],[],[],"PersonalAttack(a, b) and ShiftAttentionFromViews(a, c)",Weak(d) or Indefensible(d),"(PersonalAttack(a, b) and ShiftAttentionFromViews(a, c)) -> (Weak(d) or Indefensible(d))","(exists c (exists a (exists b (PersonalAttack(a, b) and ShiftAttentionFromViews(a, c))))) -> (exists d (Weak(d) or Indefensible(d)))"
0,ad hominem,"""She's such a mean teacher and person – that's why she wouldn't raise my grade ONE percent!"""," ""She is a mean teacher and person.""  "," ""She didn't raise my grade one percent.""","IsMeanTeacher(a),  IsMeanPerson(a)","RaisedGrade(a, d)",[],"[(' She', ' She')]",[],IsMeanTeacher(a) and IsMeanPerson(a),"~RaisedGrade(a, d)","(IsMeanTeacher(a) and IsMeanPerson(a)) -> (~RaisedGrade(a, d))","(exists a (IsMeanTeacher(a) and IsMeanPerson(a))) -> (exists a (exists d (~RaisedGrade(a, d))))"
0,appeal to emotion,"If you don't buy the black pencils, you will get made fun of. You will not be chosen for group projects."," ""You will get made fun of and not be chosen for group projects if you don't buy the black pencils.""  "," ""Buy the black pencils.""","IsMadeFunOf(b),  IsNotChosenForGroupProjects(b),  Buys(b, a)","Buys(x, a)",[],"[(' black pencils', ' The black pencils')]",[],"~Buys(b, a) and (IsMadeFunOf(b) and IsNotChosenForGroupProjects(b))","Buys(x, a)","(~Buys(b, a) and (IsMadeFunOf(b) and IsNotChosenForGroupProjects(b))) -> (Buys(x, a))","(exists a (exists b (~Buys(b, a) and (IsMadeFunOf(b) and IsNotChosenForGroupProjects(b))))) -> (exists a (exists x (Buys(x, a))))"
0,faulty generalization,"Jeff's mom is concerned when she finds out that he skipped class one day. She tells him that she is concerned that since he skipped one class, he will start skipping more frequently. Then he will drop out altogether, never graduate or get into college, and end up unemployed and living at home for the rest of his life. What type of fallacy has Jeff's mom committed?", Jeff skipped one class., Jeff will be unemployed and live at home for the rest of his life.,"Skipped(a, b)","WillBeUnemployed(a),  LivesAtHome(a),  RestOfLife(d)",[],"[(' Jeff', ' Jeff')]",[],"Skipped(a, b)",WillBeUnemployed(a) and LivesAtHome(a) and RestOfLife(d),"(Skipped(a, b)) -> (WillBeUnemployed(a) and LivesAtHome(a) and RestOfLife(d))","(exists a (exists b (Skipped(a, b)))) -> (exists a (exists d (WillBeUnemployed(a) and LivesAtHome(a) and RestOfLife(d))))"
0,ad hominem,"How can you tell me I should exercise to lose weight? All you do is sit behind a desk all day. I've never seen you do a lick of exercise.

Identify the logical fallacy commited in this argument."," ""You sit behind a desk all day and do not exercise.""  "," ""You should not advise exercise to lose weight.""","SitBehind(a, b),  DoesNotExercise(a)","AdviseExercise(a),  ToLoseWeight(c, d)",[],"[(' You', ' You')]",[],"SitBehind(a, b) and DoesNotExercise(a)","AdviseExercise(a) and ~ToLoseWeight(c, d)","(SitBehind(a, b) and DoesNotExercise(a)) -> (AdviseExercise(a) and ~ToLoseWeight(c, d))","(exists a (exists b (SitBehind(a, b) and DoesNotExercise(a)))) -> (exists c (exists a (exists d (AdviseExercise(a) and ~ToLoseWeight(c, d)))))"
0,fallacy of logic,"""We both like music, so we should get married."""," ""We both like music.""  "," ""We should get married.""",LikesMusic(a),GetMarried(c),[],[],[],LikesMusic(a),GetMarried(c),(LikesMusic(a)) -> (GetMarried(c)),(exists a (LikesMusic(a))) -> (exists c (GetMarried(c)))
0,ad hominem,"Brandon: We should have tastier lunches!
Jaylen: Don't listen to him! He's a terrible person! I saw him trip another student and steal his lunch money!", Brandon is a terrible person who tripped another student and stole his lunch money.  , Brandon's opinion on tastier lunches should not be considered.,"TerriblePerson(a),  Tripped(a, b),  Stole(a, c)","Considered(d),  Tastier(e)",[],[],[],"TerriblePerson(a) and Tripped(a, b) and Stole(a, c)",~Considered(d) and Tastier(e),"(TerriblePerson(a) and Tripped(a, b) and Stole(a, c)) -> (~Considered(d) and Tastier(e))","(exists c (exists a (exists b (TerriblePerson(a) and Tripped(a, b) and Stole(a, c))))) -> (exists e (exists d (~Considered(d) and Tastier(e))))"
0,ad hominem,Of course Marx' theories about the ideal society are bunk. The guy spent all his time in the library.," ""Marx spent all his time in the library.""  "," ""Marx's theories about the ideal society are bunk.""","SpentInLibrary(a, b, c)",AreBunk(a),[],"[("" Marx's theories"", ' Marx')]",[],"SpentInLibrary(a, b, c)",AreBunk(a),"(SpentInLibrary(a, b, c)) -> (AreBunk(a))","(exists c (exists a (exists b (SpentInLibrary(a, b, c))))) -> (exists a (AreBunk(a)))"
0,fallacy of relevance,"I'm tailgating her, because she cut me off!", She cut me off.  , I am tailgating her.,"CutOff(a, b)","Tailgating(c, d)",[],[],[],"CutOff(a, b)","Tailgating(c, d)","(CutOff(a, b)) -> (Tailgating(c, d))","(exists a (exists b (CutOff(a, b)))) -> (exists c (exists d (Tailgating(c, d))))"
0,faulty generalization,President Petutti ordered a military strike that killed many civilians. He is no different than any other mass murder and he belongs in prison!, President Petutti ordered a military strike that killed many civilians.  , President Petutti is a mass murderer and President Petutti belongs in prison.,"Ordered(a, b),  KilledManyCivilians(b, c)","IsMassMurderer(a),  BelongsInPrison(a)",[],"[(' President Petutti', ' President Petutti')]",[],"Ordered(a, b) and KilledManyCivilians(b, c)",IsMassMurderer(a) and BelongsInPrison(a),"(Ordered(a, b) and KilledManyCivilians(b, c)) -> (IsMassMurderer(a) and BelongsInPrison(a))","(exists c (exists a (exists b (Ordered(a, b) and KilledManyCivilians(b, c))))) -> (exists a (IsMassMurderer(a) and BelongsInPrison(a)))"
1,,"Coach talks with football player, other players and crowd in background. Thus, a football coach talks with his player in front of the team and the crowd.", A football coach talks with his player.  , A football coach talks with his player in front of the team and the crowd.,"TalksWith(a, b)","TalksWith(a, b),  InFrontOf(c, d)",[],"[(' Football coach', ' Football coach'), (' his player', ' his player')]",[],"TalksWith(a, b)","TalksWith(a, b) and InFrontOf(c, d)","(TalksWith(a, b)) -> (TalksWith(a, b) and InFrontOf(c, d))","(exists a (exists b (TalksWith(a, b)))) -> (exists c (exists a (exists d (exists b (TalksWith(a, b) and InFrontOf(c, d))))))"
1,,"Two men watching one man make a golf putt on the set of Sports Center. As a consequence, people watching sports."," ""Two men are watching one man make a golf putt on the set of Sports Center."""," ""People watch sports.""","IsWatching(b, c),  MakesGolfPutt(c, d),  IsOnSet(d, e),  IsSetOf(e, a)","IsWatching(f, a)",[],"[(' sports', ' Sports Center')]","[(' Two men', ' People'), (' one man', ' People'), (' a golf putt', ' sports')]","IsWatching(b, c) and MakesGolfPutt(c, d) and IsOnSet(d, e) and IsSetOf(e, a)","IsWatching(f, a)","(exists d (exists c (exists b (IsWatching(b, c) and MakesGolfPutt(c, d) and IsOnSet(d, e) and IsSetOf(e, a))))) -> (forall a (forall f (IsWatching(f, a))))","(exists a (exists d (exists b (exists c (exists e (IsWatching(b, c) and MakesGolfPutt(c, d) and IsOnSet(d, e) and IsSetOf(e, a))))))) -> (exists f (exists a (IsWatching(f, a))))"
1,,"Six women wait to use a port-o-john in a field. Thus, women are outside.", Six women wait to use a port-o-john in a field.  , Women are outside.,"IsWaiting(a),  WantsToUse(a,b),  IsInField(b)",IsOutside(d),"[('IsWaiting(a)', 'IsOutside(d)'), ('  WantsToUse(a,b)', 'IsOutside(d)')]",[],"[(' Six women', ' Women')]","IsWaiting(a) and WantsToUse(a,b) and IsInField(b)",IsOutside(d),"(exists a (IsWaiting(a) and WantsToUse(a,b) and IsInField(b)) & (forall a (forall d (IsWaiting(a) -> IsOutside(d)))) & (forall a (forall d (forall b (  WantsToUse(a,b) -> IsOutside(d)))))) -> (forall d (IsOutside(d)))","(exists a (exists b (IsWaiting(a) and WantsToUse(a,b) and IsInField(b))) & (forall f (forall e (IsWaiting(e) -> IsOutside(f)))) & (forall h (forall i (forall g (  WantsToUse(g,h) -> IsOutside(i)))))) -> (exists d (IsOutside(d)))"
1,,Women wearing a black top and glasses speaking into a blue tipped microphone with another woman beside her writing. It follows that one woman speaking into a microphone while a second woman writes beside her.," A woman wearing a black top and glasses is speaking into a blue-tipped microphone, and another woman is writing beside her.", One woman is speaking into a microphone while another woman writes beside her.,"IsWearingBlackTop(b),  IsWearingGlasses(b),  IsSpeakingInto(b, c),  IsWritingBeside(a, b)","IsSpeakingInto(d, e),  IsWritingBeside(a, d)",[],"[(' another woman', ' another woman')]","[(' A woman wearing a black top and glasses', ' One woman'), (' blue-tipped microphone', ' microphone')]","IsWearingBlackTop(b) and IsWearingGlasses(b) and IsSpeakingInto(b, c) and IsWritingBeside(a, b)","IsSpeakingInto(d, e) and IsWritingBeside(a, d)","(exists c (exists b (IsWearingBlackTop(b) and IsWearingGlasses(b) and IsSpeakingInto(b, c) and IsWritingBeside(a, b)))) -> (forall e (forall d (IsSpeakingInto(d, e) and IsWritingBeside(a, d))))","(exists c (exists a (exists b (IsWearingBlackTop(b) and IsWearingGlasses(b) and IsSpeakingInto(b, c) and IsWritingBeside(a, b))))) -> (exists e (exists d (exists a (IsSpeakingInto(d, e) and IsWritingBeside(a, d)))))"
1,,"One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat is sitting on the ground. Therefore, a tan girl runs leans over an object.", A tan girl is running and leaning over an object.  , A tan girl runs and leans over an object.,"IsTan(b),  IsRunning(b),  IsLeaningOver(b, a)","IsTan(c),  IsRunning(c),  IsLeaningOver(c, a)","[('  IsLeaningOver(b, a)', 'IsTan(c)'), ('  IsLeaningOver(b, a)', '  IsRunning(c)')]","[(' object', ' an object')]",[],"IsTan(b) and IsRunning(b) and IsLeaningOver(b, a)","IsTan(c) and IsRunning(c) and IsLeaningOver(c, a)","(IsTan(b) and IsRunning(b) and IsLeaningOver(b, a) & (forall c (forall a (forall b (  IsLeaningOver(b, a) -> IsTan(c))))) & (forall c (forall a (forall b (  IsLeaningOver(b, a) ->   IsRunning(c)))))) -> (IsTan(c) and IsRunning(c) and IsLeaningOver(c, a))","(exists a (exists b (IsTan(b) and IsRunning(b) and IsLeaningOver(b, a))) & (forall f (forall e (forall g (  IsLeaningOver(e,f) -> IsTan(g))))) & (forall h (forall i (forall j (  IsLeaningOver(h,i) ->   IsRunning(j)))))) -> (exists c (exists a (IsTan(c) and IsRunning(c) and IsLeaningOver(c, a))))"
1,,A scientist studies a slide in order to work on her new creation. It follows that a scientist studies a slide that is related to her invention.," ""A scientist studies a slide related to her invention."""," ""A scientist works on a new creation by studying a slide.""","StudiesSlide(a),  IsRelatedTo(b, c)","WorksOn(a, d),  StudiesSlide(a)",[],"[(' A scientist', ' A scientist'), (' a slide', ' a slide')]",[],"StudiesSlide(a) and IsRelatedTo(b, c)","WorksOn(a, d) and StudiesSlide(a)","(StudiesSlide(a) and IsRelatedTo(b, c)) -> (WorksOn(a, d) and StudiesSlide(a))","(exists c (exists a (exists b (StudiesSlide(a) and IsRelatedTo(b, c))))) -> (exists a (exists d (WorksOn(a, d) and StudiesSlide(a))))"
1,,"A red dog jumps and catches a tennis ball in its mouth. Consequently, a dog catching a ball."," ""A red dog jumps and catches a tennis ball in its mouth.""  "," ""A dog catches a ball.""","IsRed(a),  Jumps(a),  Catches(a, b),  InMouth(b, c)","Catches(d, e)",[],[],"[(' A red dog', ' A dog'), (' a tennis ball', ' a ball')]","IsRed(a) and Jumps(a) and Catches(a, b) and InMouth(b, c)","Catches(d, e)","(exists b (exists a (IsRed(a) and Jumps(a) and Catches(a, b) and InMouth(b, c)))) -> (forall e (forall d (Catches(d, e))))","(exists c (exists a (exists b (IsRed(a) and Jumps(a) and Catches(a, b) and InMouth(b, c))))) -> (exists e (exists d (Catches(d, e))))"
1,,"A group of dogs stand in the snow. Thus, there are animals outdoors."," ""A group of dogs stand in the snow.""  "," ""There are animals outdoors.""","IsGroupOfDogs(a),  StandsInSnow(a)",IsOutdoors(c),"[('IsGroupOfDogs(a)', 'IsOutdoors(c)'), ('  StandsInSnow(a)', 'IsOutdoors(c)')]",[],"[(' A group of dogs', ' Animals')]",IsGroupOfDogs(a) and StandsInSnow(a),IsOutdoors(c),(exists a (IsGroupOfDogs(a) and StandsInSnow(a)) & (forall c (forall a (IsGroupOfDogs(a) -> IsOutdoors(c)))) & (forall c (forall a (  StandsInSnow(a) -> IsOutdoors(c))))) -> (forall c (IsOutdoors(c))),(exists a (IsGroupOfDogs(a) and StandsInSnow(a)) & (forall f (forall e (IsGroupOfDogs(e) -> IsOutdoors(f)))) & (forall h (forall g (  StandsInSnow(g) -> IsOutdoors(h))))) -> (exists c (IsOutdoors(c)))
1,,This person looks to be snowboarding on a very small pile of snow on a sunny cold day. This implies that young snowboarder sizing up their next jump.," ""This person is snowboarding on a very small pile of snow on a sunny cold day.""  "," ""The young snowboarder is sizing up the next jump.""","IsSnowboarding(a),  IsOn(a, b),  IsSunnyDay(c),  IsColdDay(c)","IsYoung(d),  IsSnowboarder(d),  IsSizingUp(d, e),  IsNextJump(e)",[],[],[],"IsSnowboarding(a) and IsOn(a, b) and IsSunnyDay(c) and IsColdDay(c)","IsYoung(d) and IsSnowboarder(d) and IsSizingUp(d, e) and IsNextJump(e)","(IsSnowboarding(a) and IsOn(a, b) and IsSunnyDay(c) and IsColdDay(c)) -> (IsYoung(d) and IsSnowboarder(d) and IsSizingUp(d, e) and IsNextJump(e))","(exists c (exists a (exists b (IsSnowboarding(a) and IsOn(a, b) and IsSunnyDay(c) and IsColdDay(c))))) -> (exists e (exists d (IsYoung(d) and IsSnowboarder(d) and IsSizingUp(d, e) and IsNextJump(e))))"
1,,"A large number of people are watching men dressed in kilts, one of whom has thrown a long pole. As a consequence, people watch men in kilts.", A man dressed in a kilt has thrown a long pole.  , People watch men in kilts.,"IsDressedInKilt(a),  HasThrown(a, b)","Watches(c, d),  IsInKilts(d)","[('IsDressedInKilt(a)', 'Watches(c, d)'), ('IsDressedInKilt(a)', '  IsInKilts(d)'), ('  IsInKilts(d)', 'IsDressedInKilt(a)'), ('  HasThrown(a, b)', 'Watches(c, d)'), ('  HasThrown(a, b)', '  IsInKilts(d)')]",[],"[(' A man dressed in a kilt', ' People'), (' A man dressed in a kilt', ' men in kilts')]","IsDressedInKilt(a) and HasThrown(a, b)","Watches(c, d) and IsInKilts(d)","(exists a (IsDressedInKilt(a) and HasThrown(a, b)) & (forall c (forall a (forall d (IsDressedInKilt(a) -> Watches(c, d))))) & (forall a (forall d (IsDressedInKilt(a) ->   IsInKilts(d)))) & (forall a (forall d (  IsInKilts(d) -> IsDressedInKilt(a)))) & (forall c (forall a (forall d (forall b (  HasThrown(a, b) -> Watches(c, d)))))) & (forall a (forall d (forall b (  HasThrown(a, b) ->   IsInKilts(d)))))) -> (forall d (forall c (Watches(c, d) and IsInKilts(d))))","(exists a (exists b (IsDressedInKilt(a) and HasThrown(a, b))) & (forall f (forall e (forall g (IsDressedInKilt(e) -> Watches(f,g))))) & (forall h (forall i (IsDressedInKilt(h) ->   IsInKilts(i)))) & (forall j (forall k (  IsInKilts(j) -> IsDressedInKilt(k)))) & (forall n (forall o (forall m (forall l (  HasThrown(l,m) -> Watches(n,o)))))) & (forall r (forall q (forall p (  HasThrown(p,q) ->   IsInKilts(r)))))) -> (exists c (exists d (Watches(c, d) and IsInKilts(d))))"
1,,"A boy is riding down the road between two cows. Consequently, a boy, a road and two cows.", A boy is riding down the road between two cows.  ," There is a boy, a road, and two cows.","IsRidingDownRoad(a),  IsBetweenTwoCows(a)","Exists(a),  Exists(d),  Exists(b)","[('IsRidingDownRoad(a)', 'Exists(a)'), ('  IsBetweenTwoCows(a)', 'Exists(a)'), ('  IsBetweenTwoCows(a)', '  Exists(b)')]","[(' A boy', ' A boy'), (' two cows', ' two cows')]",[],IsRidingDownRoad(a) and IsBetweenTwoCows(a),Exists(a) and Exists(d) and Exists(b),(IsRidingDownRoad(a) and IsBetweenTwoCows(a) & (forall a (IsRidingDownRoad(a) -> Exists(a))) & (forall a (  IsBetweenTwoCows(a) -> Exists(a))) & (forall a (forall b (  IsBetweenTwoCows(a) ->   Exists(b))))) -> (Exists(a) and Exists(d) and Exists(b)),(exists a (IsRidingDownRoad(a) and IsBetweenTwoCows(a)) & (forall e (IsRidingDownRoad(e) -> Exists(e))) & (forall f (  IsBetweenTwoCows(f) -> Exists(f))) & (forall h (forall g (  IsBetweenTwoCows(g) ->   Exists(h))))) -> (exists a (exists d (exists b (Exists(a) and Exists(d) and Exists(b)))))
1,,A bald man is getting out of a small blue car. It follows that the man is bald.," ""A bald man is getting out of a small blue car.""  "," ""The man is bald.""","IsBald(a),  IsGettingOutOf(a, b)",IsBald(c),"[('  IsGettingOutOf(a, b)', 'IsBald(c)')]",[],"[(' A bald man', ' The man')]","IsBald(a) and IsGettingOutOf(a, b)",IsBald(c),"(exists a (IsBald(a) and IsGettingOutOf(a, b)) & (forall c (forall a (forall b (  IsGettingOutOf(a, b) -> IsBald(c)))))) -> (forall c (IsBald(c)))","(exists a (exists b (IsBald(a) and IsGettingOutOf(a, b))) & (forall f (forall e (forall d (  IsGettingOutOf(d,e) -> IsBald(f)))))) -> (exists c (IsBald(c)))"
1,,"Young boys in green and blue jerseys kick around a soccer ball while other soccer games take place in the background. Thus, young boys kicking around a soccer ball."," ""Young boys in green and blue jerseys are kicking around a soccer ball."""," ""Young boys are kicking around a soccer ball.""","IsInGreenAndBlueJerseys(a),  IsYoung(a),  IsKickingSoccerBall(a)","IsYoung(a),  IsKickingSoccerBall(a)",[],"[(' Young boys', ' Young boys'), (' soccer ball', ' soccer ball')]",[],IsYoung(a) and IsInGreenAndBlueJerseys(a) and IsKickingSoccerBall(a),IsYoung(a) and IsKickingSoccerBall(a),(IsYoung(a) and IsInGreenAndBlueJerseys(a) and IsKickingSoccerBall(a)) -> (IsYoung(a) and IsKickingSoccerBall(a)),(exists a (IsYoung(a) and IsInGreenAndBlueJerseys(a) and IsKickingSoccerBall(a))) -> (exists a (IsYoung(a) and IsKickingSoccerBall(a)))
1,,"A girl playing a violin along with a group of people. Consequently, a girl is playing an instrument."," ""A girl is playing a violin.""  "," ""A girl is playing an instrument.""","IsPlaying(a, b)","IsPlaying(a, c)",[],"[(' A girl', ' A girl')]","[(' a violin', ' an instrument')]","IsPlaying(a, b)","IsPlaying(a, c)","(exists b (IsPlaying(a, b))) -> (forall c (IsPlaying(a, c)))","(exists a (exists b (IsPlaying(a, b)))) -> (exists c (exists a (IsPlaying(a, c))))"
1,,Two small boys in blue soccer uniforms use a wooden set of steps to wash their hands in an adult-sized bathroom. It follows that two boys washing their hands., Two small boys in blue soccer uniforms use a wooden set of steps to wash their hands in an adult-sized bathroom., Two boys wash their hands.,"IsSmall(b),  IsInBlueSoccerUniforms(b),  UseSteps(b, d),  IsWooden(d),  AreTheirHands(a),  IsInAdultSizedBathroom(a)","IsTwo(f),  WashHands(f, a),  AreTheirHands(a)",[],"[(' their hands', ' their hands')]","[(' Two small boys', ' Two boys')]","IsSmall(b) and IsInBlueSoccerUniforms(b) and IsWooden(d) and UseSteps(b, d) and AreTheirHands(a) and IsInAdultSizedBathroom(a)","IsTwo(f) and WashHands(f, a) and AreTheirHands(a)","(exists b (IsSmall(b) and IsInBlueSoccerUniforms(b) and IsWooden(d) and UseSteps(b, d) and AreTheirHands(a) and IsInAdultSizedBathroom(a))) -> (forall f (IsTwo(f) and WashHands(f, a) and AreTheirHands(a)))","(exists a (exists d (exists b (IsSmall(b) and IsInBlueSoccerUniforms(b) and IsWooden(d) and UseSteps(b, d) and AreTheirHands(a) and IsInAdultSizedBathroom(a))))) -> (exists f (exists a (IsTwo(f) and WashHands(f, a) and AreTheirHands(a))))"
