,logical_fallacies,label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
89,intentional,0,The international team onboard the Russian research ship R/V Akademik Keldysh said most of the bubbles were currently dissolving in the water but methane levels at the surface were four to eight times what would normally be expected and this was venting into the atmosphere ., Methane levels at the surface are four to eight times what would normally be expected and is venting into the atmosphere., Methane is increasing in the atmosphere.,"IsAtSurface(b,c),  IsVentingInto(b,a)","IsInAtmosphere(d),  IsIncreasing(d)","[('IsAtSurface(b,c)', 'IsInAtmosphere(d)'), ('IsAtSurface(b,c)', '  IsIncreasing(d)'), ('  IsVentingInto(b,a)', 'IsInAtmosphere(d)'), ('IsInAtmosphere(d)', '  IsVentingInto(b,a)'), ('  IsVentingInto(b,a)', '  IsIncreasing(d)')]","[(' atmosphere', ' atmosphere')]","[(' Methane levels', ' Methane'), (' Methane levels', ' atmosphere')]","IsAtSurface(b,c) and IsVentingInto(b,a)",IsInAtmosphere(d) and IsIncreasing(d),"(exists b (IsAtSurface(b,c) and IsVentingInto(b,a)) & (forall d (forall b (forall c (IsAtSurface(b,c) -> IsInAtmosphere(d))))) & (forall d (forall b (forall c (IsAtSurface(b,c) ->   IsIncreasing(d))))) & (forall a (forall b (forall d (  IsVentingInto(b,a) -> IsInAtmosphere(d))))) & (forall d (forall a (forall b (IsInAtmosphere(d) ->   IsVentingInto(b,a))))) & (forall a (forall b (forall d (  IsVentingInto(b,a) ->   IsIncreasing(d)))))) -> (forall d (IsInAtmosphere(d) and IsIncreasing(d)))","(exists a (exists b (exists c (IsAtSurface(b,c) and IsVentingInto(b,a)))) & (forall g (forall f (forall e (IsAtSurface(e,f) -> IsInAtmosphere(g))))) & (forall j (forall h (forall i (IsAtSurface(h,i) ->   IsIncreasing(j))))) & (forall l (forall m (forall k (  IsVentingInto(k,l) -> IsInAtmosphere(m))))) & (forall o (forall p (forall n (IsInAtmosphere(n) ->   IsVentingInto(o,p))))) & (forall r (forall q (forall s (  IsVentingInto(q,r) ->   IsIncreasing(s)))))) -> (exists d (IsInAtmosphere(d) and IsIncreasing(d)))",1
90,intentional,0,"While it 's too soon to say precisely how global warming may have affected the rare confluence of events that conspired to dump at least 26.88 inches of rain in less than four days on South Carolina , changes in extreme precipitation events are one of global warming 's most well-documented climate change impacts .", Changes in extreme precipitation events are one of global warming's most well-documented climate change impacts., Global warming affected the rare confluence of events that caused heavy rainfall in South Carolina.,"IsCausedBy(a, b),  IsClimateChangeImpact(c)","IsAffectedBy(a, d),  IsCauseOf(d, e),  IsIn(e, f)",[],"[(' global warming', ' Global warming')]","[(' Extreme precipitation events', ' heavy rainfall'), (' climate change impacts', ' heavy rainfall')]","IsCausedBy(a, b) and IsClimateChangeImpact(c)","IsAffectedBy(a, d) and IsCauseOf(d, e) and IsIn(e, f)","(exists c (exists b (IsCausedBy(a, b) and IsClimateChangeImpact(c)))) -> (forall e (IsAffectedBy(a, d) and IsCauseOf(d, e) and IsIn(e, f)))","(exists a (exists b (exists c (IsCausedBy(a, b) and IsClimateChangeImpact(c))))) -> (exists a (exists f (exists e (exists d (IsAffectedBy(a, d) and IsCauseOf(d, e) and IsIn(e, f))))))",0
91,false causality,0,Any increase in flooding activity is due to human alterations of river and stream flow rather than precipitation changes ., An increase in flooding activity is due to human alterations of river and stream flow.  , Precipitation changes are not responsible for an increase in flooding activity.,"IsIncreased(a),  IsDueTo(a, b),  Alters(b, c),  Alters(b, d)","IsNotResponsibleFor(e, a),  IsIncreased(a)","[('IsNotResponsibleFor(e, a)', '  IsDueTo(a, b)'), ('  IsIncreased(a)', '  IsDueTo(a, b)')]","[(' Flooding activity', ' flooding activity')]",[],"IsIncreased(a) and IsDueTo(a, b) and Alters(b, c) and Alters(b, d)","IsNotResponsibleFor(e, a) and IsIncreased(a)","(IsIncreased(a) and IsDueTo(a, b) and Alters(b, c) and Alters(b, d) & (forall a (forall b (forall e (IsNotResponsibleFor(e, a) ->   IsDueTo(a, b))))) & (forall a (forall b (  IsIncreased(a) ->   IsDueTo(a, b))))) -> (IsNotResponsibleFor(e, a) and IsIncreased(a))","(exists a (exists b (exists d (exists c (IsIncreased(a) and IsDueTo(a, b) and Alters(b, c) and Alters(b, d))))) & (forall g (forall j (forall h (forall i (IsNotResponsibleFor(g,h) ->   IsDueTo(i,j)))))) & (forall l (forall k (  IsIncreased(k) ->   IsDueTo(k,l))))) -> (exists a (exists e (IsNotResponsibleFor(e, a) and IsIncreased(a))))",0
92,faulty generalization,0,"Still , the shift is precisely what he and other cyclone experts said would be expected from climate change .", Cyclone experts said the shift is expected from climate change.  , The shift is caused by climate change.,"IsSaidBy(b),  IsExpected(c),  IsFrom(climate change)","IsCausedBy(d, a)","[('IsCausedBy(d, a)', '  IsExpected(c)')]","[(' climate change', ' climate change')]",[],IsSaidBy(b) and IsExpected(c) and IsFrom(a),"IsCausedBy(d, a)","(IsSaidBy(b) and IsExpected(c) and IsFrom(a) & (forall d (forall a (forall c (IsCausedBy(d, a) ->   IsExpected(c)))))) -> (IsCausedBy(d, a))","(exists a (exists b (exists c (IsSaidBy(b) and IsExpected(c) and IsFrom(a)))) & (forall g (forall f (forall e (IsCausedBy(e,f) ->   IsExpected(g)))))) -> (exists d (exists a (IsCausedBy(d, a))))",0
93,appeal to emotion,0,“ This has been the saddest research trip of my life ”," ""This research trip has been the saddest of my life.""  "," ""I am experiencing extreme sadness on this research trip.""","IsResearchTrip(b),  IsSaddestOf(b, a)","IsExperiencing(a, c),  IsOnResearchTrip(a, d),  IsExtremeSadness(c)",[],"[(' I', ' my life')]","[(' This research trip', ' research trip')]","IsResearchTrip(b) and IsSaddestOf(b, a)","IsExperiencing(a, c) and IsOnResearchTrip(a, d) and IsExtremeSadness(c)","(exists b (IsResearchTrip(b) and IsSaddestOf(b, a))) -> (forall d (IsExperiencing(a, c) and IsOnResearchTrip(a, d) and IsExtremeSadness(c)))","(exists a (exists b (IsResearchTrip(b) and IsSaddestOf(b, a)))) -> (exists a (exists d (exists c (IsExperiencing(a, c) and IsOnResearchTrip(a, d) and IsExtremeSadness(c)))))",0
94,fallacy of logic,0,Eight countries control land in the Arctic Circle . Five have coastlines to defend . The temperature is rising . The ice is melting . The race for newly accessible resources is beginning . And Russia is gaining ground .," ""Eight countries control land in the Arctic Circle, five of which have coastlines to defend, the temperature is rising, the ice is melting, the race for newly accessible resources is beginning, and Russia is gaining ground."""," ""Russia is gaining advantage in the race for resources in the Arctic Circle.""","ControlLand(d, e),  IsIn(e, a),  HasCoastlines(f),  IsRising(g),  IsMelting(h),  IsBeginning(b),  IsFor(b, i),  IsGainingGround(c)","IsGainingAdvantage(c, j),  IsIn(b, a),  IsFor(b, k)","[('  IsIn(b, a)', '  IsMelting(h)'), ('  IsIn(b, a)', '  IsBeginning(b)'), ('  IsGainingGround(c)', 'IsGainingAdvantage(c, j)'), ('IsGainingAdvantage(c, j)', '  IsGainingGround(c)'), ('  IsGainingGround(c)', '  IsIn(b, a)')]","[(' Arctic Circle', ' Arctic Circle'), (' race', ' race'), (' Russia', ' Russia')]","[(' land', ' Russia'), (' land', ' Arctic Circle'), (' Arctic Circle', ' Russia'), (' newly accessible resources', ' resources'), (' Russia', ' Arctic Circle')]","ControlLand(d, e) and IsIn(e, a) and HasCoastlines(f) and IsRising(g) and IsMelting(h) and IsBeginning(b) and IsFor(b, i) and IsGainingGround(c)","IsGainingAdvantage(c, j) and IsIn(b, a) and IsFor(b, k)","(exists c (exists i (exists a (exists e (ControlLand(d, e) and IsIn(e, a) and HasCoastlines(f) and IsRising(g) and IsMelting(h) and IsBeginning(b) and IsFor(b, i) and IsGainingGround(c))))) & (forall a (forall b (forall h (  IsIn(b, a) ->   IsMelting(h))))) & (forall a (forall b (  IsIn(b, a) ->   IsBeginning(b)))) & (forall j (forall c (  IsGainingGround(c) -> IsGainingAdvantage(c, j)))) & (forall j (forall c (IsGainingAdvantage(c, j) ->   IsGainingGround(c)))) & (forall a (forall b (forall c (  IsGainingGround(c) ->   IsIn(b, a)))))) -> (forall k (forall a (forall c (IsGainingAdvantage(c, j) and IsIn(b, a) and IsFor(b, k)))))","(exists c (exists f (exists e (exists h (exists i (exists d (exists a (exists g (exists b (ControlLand(d, e) and IsIn(e, a) and HasCoastlines(f) and IsRising(g) and IsMelting(h) and IsBeginning(b) and IsFor(b, i) and IsGainingGround(c)))))))))) & (forall m (forall n (forall l (  IsIn(l,m) ->   IsMelting(n))))) & (forall o (forall p (  IsIn(o,p) ->   IsBeginning(o)))) & (forall r (forall q (  IsGainingGround(q) -> IsGainingAdvantage(q,r)))) & (forall t (forall s (IsGainingAdvantage(s,t) ->   IsGainingGround(s)))) & (forall u (forall v (forall w (  IsGainingGround(u) ->   IsIn(v,w)))))) -> (exists c (exists a (exists b (exists j (exists k (IsGainingAdvantage(c, j) and IsIn(b, a) and IsFor(b, k)))))))",0
95,intentional,0,You ’ ve only got to look at Singapore ., People should look at Singapore.  , Singapore is an example to follow.,"IsLookedAtBy(b, a)",IsExampleToFollow(a),[],"[(' Singapore', ' Singapore')]",[],"IsLookedAtBy(b, a)",IsExampleToFollow(a),"(IsLookedAtBy(b, a)) -> (IsExampleToFollow(a))","(exists a (exists b (IsLookedAtBy(b, a)))) -> (exists a (IsExampleToFollow(a)))",0
96,appeal to emotion,0,"Meanwhile , Mr Beckwith confirmed the changes would usher in a sustained period of “ climate system mayhem ” which could prove difficult to resolve ."," Mr. Beckwith confirmed the changes would usher in a sustained period of ""climate system mayhem.""", The changes could prove difficult to resolve.,"Confirmed(b, a),  UsherIn(a, c)",CouldBeDifficultToResolve(a),[],"[(' the changes', ' The changes')]",[],"Confirmed(b, a) and UsherIn(a, c)",CouldBeDifficultToResolve(a),"(Confirmed(b, a) and UsherIn(a, c)) -> (CouldBeDifficultToResolve(a))","(exists a (exists b (exists c (Confirmed(b, a) and UsherIn(a, c))))) -> (exists a (CouldBeDifficultToResolve(a)))",0
97,intentional,0,"Temperature , like viscosity and density , and of course phone numbers , is not something that can be meaningfully averaged . “ Global temperature ” does not exist .", Temperature cannot be meaningfully averaged.  , Global temperature does not exist.,CannotBeMeaningfullyAveraged(a),DoesNotExist(a),[],"[(' Global temperature', ' Temperature')]",[],CannotBeMeaningfullyAveraged(a),DoesNotExist(a),(CannotBeMeaningfullyAveraged(a)) -> (DoesNotExist(a)),(exists a (CannotBeMeaningfullyAveraged(a))) -> (exists a (DoesNotExist(a))),0
98,false causality,0,"The Little Ice Age
ended as recently as 1850 . Therefore , it is no surprise that we now are expe riencing a period of warming .", The Little Ice Age ended as recently as 1850.  , We are experiencing a period of warming.,Ended(a),"IsExperiencing(b, c)",[],[],[],Ended(a),"IsExperiencing(b, c)","(Ended(a)) -> (IsExperiencing(b, c))","(exists a (Ended(a))) -> (exists b (exists c (IsExperiencing(b, c))))",0
99,intentional,0,"By ignoring history and geology , any claim of unusual weather can be made sensational .", Unusual weather claims can be made sensational by ignoring history and geology.  , Ignoring history and geology makes unusual weather claims sensational.,"IsUnusual(a),  CanBeMadeSensational(a),  Ignores(a, b),  Ignores(a, c)","Ignores(a, b),  Ignores(a, c),  IsUnusual(a),  IsSensational(a)","[('Ignores(a, b)', '  CanBeMadeSensational(a)'), ('  Ignores(a, c)', '  CanBeMadeSensational(a)'), ('  IsSensational(a)', '  CanBeMadeSensational(a)'), ('  Ignores(a, b)', '  IsSensational(a)'), ('  Ignores(a, c)', '  IsSensational(a)')]","[(' Unusual weather claims', ' unusual weather claims'), (' history', ' History'), (' geology', ' geology')]",[],"IsUnusual(a) and CanBeMadeSensational(a) and Ignores(a, b) and Ignores(a, c)","(Ignores(a, b) and Ignores(a, c) and IsUnusual(a)) and IsSensational(a)","(IsUnusual(a) and CanBeMadeSensational(a) and Ignores(a, b) and Ignores(a, c) & (forall a (forall b (Ignores(a, b) ->   CanBeMadeSensational(a)))) & (forall a (forall c (  Ignores(a, c) ->   CanBeMadeSensational(a)))) & (forall a (  IsSensational(a) ->   CanBeMadeSensational(a))) & (forall a (forall b (  Ignores(a, b) ->   IsSensational(a)))) & (forall a (forall c (  Ignores(a, c) ->   IsSensational(a))))) -> ((Ignores(a, b) and Ignores(a, c) and IsUnusual(a)) and IsSensational(a))","(exists a (exists b (exists c (IsUnusual(a) and CanBeMadeSensational(a) and Ignores(a, b) and Ignores(a, c)))) & (forall g (forall f (Ignores(f,g) ->   CanBeMadeSensational(f)))) & (forall h (forall i (  Ignores(h,i) ->   CanBeMadeSensational(h)))) & (forall j (  IsSensational(j) ->   CanBeMadeSensational(j))) & (forall l (forall k (  Ignores(k,l) ->   IsSensational(k)))) & (forall m (forall n (  Ignores(m,n) ->   IsSensational(m))))) -> (exists a (exists b (exists c ((Ignores(a, b) and Ignores(a, c) and IsUnusual(a)) and IsSensational(a)))))",1
100,,1,"Coach talks with football player, other players and crowd in background. Thus, a football coach talks with his player in front of the team and the crowd."," ""A football coach talks with a football player in front of the team and the crowd."""," ""A football coach talks with a football player in public.""","TalksWith(a, b),  InFrontOf(a, c),  InFrontOf(a, d)","TalksWith(a, e),  InPublic(a)","[('TalksWith(a, b)', '  InPublic(a)'), ('  InFrontOf(a, c)', '  InPublic(a)'), ('  InPublic(a)', '  InFrontOf(a, c)'), ('TalksWith(a, e)', '  InFrontOf(a, d)'), ('  InFrontOf(a, d)', '  InPublic(a)')]","[(' A football coach', ' Football coach')]","[(' a football player', ' football player')]","TalksWith(a, b) and InFrontOf(a, c) and InFrontOf(a, d)","TalksWith(a, e) and InPublic(a)","(exists b (TalksWith(a, b) and InFrontOf(a, c) and InFrontOf(a, d)) & (forall a (forall b (TalksWith(a, b) ->   InPublic(a)))) & (forall a (forall c (  InFrontOf(a, c) ->   InPublic(a)))) & (forall a (forall c (  InPublic(a) ->   InFrontOf(a, c)))) & (forall a (forall e (forall d (TalksWith(a, e) ->   InFrontOf(a, d))))) & (forall a (forall d (  InFrontOf(a, d) ->   InPublic(a))))) -> (forall e (TalksWith(a, e) and InPublic(a)))","(exists a (exists b (exists d (exists c (TalksWith(a, b) and InFrontOf(a, c) and InFrontOf(a, d))))) & (forall h (forall i (TalksWith(h,i) ->   InPublic(h)))) & (forall j (forall k (  InFrontOf(j,k) ->   InPublic(j)))) & (forall m (forall l (  InPublic(l) ->   InFrontOf(l,m)))) & (forall o (forall p (forall n (TalksWith(n,o) ->   InFrontOf(n,p))))) & (forall r (forall q (  InFrontOf(q,r) ->   InPublic(q))))) -> (exists a (exists e (TalksWith(a, e) and InPublic(a))))",1
101,,1,"Two men watching one man make a golf putt on the set of Sports Center. As a consequence, people watching sports.", Two men are watching one man make a golf putt on the set of Sports Center.  , People watch sports.,"Watching(a, b),  MakesGolfPutt(b, c),  OnSet(d),  IsPartOf(d, e)","Watches(f, g)",[],[],"[(' Two men', ' People'), (' one man', ' People'), (' golf putt', ' sports')]","Watching(a, b) and MakesGolfPutt(b, c) and OnSet(d) and IsPartOf(d, e)","Watches(f, g)","(exists c (exists b (exists a (Watching(a, b) and MakesGolfPutt(b, c) and OnSet(d) and IsPartOf(d, e))))) -> (forall g (forall f (Watches(f, g))))","(exists c (exists e (exists a (exists d (exists b (Watching(a, b) and MakesGolfPutt(b, c) and OnSet(d) and IsPartOf(d, e))))))) -> (exists g (exists f (Watches(f, g))))",0
102,,1,"Six women wait to use a port-o-john in a field. Thus, women are outside."," ""Six women wait to use a port-o-john in a field.""  "," ""Women are outside.""","WaitsToUse(a, b),  IsInField(b)",IsOutside(d),"[('WaitsToUse(a, b)', 'IsOutside(d)'), ('  IsInField(b)', 'IsOutside(d)')]",[],"[(' Six women', ' Women')]","WaitsToUse(a, b) and IsInField(b)",IsOutside(d),"(exists a (WaitsToUse(a, b) and IsInField(b)) & (forall a (forall b (forall d (WaitsToUse(a, b) -> IsOutside(d))))) & (forall d (forall b (  IsInField(b) -> IsOutside(d))))) -> (forall d (IsOutside(d)))","(exists a (exists b (WaitsToUse(a, b) and IsInField(b))) & (forall g (forall f (forall e (WaitsToUse(e,f) -> IsOutside(g))))) & (forall h (forall i (  IsInField(h) -> IsOutside(i))))) -> (exists d (IsOutside(d)))",1
103,,1,Women wearing a black top and glasses speaking into a blue tipped microphone with another woman beside her writing. It follows that one woman speaking into a microphone while a second woman writes beside her.," A woman is wearing a black top and glasses while speaking into a blue-tipped microphone, and another woman is writing beside her.", One woman speaks into a microphone while a second woman writes beside her.,"IsWearing(a, b),  IsWearing(a, c),  IsSpeakingInto(a, d),  IsWriting(e)","IsSpeakingInto(a, f),  IsWriting(g)","[('  IsSpeakingInto(a, d)', '  IsWriting(g)'), ('  IsWriting(g)', '  IsSpeakingInto(a, d)'), ('IsSpeakingInto(a, f)', '  IsWriting(e)')]","[(' A woman', ' One woman')]","[(' a blue-tipped microphone', ' microphone')]","IsWearing(a, b) and IsWearing(a, c) and IsSpeakingInto(a, d) and IsWriting(e)","IsSpeakingInto(a, f) and IsWriting(g)","(exists d (IsWearing(a, b) and IsWearing(a, c) and IsSpeakingInto(a, d) and IsWriting(e)) & (forall a (forall g (forall d (  IsSpeakingInto(a, d) ->   IsWriting(g))))) & (forall a (forall g (forall d (  IsWriting(g) ->   IsSpeakingInto(a, d))))) & (forall a (forall f (forall e (IsSpeakingInto(a, f) ->   IsWriting(e)))))) -> (forall f (IsSpeakingInto(a, f) and IsWriting(g)))","(exists c (exists e (exists a (exists d (exists b (IsWearing(a, b) and IsWearing(a, c) and IsSpeakingInto(a, d) and IsWriting(e)))))) & (forall j (forall i (forall k (  IsSpeakingInto(i,j) ->   IsWriting(k))))) & (forall m (forall n (forall l (  IsWriting(l) ->   IsSpeakingInto(m,n))))) & (forall o (forall p (forall q (IsSpeakingInto(o,p) ->   IsWriting(q)))))) -> (exists a (exists g (exists f (IsSpeakingInto(a, f) and IsWriting(g)))))",0
104,,1,"One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat is sitting on the ground. Therefore, a tan girl runs leans over an object."," ""A tan girl with a wool hat is running and leaning over an object."""," ""A tan girl runs and leans over an object.""","IsTan(a),  HasWoolHat(a),  IsRunning(a),  IsLeaningOver(a, b)","IsTan(a),  IsRunning(a),  IsLeaningOver(a, b)","[('  IsRunning(a)', 'IsTan(a)'), ('IsTan(a)', '  IsLeaningOver(a, b)'), ('  IsLeaningOver(a, b)', 'IsTan(a)'), ('  HasWoolHat(a)', 'IsTan(a)'), ('  HasWoolHat(a)', '  IsLeaningOver(a, b)'), ('  IsRunning(a)', 'IsTan(a)'), ('  IsRunning(a)', '  IsLeaningOver(a, b)'), ('  IsLeaningOver(a, b)', '  IsRunning(a)'), ('  IsLeaningOver(a, b)', 'IsTan(a)')]","[(' A tan girl', ' A tan girl'), (' an object', ' an object')]","[(' a wool hat', ' an object')]","IsTan(a) and HasWoolHat(a) and IsRunning(a) and IsLeaningOver(a, b)","IsTan(a) and IsRunning(a) and IsLeaningOver(a, b)","(IsTan(a) and HasWoolHat(a) and IsRunning(a) and IsLeaningOver(a, b) & (forall a (  IsRunning(a) -> IsTan(a))) & (forall a (forall b (IsTan(a) ->   IsLeaningOver(a, b)))) & (forall a (forall b (  IsLeaningOver(a, b) -> IsTan(a)))) & (forall a (  HasWoolHat(a) -> IsTan(a))) & (forall a (forall b (  HasWoolHat(a) ->   IsLeaningOver(a, b)))) & (forall a (  IsRunning(a) -> IsTan(a))) & (forall a (forall b (  IsRunning(a) ->   IsLeaningOver(a, b)))) & (forall a (forall b (  IsLeaningOver(a, b) ->   IsRunning(a)))) & (forall a (forall b (  IsLeaningOver(a, b) -> IsTan(a))))) -> (IsTan(a) and IsRunning(a) and IsLeaningOver(a, b))","(exists a (exists b (IsTan(a) and HasWoolHat(a) and IsRunning(a) and IsLeaningOver(a, b))) & (forall d (  IsRunning(d) -> IsTan(d))) & (forall f (forall e (IsTan(e) ->   IsLeaningOver(e,f)))) & (forall g (forall h (  IsLeaningOver(g,h) -> IsTan(g)))) & (forall i (  HasWoolHat(i) -> IsTan(i))) & (forall j (forall k (  HasWoolHat(j) ->   IsLeaningOver(j,k)))) & (forall l (  IsRunning(l) -> IsTan(l))) & (forall m (forall n (  IsRunning(m) ->   IsLeaningOver(m,n)))) & (forall o (forall p (  IsLeaningOver(o,p) ->   IsRunning(o)))) & (forall r (forall q (  IsLeaningOver(q,r) -> IsTan(q))))) -> (exists a (exists b (IsTan(a) and IsRunning(a) and IsLeaningOver(a, b))))",1
105,,1,A scientist studies a slide in order to work on her new creation. It follows that a scientist studies a slide that is related to her invention., A scientist studies a slide related to her invention.  , A scientist works on her new creation.,"Studies(a, b),  IsRelatedTo(b, c)","WorksOn(a, d)",[],"[(' A scientist', ' A scientist')]",[],"Studies(a, b) and IsRelatedTo(b, c)","WorksOn(a, d)","(Studies(a, b) and IsRelatedTo(b, c)) -> (WorksOn(a, d))","(exists a (exists b (exists c (Studies(a, b) and IsRelatedTo(b, c))))) -> (exists a (exists d (WorksOn(a, d))))",0
106,,1,"A red dog jumps and catches a tennis ball in its mouth. Consequently, a dog catching a ball."," ""A red dog jumps and catches a tennis ball in its mouth.""  "," ""A dog catches a ball.""","IsRed(a),  Jumps(a),  Catches(b,a),  IsInMouth(b,c)","Catches(e,d)","[('IsRed(a)', 'Catches(e,d)')]",[],"[(' A red dog', ' A dog'), (' a tennis ball', ' a ball')]","IsRed(a) and Jumps(a) and Catches(b,a) and IsInMouth(b,c)","Catches(d,e)","(exists b (exists a (IsRed(a) and Jumps(a) and Catches(b,a) and IsInMouth(b,c))) & (forall a (forall e (forall d (IsRed(a) -> Catches(e,d)))))) -> (forall e (forall d (Catches(d,e))))","(exists a (exists b (exists c (IsRed(a) and Jumps(a) and Catches(b,a) and IsInMouth(b,c)))) & (forall g (forall f (forall h (IsRed(f) -> Catches(g,h)))))) -> (exists d (exists e (Catches(d,e))))",1
107,,1,"A group of dogs stand in the snow. Thus, there are animals outdoors.", A group of dogs stand in the snow.  , There are animals outdoors.,StandInSnow(a),AreOutdoors(c),"[('StandInSnow(a)', 'AreOutdoors(c)')]",[],"[(' A group of dogs', ' Animals')]",StandInSnow(a),AreOutdoors(c),(exists a (StandInSnow(a)) & (forall a (forall c (StandInSnow(a) -> AreOutdoors(c))))) -> (forall c (AreOutdoors(c))),(exists a (StandInSnow(a)) & (forall f (forall e (StandInSnow(e) -> AreOutdoors(f))))) -> (exists c (AreOutdoors(c))),1
108,,1,This person looks to be snowboarding on a very small pile of snow on a sunny cold day. This implies that young snowboarder sizing up their next jump.," ""This person is snowboarding on a very small pile of snow on a sunny cold day.""  "," ""The young snowboarder is sizing up the next jump.""","IsSnowboarding(a),  IsOn(a, b),  IsSunny(c),  IsCold(c)","IsYoung(d),  IsSnowboarder(d),  IsSizingUp(d, e)","[('IsYoung(d)', 'IsSnowboarding(a)'), ('  IsSnowboarder(d)', 'IsSnowboarding(a)')]",[],[],"IsSnowboarding(a) and IsOn(a, b) and IsSunny(c) and IsCold(c)","IsYoung(d) and IsSnowboarder(d) and IsSizingUp(d, e)","(IsSnowboarding(a) and IsOn(a, b) and IsSunny(c) and IsCold(c) & (forall d (forall a (IsYoung(d) -> IsSnowboarding(a)))) & (forall d (forall a (  IsSnowboarder(d) -> IsSnowboarding(a))))) -> (IsYoung(d) and IsSnowboarder(d) and IsSizingUp(d, e))","(exists a (exists b (exists c (IsSnowboarding(a) and IsOn(a, b) and IsSunny(c) and IsCold(c)))) & (forall g (forall f (IsYoung(f) -> IsSnowboarding(g)))) & (forall h (forall i (  IsSnowboarder(h) -> IsSnowboarding(i))))) -> (exists d (exists e (IsYoung(d) and IsSnowboarder(d) and IsSizingUp(d, e))))",0
109,,1,"A large number of people are watching men dressed in kilts, one of whom has thrown a long pole. As a consequence, people watch men in kilts."," ""A large number of people are watching men dressed in kilts, one of whom has thrown a long pole."""," ""People watch men in kilts.""","IsLargeNumber(c),  AreWatching(c, a),  AreDressedIn(a, b),  HasThrown(d, e)","AreWatching(f, a),  AreInKilts(a)","[('AreWatching(f, a)', 'IsLargeNumber(c)'), ('  AreInKilts(a)', '  AreWatching(c, a)'), ('  AreDressedIn(a, b)', '  AreInKilts(a)'), ('  AreInKilts(a)', '  AreDressedIn(a, b)'), ('  HasThrown(d, e)', 'AreWatching(f, a)'), ('  HasThrown(d, e)', '  AreInKilts(a)')]","[(' men', ' men'), (' kilts', ' kilts')]","[(' A large number of people', ' People'), (' men', ' People')]","IsLargeNumber(c) and AreWatching(c, a) and AreDressedIn(a, b) and HasThrown(d, e)","AreWatching(f, a) and AreInKilts(a)","(exists a (exists c (IsLargeNumber(c) and AreWatching(c, a) and AreDressedIn(a, b) and HasThrown(d, e))) & (forall a (forall f (forall c (AreWatching(f, a) -> IsLargeNumber(c))))) & (forall a (forall c (  AreInKilts(a) ->   AreWatching(c, a)))) & (forall a (forall b (  AreDressedIn(a, b) ->   AreInKilts(a)))) & (forall a (forall b (  AreInKilts(a) ->   AreDressedIn(a, b)))) & (forall d (forall a (forall f (forall e (  HasThrown(d, e) -> AreWatching(f, a)))))) & (forall d (forall a (forall e (  HasThrown(d, e) ->   AreInKilts(a)))))) -> (forall f (AreWatching(f, a) and AreInKilts(a)))","(exists c (exists e (exists a (exists d (exists b (IsLargeNumber(c) and AreWatching(c, a) and AreDressedIn(a, b) and HasThrown(d, e)))))) & (forall g (forall h (forall i (AreWatching(g,h) -> IsLargeNumber(i))))) & (forall j (forall l (forall k (  AreInKilts(j) ->   AreWatching(k,l))))) & (forall m (forall n (  AreDressedIn(m,n) ->   AreInKilts(m)))) & (forall o (forall p (  AreInKilts(o) ->   AreDressedIn(o,p)))) & (forall r (forall t (forall q (forall s (  HasThrown(q,r) -> AreWatching(s,t)))))) & (forall u (forall v (forall w (  HasThrown(u,v) ->   AreInKilts(w)))))) -> (exists a (exists f (AreWatching(f, a) and AreInKilts(a))))",1
110,,1,"A boy is riding down the road between two cows. Consequently, a boy, a road and two cows."," ""A boy is riding down the road between two cows."""," ""There is a boy, a road, and two cows.""","IsRidingDown(a, c),  IsBetween(a, b)","IsOnThe(a, d),  IsNear(a, b)","[('  IsBetween(a, b)', '  IsNear(a, b)')]","[(' A boy', ' A boy'), (' two cows', ' two cows')]",[],"IsRidingDown(a, c) and IsBetween(a, b)","IsOnThe(a, d) and IsNear(a, b)","(IsRidingDown(a, c) and IsBetween(a, b) & (forall a (forall b (  IsBetween(a, b) ->   IsNear(a, b))))) -> (IsOnThe(a, d) and IsNear(a, b))","(exists a (exists b (exists c (IsRidingDown(a, c) and IsBetween(a, b)))) & (forall f (forall e (  IsBetween(e,f) ->   IsNear(e,f))))) -> (exists a (exists b (exists d (IsOnThe(a, d) and IsNear(a, b)))))",0
111,,1,A bald man is getting out of a small blue car. It follows that the man is bald.," ""A bald man is getting out of a small blue car.""  "," ""The man is bald.""","IsBald(a),  IsGettingOutOf(a, b)",IsBald(c),"[('  IsGettingOutOf(a, b)', 'IsBald(c)')]",[],"[(' Bald man', ' The man')]","IsBald(a) and IsGettingOutOf(a, b)",IsBald(c),"(exists a (IsBald(a) and IsGettingOutOf(a, b)) & (forall a (forall b (forall c (  IsGettingOutOf(a, b) -> IsBald(c)))))) -> (forall c (IsBald(c)))","(exists a (exists b (IsBald(a) and IsGettingOutOf(a, b))) & (forall d (forall f (forall e (  IsGettingOutOf(d,e) -> IsBald(f)))))) -> (exists c (IsBald(c)))",1
