Unnamed: 0,label,updated_label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result,logical_fallacies
0,0,,"Access to cleaner water has increased ; mortality from ‘ Extreme Weather Events ’ has declined by 99 per cent since the 1920s ; fewer people are dying from heat ; death rates from climate-sensitive diseases like malaria and diarrhoea have decreased ( since 1900 malaria death rates have declined 96 per cent ) ; hunger rates have declined ; poverty has declined ( GDP per capita has quadrupled since 1950 even as CO2 levels have sextupled ) ; life expectancy has more than doubled since the start of industrialisation ; health adjusted life expectancy has increased ; global inequality has decreased in terms of incomes , life expectancies and access to modern-day amenities ; the earth is green and more productive ; habitat lost to agriculture has peaked due to fossil fuel dependent technologies ."," Access to cleaner water has increased. Mortality from extreme weather events has declined by 99 per cent since the 1920s. Fewer people are dying from heat. Death rates from climate-sensitive diseases like malaria and diarrhoea have decreased. Since 1900 malaria death rates have declined 96 per cent. Hunger rates have declined. Poverty has declined. GDP per capita has quadrupled since 1950 even as CO2 levels have sextupled. Life expectancy has more than doubled since the start of industrialisation. Health adjusted life expectancy has increased. Global inequality has decreased in terms of incomes, life expectancies and access to modern-day amenities. The earth is green and more productive. Habitat lost to agriculture has peaked due to fossil fuel dependent technologies.", Human prosperity has increased despite environmental challenges.,"IsIncreased(b),  HasDeclinedBy99Percent(c),  IsExtremeWeatherEvent(d),  AreDyingFrom(e, f),  AreClimateSensitive(h),  HaveDecreased(g, h),  HaveDeclinedBy96Percent(k),  HaveDeclined(l),  HasDeclined(m),  HasQuadrupledSince1950(n),  HaveSextupled(o),  HasMoreThanDoubledSince(p, q),  HasIncreased(r),  HasDecreasedInTermsOfIncomes(s),  HasDecreasedInTermsOfLifeExpectancies(s),  HasDecreasedInTermsOfAccessToModernDayAmenities(s),  IsGreen(v),  IsMoreProductive(v),  HasPeaked(w, x, y)",IsIncreased(a),"[('  HasDecreasedInTermsOfIncomes(s)', 'IsIncreased(a)'), ('IsIncreased(a)', '  HasDecreasedInTermsOfLifeExpectancies(s)')]","[(' Human prosperity', ' access to modern-day amenities')]","[(' Access to cleaner water', ' Human prosperity'), (' extreme weather events', ' environmental challenges'), (' heat', ' environmental challenges'), (' climate-sensitive diseases', ' environmental challenges'), (' GDP per capita', ' Human prosperity'), (' CO2 levels', ' environmental challenges'), (' life expectancy', ' Human prosperity'), (' incomes', ' Human prosperity')]","IsIncreased(b) and HasDeclinedBy99Percent(c) and IsExtremeWeatherEvent(d) and ~AreDyingFrom(e, f) and HaveDecreased(g, h) and HaveDeclinedBy96Percent(k) and HaveDeclined(l) and HasDeclined(m) and HasQuadrupledSince1950(n) and HaveSextupled(o) and HasMoreThanDoubledSince(p, q) and HasIncreased(r) and HasDecreasedInTermsOfIncomes(s) and HasDecreasedInTermsOfLifeExpectancies(s) and HasDecreasedInTermsOfAccessToModernDayAmenities(s) and IsGreen(v) and IsMoreProductive(v) and HasPeaked(w, x, y)",IsIncreased(a),"(exists p (exists n (exists b (IsIncreased(b) and HasDeclinedBy99Percent(c) and IsExtremeWeatherEvent(d) and ~AreDyingFrom(e, f) and HaveDecreased(g, h) and HaveDeclinedBy96Percent(k) and HaveDeclined(l) and HasDeclined(m) and HasQuadrupledSince1950(n) and HaveSextupled(o) and HasMoreThanDoubledSince(p, q) and HasIncreased(r) and HasDecreasedInTermsOfIncomes(s) and HasDecreasedInTermsOfLifeExpectancies(s) and HasDecreasedInTermsOfAccessToModernDayAmenities(s) and IsGreen(v) and IsMoreProductive(v) and HasPeaked(w, x, y)))) & (forall s (forall a (  HasDecreasedInTermsOfIncomes(s) -> IsIncreased(a)))) & (forall s (forall a (IsIncreased(a) ->   HasDecreasedInTermsOfLifeExpectancies(s))))) -> (forall a (IsIncreased(a)))","(exists k (exists h (exists g (exists o (exists x (exists v (exists w (exists y (exists c (exists m (exists r (exists e (exists n (exists s (exists l (exists q (exists f (exists d (exists p (exists b (IsIncreased(b) and HasDeclinedBy99Percent(c) and IsExtremeWeatherEvent(d) and ~AreDyingFrom(e, f) and HaveDecreased(g, h) and HaveDeclinedBy96Percent(k) and HaveDeclined(l) and HasDeclined(m) and HasQuadrupledSince1950(n) and HaveSextupled(o) and HasMoreThanDoubledSince(p, q) and HasIncreased(r) and HasDecreasedInTermsOfIncomes(s) and HasDecreasedInTermsOfLifeExpectancies(s) and HasDecreasedInTermsOfAccessToModernDayAmenities(s) and IsGreen(v) and IsMoreProductive(v) and HasPeaked(w, x, y))))))))))))))))))))) & (  HasDecreasedInTermsOfIncomes(|) -> IsIncreased(})) & (IsIncreased(~) ->   HasDecreasedInTermsOfLifeExpectancies())) -> (exists a (IsIncreased(a)))",,appeal to emotion
1,0,,"In its 2015 human-rights report on the island nation , the U.S. State Department said that significant problems include “ chronic government corruption , and chronic domestic violence , ” along with “ child abuse , sex trafficking , and lack of legal provisions protecting worker ’ s rights. ”"," The U.S. State Department reported significant problems in the island nation, including chronic government corruption, chronic domestic violence, child abuse, sex trafficking, and lack of legal provisions protecting workers' rights.", The island nation has serious human-rights issues.,"ReportedProblems(a, b),  IsChronic(c),  IsChronic(d),  IsPresent(e),  IsPresent(f),  Lacks(g, h)","HasSeriousIssues(i, j)","[('ReportedProblems(a, b)', 'HasSeriousIssues(i, j)'), ('HasSeriousIssues(i, j)', 'ReportedProblems(a, b)'), ('  IsChronic(c)', 'HasSeriousIssues(i, j)'), ('HasSeriousIssues(i, j)', '  IsChronic(c)'), ('  IsChronic(d)', 'HasSeriousIssues(i, j)'), ('HasSeriousIssues(i, j)', '  IsChronic(d)'), ('  IsPresent(e)', 'HasSeriousIssues(i, j)'), ('HasSeriousIssues(i, j)', '  IsPresent(e)'), ('  IsPresent(f)', 'HasSeriousIssues(i, j)'), ('HasSeriousIssues(i, j)', '  IsPresent(f)'), ('  Lacks(g, h)', 'HasSeriousIssues(i, j)'), ('HasSeriousIssues(i, j)', '  Lacks(g, h)')]",[],"[(' domestic violence', ' human-rights issues'), (' child abuse', ' human-rights issues'), (' sex trafficking', ' human-rights issues'), ("" workers' rights."", ' human-rights issues')]","ReportedProblems(a, b) and IsChronic(c) and IsChronic(d) and IsPresent(e) and IsPresent(f) and Lacks(g, h)","HasSeriousIssues(i, j)","(exists h (exists f (exists e (exists d (ReportedProblems(a, b) and IsChronic(c) and IsChronic(d) and IsPresent(e) and IsPresent(f) and Lacks(g, h))))) & (forall j (forall i (forall a (forall b (ReportedProblems(a, b) -> HasSeriousIssues(i, j)))))) & (forall j (forall i (forall a (forall b (HasSeriousIssues(i, j) -> ReportedProblems(a, b)))))) & (forall j (forall i (forall c (  IsChronic(c) -> HasSeriousIssues(i, j))))) & (forall j (forall i (forall c (HasSeriousIssues(i, j) ->   IsChronic(c))))) & (forall j (forall d (forall i (  IsChronic(d) -> HasSeriousIssues(i, j))))) & (forall j (forall i (forall d (HasSeriousIssues(i, j) ->   IsChronic(d))))) & (forall j (forall i (forall e (  IsPresent(e) -> HasSeriousIssues(i, j))))) & (forall j (forall i (forall e (HasSeriousIssues(i, j) ->   IsPresent(e))))) & (forall j (forall i (forall f (  IsPresent(f) -> HasSeriousIssues(i, j))))) & (forall j (forall i (forall f (HasSeriousIssues(i, j) ->   IsPresent(f))))) & (forall j (forall i (forall h (forall g (  Lacks(g, h) -> HasSeriousIssues(i, j)))))) & (forall j (forall i (forall h (forall g (HasSeriousIssues(i, j) ->   Lacks(g, h))))))) -> (forall j (HasSeriousIssues(i, j)))","(exists h (exists g (exists f (exists d (exists b (exists c (exists e (exists a (ReportedProblems(a, b) and IsChronic(c) and IsChronic(d) and IsPresent(e) and IsPresent(f) and Lacks(g, h))))))))) & (forall m (forall k (forall l (forall n (ReportedProblems(k,l) -> HasSeriousIssues(m,n)))))) & (forall o (forall r (forall p (forall q (HasSeriousIssues(o,p) -> ReportedProblems(q,r)))))) & (forall s (forall t (forall u (  IsChronic(s) -> HasSeriousIssues(t,u))))) & (forall x (forall v (forall w (HasSeriousIssues(v,w) ->   IsChronic(x))))) & (forall y (forall z (  IsChronic(y) -> HasSeriousIssues(z,{)))) & (HasSeriousIssues(|,}) ->   IsChronic(~)) & (  IsPresent() -> HasSeriousIssues(,)) & (HasSeriousIssues(,) ->   IsPresent()) & (  IsPresent() -> HasSeriousIssues(,)) & (HasSeriousIssues(,) ->   IsPresent()) & (  Lacks(,) -> HasSeriousIssues(,)) & (HasSeriousIssues(,) ->   Lacks(,))) -> (exists j (exists i (HasSeriousIssues(i, j))))",,ad hominem
2,0,,"Sea levels are projected to rise by more than 3 feet by the end of the century , wiping away beaches and coastal properties .", Sea levels are projected to rise by more than 3 feet by the end of the century., Beaches and coastal properties will be wiped away.,"AreProjectedToRise(a),  ByEndOfCentury(a, b)","IsWipedAway(c),  IsWipedAway(d)","[('AreProjectedToRise(a)', 'IsWipedAway(c)'), ('  ByEndOfCentury(a, b)', '  IsWipedAway(d)')]",[],[],"AreProjectedToRise(a) and ByEndOfCentury(a, b)",IsWipedAway(c) and IsWipedAway(d),"(AreProjectedToRise(a) and ByEndOfCentury(a, b) & (forall a (forall c (AreProjectedToRise(a) -> IsWipedAway(c)))) & (forall d (forall a (forall b (  ByEndOfCentury(a, b) ->   IsWipedAway(d)))))) -> (IsWipedAway(c) and IsWipedAway(d))","(exists a (exists b (AreProjectedToRise(a) and ByEndOfCentury(a, b))) & (forall e (forall f (AreProjectedToRise(e) -> IsWipedAway(f)))) & (forall i (forall h (forall g (  ByEndOfCentury(g,h) ->   IsWipedAway(i)))))) -> (exists d (exists c (IsWipedAway(c) and IsWipedAway(d))))",Valid,faulty generalization
3,0,,"As we 've noted in this space , the idea of `` settled science '' peddled by environmentalists and politicians defies the history of science , which has seen repeated upheavals of previous forms of `` settled science . ''"," The idea of ""settled science"" defies the history of science, which has seen repeated upheavals of previous forms of ""settled science.""", Science is not settled.,"Defies(a, c),  IsOf(d, e),  IsOf(e, f)",IsNotSettled(g),[],[],"[(' settled science', ' Science'), (' the history of science', ' Science'), (' settled science.', ' Science')]","Defies(a, c) and IsOf(d, e) and IsOf(e, f)",IsNotSettled(g),"(exists f (exists c (Defies(a, c) and IsOf(d, e) and IsOf(e, f)))) -> (forall g (IsNotSettled(g)))","(exists f (exists d (exists c (exists e (exists a (Defies(a, c) and IsOf(d, e) and IsOf(e, f))))))) -> (exists g (IsNotSettled(g)))",LF,faulty generalization
4,0,,"`` When scientists say bears are going extinct , I want people to realize what it looks like . Bears are going to starve to death , '' said Nicklen . ``"," ""Scientists say bears are going extinct.""  "," ""Bears are going to starve to death.""","SaysGoingExtinct(b, a)",IsGoingToStarveToDeath(a),[],"[(' bears', ' Bears')]",[],"SaysGoingExtinct(b, a)",IsGoingToStarveToDeath(a),"(SaysGoingExtinct(b, a)) -> (IsGoingToStarveToDeath(a))","(exists a (exists b (SaysGoingExtinct(b, a)))) -> (exists a (IsGoingToStarveToDeath(a)))",LF,appeal to emotion
5,0,,"No one and nothing would experience it directly since we all live in regions , not the globe ."," We all live in regions, not the globe.  ", No one and nothing would experience the globe directly.,"LiveIn(b, c)","ExperienceDirectly(d, a),  ExperienceDirectly(e, a)",[],"[(' globe', ' globe')]","[(' regions', ' globe')]","LiveIn(b, c) and ~LiveIn(b, a)","~ExperienceDirectly(d, a) and ~ExperienceDirectly(e, a)","(exists c (LiveIn(b, c) and ~LiveIn(b, a))) -> (forall a (~ExperienceDirectly(d, a) and ~ExperienceDirectly(e, a)))","(exists a (exists b (exists c (LiveIn(b, c) and ~LiveIn(b, a))))) -> (exists e (exists d (exists a (~ExperienceDirectly(d, a) and ~ExperienceDirectly(e, a)))))",LF,equivocation
6,0,,"By 2070 , that could be about a third of the overall global population at that time ."," By 2070, about a third of the overall global population could be affected.", A significant portion of the global population will be affected by 2070.,IsAffected(a),"IsAffected(b),  IsPartOf(b, a)",[],"[(' Overall global population', ' global population')]",[],IsAffected(a),"IsPartOf(b, a) and IsAffected(b)","(IsAffected(a)) -> (IsPartOf(b, a) and IsAffected(b))","(exists a (IsAffected(a))) -> (exists a (exists b (IsPartOf(b, a) and IsAffected(b))))",LF,intentional
7,0,,"Dirty water , dirty air
and insect-borne diseases are a far greater problem today for most people world-wide . Habitat loss and human predation are a far greater problem for most animals . Elephants
won ’ t make it to see a warmer climate ."," ""Dirty water, dirty air, and insect-borne diseases are a far greater problem today for most people worldwide. Habitat loss and human predation are a far greater problem for most animals. Elephants won't make it to see a warmer climate."""," ""Current environmental issues are more pressing than future climate change for people and animals.""","IsDirty(b),  IsDirty(c),  IsInsectBorne(d),  IsGreaterProblemFor(b, a),  IsGreaterProblemFor(c, a),  IsGreaterProblemFor(d, a),  IsHabitatLoss(e),  IsPredation(f),  IsGreaterProblemFor(e, a),  IsGreaterProblemFor(f, a),  Won'tSee(g, h)","ArePressing(i),  AreMorePressingThan(i, j),  ArePressingFor(i, k),  ArePressingFor(i, a)","[('IsDirty(b)', 'ArePressing(i)'), ('  ArePressingFor(i, k)', 'IsDirty(b)'), ('  IsDirty(c)', 'ArePressing(i)'), ('ArePressing(i)', '  IsDirty(c)'), ('  ArePressingFor(i, k)', '  IsDirty(c)'), ('  IsInsectBorne(d)', 'ArePressing(i)'), ('  ArePressingFor(i, k)', '  IsGreaterProblemFor(b, a)'), ('ArePressing(i)', '  IsGreaterProblemFor(c, a)'), ('  ArePressingFor(i, a)', '  IsGreaterProblemFor(c, a)'), ('  ArePressingFor(i, a)', '  IsGreaterProblemFor(d, a)'), ('ArePressing(i)', '  IsHabitatLoss(e)'), ('  IsPredation(f)', 'ArePressing(i)'), (""  Won'tSee(g, h)"", 'ArePressing(i)')]","[(' animals', ' most people worldwide'), (' animals', ' most animals')]","[(' Dirty water', ' Current environmental issues'), (' dirty air', ' Current environmental issues'), (' insect-borne diseases', ' Current environmental issues'), (' most people worldwide', ' people'), (' habitat loss', ' Current environmental issues'), (' human predation', ' Current environmental issues'), (' elephants', ' animals'), (' a warmer climate', ' future climate change')]","(IsDirty(b) and IsDirty(c) and IsInsectBorne(d) and IsGreaterProblemFor(b, a) and IsGreaterProblemFor(c, a) and IsGreaterProblemFor(d, a)) and (IsHabitatLoss(e) and IsPredation(f) and IsGreaterProblemFor(e, a) and IsGreaterProblemFor(f, a)) and Won'tSee(g, h)","ArePressing(i) and AreMorePressingThan(i, j) and ArePressingFor(i, k) and ArePressingFor(i, a)","(exists h (exists g (exists f (exists e (exists a (exists d (exists c (exists b ((IsDirty(b) and IsDirty(c) and IsInsectBorne(d) and IsGreaterProblemFor(b, a) and IsGreaterProblemFor(c, a) and IsGreaterProblemFor(d, a)) and (IsHabitatLoss(e) and IsPredation(f) and IsGreaterProblemFor(e, a) and IsGreaterProblemFor(f, a)) and Won'tSee(g, h))))))))) & (forall i (forall b (IsDirty(b) -> ArePressing(i)))) & (forall i (forall k (forall b (  ArePressingFor(i, k) -> IsDirty(b))))) & (forall i (forall c (  IsDirty(c) -> ArePressing(i)))) & (forall i (forall c (ArePressing(i) ->   IsDirty(c)))) & (forall i (forall k (forall c (  ArePressingFor(i, k) ->   IsDirty(c))))) & (forall d (forall i (  IsInsectBorne(d) -> ArePressing(i)))) & (forall a (forall i (forall k (forall b (  ArePressingFor(i, k) ->   IsGreaterProblemFor(b, a)))))) & (forall i (forall a (forall c (ArePressing(i) ->   IsGreaterProblemFor(c, a))))) & (forall i (forall a (forall c (  ArePressingFor(i, a) ->   IsGreaterProblemFor(c, a))))) & (forall d (forall i (forall a (  ArePressingFor(i, a) ->   IsGreaterProblemFor(d, a))))) & (forall i (forall e (ArePressing(i) ->   IsHabitatLoss(e)))) & (forall i (forall f (  IsPredation(f) -> ArePressing(i)))) & (forall i (forall h (forall g (  Won'tSee(g, h) -> ArePressing(i)))))) -> (forall j (forall a (forall k (forall i (ArePressing(i) and AreMorePressingThan(i, j) and ArePressingFor(i, k) and ArePressingFor(i, a))))))","(exists h (exists g (exists f (exists d (exists b (exists c (exists e (exists a ((IsDirty(b) and IsDirty(c) and IsInsectBorne(d) and IsGreaterProblemFor(b, a) and IsGreaterProblemFor(c, a) and IsGreaterProblemFor(d, a)) and (IsHabitatLoss(e) and IsPredation(f) and IsGreaterProblemFor(e, a) and IsGreaterProblemFor(f, a)) and Won'tSee(g, h))))))))) & (forall o (forall n (IsDirty(n) -> ArePressing(o)))) & (forall q (forall r (forall p (  ArePressingFor(p,q) -> IsDirty(r))))) & (forall s (forall t (  IsDirty(s) -> ArePressing(t)))) & (forall v (forall u (ArePressing(u) ->   IsDirty(v)))) & (forall x (forall y (forall w (  ArePressingFor(w,x) ->   IsDirty(y))))) & (forall z (  IsInsectBorne(z) -> ArePressing({))) & (  ArePressingFor(|,}) ->   IsGreaterProblemFor(~,)) & (ArePressing() ->   IsGreaterProblemFor(,)) & (  ArePressingFor(,) ->   IsGreaterProblemFor(,)) & (  ArePressingFor(,) ->   IsGreaterProblemFor(,)) & (ArePressing() ->   IsHabitatLoss()) & (  IsPredation() -> ArePressing()) & (  Won'tSee(,) -> ArePressing())) -> (exists a (exists j (exists i (exists k (ArePressing(i) and AreMorePressingThan(i, j) and ArePressingFor(i, k) and ArePressingFor(i, a))))))",,fallacy of logic
8,0,,"The problem with the proponents of man-made climate change theories isn ’ t that they might be wrong . The real issue is the arrogance and zealotry found in people who see science not as an ongoing process , but as a religion .", Proponents of man-made climate change theories exhibit arrogance and zealotry.  , Science is like a religion to proponents of man-made climate change theories.,"ExhibitArrogance(a),  ExhibitZealotry(a)","IsLike(c, d)",[],"[(' Proponents', ' proponents'), (' man-made climate change theories', ' man-made climate change theories')]","[(' man-made climate change theories', ' Science')]",ExhibitArrogance(a) and ExhibitZealotry(a),"IsLike(c, d)","(ExhibitArrogance(a) and ExhibitZealotry(a)) -> (IsLike(c, d))","(exists a (ExhibitArrogance(a) and ExhibitZealotry(a))) -> (exists d (exists c (IsLike(c, d))))",LF,fallacy of extension
9,0,,"A recent study found that 9 million people died prematurely from pollution-related diseases in 2015 , accounting for 16 % of all deaths worldwide ."," ""9 million people died prematurely from pollution-related diseases in 2015, accounting for 16% of all deaths worldwide.""  "," ""Pollution causes a significant number of premature deaths worldwide.""","DiedPrematurely(b, c),  IsInYear(b, d),  AccountForPercentage(a, 16%)","Causes(e, a),  IsSignificant(a),  IsPrematureDeath(a)","[('Causes(e, a)', 'DiedPrematurely(b, c)')]","[(' premature deaths', ' all deaths worldwide')]","[(' pollution-related diseases', ' Pollution')]","DiedPrematurely(b, c) and IsInYear(b, d) and AccountForPercentage(a, 16%)","Causes(e, a) and IsSignificant(a) and IsPrematureDeath(a)","(exists c (DiedPrematurely(b, c) and IsInYear(b, d) and AccountForPercentage(a, 16%)) & (forall a (forall e (forall b (forall c (Causes(e, a) -> DiedPrematurely(b, c))))))) -> (forall e (Causes(e, a) and IsSignificant(a) and IsPrematureDeath(a)))","(exists d (exists a (exists b (exists c (DiedPrematurely(b, c) and IsInYear(b, d) and AccountForPercentage(a, 16%))))) & (forall j (forall i (forall h (forall g (Causes(g,h) -> DiedPrematurely(i,j))))))) -> (exists a (exists e (Causes(e, a) and IsSignificant(a) and IsPrematureDeath(a))))",,ad populum
10,0,,"Ice core drilling shows that 800 years after natural warming , the atmosphere increases in carbon dioxide . The zenith of the Little Ice Age was 300 years ago and since then we have slightly warmed and cooled during a long-term warming trend . Instrumental temperature measurements over the past 150 years show no correlation between human emissions of CO2 and ­temperature . On all timescales it can be shown that there is no correlation between CO2 emissions and global warming .", Instrumental temperature measurements over the past 150 years show no correlation between human emissions of CO2 and temperature., CO2 emissions do not cause global warming.,"ShowCorrelation(a,c,d),  AreOver(a,b)","Cause(e, f)",[],[],"[(' Instrumental temperature measurements', ' global warming.'), (' human emissions of CO2', ' CO2 emissions'), (' human emissions of CO2', ' global warming.')]","AreOver(a,b) and ~ShowCorrelation(a,c,d)","~Cause(e, f)","(exists c (exists a (AreOver(a,b) and ~ShowCorrelation(a,c,d)))) -> (forall e (forall f (~Cause(e, f))))","(exists d (exists a (exists b (exists c (AreOver(a,b) and ~ShowCorrelation(a,c,d)))))) -> (exists e (exists f (~Cause(e, f))))",LF,intentional
11,0,,There is no proof the current rate of change in Antarctica will continue ., There is no proof the current rate of change in Antarctica will continue.  , The rate of change in Antarctica might not continue.,"IsInAntarctica(c),  HasNoProof(b, c)",IsInAntarctica(d),[],"[(' Antarctica', ' Antarctica')]","[(' current rate of change', ' The rate of change')]","IsInAntarctica(c) and HasNoProof(b, c)",IsInAntarctica(d) and ~Continue(d),"(exists c (IsInAntarctica(c) and HasNoProof(b, c))) -> (forall d (IsInAntarctica(d) and ~Continue(d)))","(exists b (exists c (IsInAntarctica(c) and HasNoProof(b, c)))) -> (exists d (IsInAntarctica(d) and ~Continue(d)))",LF,intentional
12,0,,"Research shows that this process is overpowering the erosion from sea-level rise , leading to net land-area gain ."," This process is overpowering the erosion from sea-level rise, leading to net land-area gain.  ", There is net land-area gain despite sea-level rise.,"OverpowersErosion(c),  IsResultOf(a,b)","IsDespite(a,b)",[],"[(' sea-level rise', ' sea-level rise'), (' net land-area gain', ' Net land-area gain')]",[],"OverpowersErosion(c) and IsResultOf(a,b)","IsDespite(a,b)","(OverpowersErosion(c) and IsResultOf(a,b)) -> (IsDespite(a,b))","(exists a (exists b (exists c (OverpowersErosion(c) and IsResultOf(a,b))))) -> (exists a (exists b (IsDespite(a,b))))",LF,fallacy of credibility
13,0,,"When it thaws and is released , that carbon may evaporate as methane , which is 34 times as powerful a greenhouse-gas warming blanket as carbon dioxide when judged on the timescale of a century ; when judged on the timescale of two decades , it is 86 times as powerful .", Carbon may evaporate as methane when it thaws and is released.  , Methane is a powerful greenhouse gas.,"EvaporatesAs(b, a),  Thaws(b),  IsReleased(b)",IsPowerfulGreenhouseGas(a),"[('  Thaws(b)', 'IsPowerfulGreenhouseGas(a)')]","[(' methane', ' Methane')]","[(' methane', ' powerful greenhouse gas')]","Thaws(b) and IsReleased(b) and EvaporatesAs(b, a)",IsPowerfulGreenhouseGas(a),"(Thaws(b) and IsReleased(b) and EvaporatesAs(b, a) & (forall a (forall b (  Thaws(b) -> IsPowerfulGreenhouseGas(a))))) -> (IsPowerfulGreenhouseGas(a))","(exists a (exists b (Thaws(b) and IsReleased(b) and EvaporatesAs(b, a))) & (forall e (forall f (  Thaws(e) -> IsPowerfulGreenhouseGas(f))))) -> (exists a (IsPowerfulGreenhouseGas(a)))",Valid,false dilemma
14,0,,We are the envy of the world .," ""We are the envy of the world.""  "," ""The world envies us.""",IsEnviedByWorld(a),"Envies(b, a)","[('Envies(b, a)', 'IsEnviedByWorld(a)')]","[(' We', ' us'), (' world', ' The world')]",[],IsEnviedByWorld(a),"Envies(b, a)","(IsEnviedByWorld(a) & (forall a (forall b (Envies(b, a) -> IsEnviedByWorld(a))))) -> (Envies(b, a))","(exists a (IsEnviedByWorld(a)) & (forall h (forall f (forall g (Envies(f,g) -> IsEnviedByWorld(h)))))) -> (exists a (exists b (Envies(b, a))))",LF,appeal to emotion
15,0,,"The new research suggests that the oceans hundreds of millions of years ago were much cooler than we thought . If true , that means that the global warming we are currently undergoing is unparallelled within the last 100 million years , and far worse than we had previously calculated ."," ""The new research suggests that the oceans hundreds of millions of years ago were much cooler than we thought."""," ""The global warming we are currently undergoing is unparalleled within the last 100 million years and far worse than previously calculated.""","Suggests(b, c, a),  AreHundredsOfMillionsOfYearsAgo(c, d),  AreMuchCooler(c)","IsCurrentlyUndergoing(e, a),  IsUnparalleledWithin(f, e),  IsFarWorse(e)",[],"[(' we', ' we')]",[],"Suggests(b, c, a) and AreHundredsOfMillionsOfYearsAgo(c, d) and AreMuchCooler(c)","IsCurrentlyUndergoing(e, a) and IsUnparalleledWithin(f, e) and IsFarWorse(e)","(Suggests(b, c, a) and AreHundredsOfMillionsOfYearsAgo(c, d) and AreMuchCooler(c)) -> (IsCurrentlyUndergoing(e, a) and IsUnparalleledWithin(f, e) and IsFarWorse(e))","(exists d (exists a (exists b (exists c (Suggests(b, c, a) and AreHundredsOfMillionsOfYearsAgo(c, d) and AreMuchCooler(c)))))) -> (exists a (exists e (exists f (IsCurrentlyUndergoing(e, a) and IsUnparalleledWithin(f, e) and IsFarWorse(e)))))",LF,fallacy of credibility
16,0,,So it ’ s been a surprise to climate scientists that 2017 has been so remarkably warm — because the last El Niño ended a year ago ., 2017 has been remarkably warm., The climate has been unexpectedly warm despite the end of El Niño a year ago.,IsRemarkablyWarm(a),"IsUnexpectedlyWarm(b),  IsEnded(c)",[],[],[],IsRemarkablyWarm(a),IsUnexpectedlyWarm(b) and IsEnded(c),(IsRemarkablyWarm(a)) -> (IsUnexpectedlyWarm(b) and IsEnded(c)),(exists a (IsRemarkablyWarm(a))) -> (exists b (exists c (IsUnexpectedlyWarm(b) and IsEnded(c)))),LF,appeal to emotion
17,0,,"Although the extent of the summer sea ice after 2006 dropped abruptly to levels not expected until 2050 , the predicted 67-per-cent decline in polar bear numbers simply didn ’ t happen .", The 67-percent decline in polar bear numbers did not happen., The extent of the summer sea ice dropping after 2006 did not cause a decline in polar bear numbers.,"Is67PercentDecline(b),  IsPolarBearNumbers(a),  DidNotHappen(b)","IsSummerSeaIceExtent(c),  DroppedAfter2006(c),  DidNotCauseDecline(c, a),  IsPolarBearNumbers(a)","[('  DidNotCauseDecline(c, a)', '  DidNotHappen(b)')]","[(' polar bear numbers', ' polar bear numbers')]",[],Is67PercentDecline(b) and IsPolarBearNumbers(a) and ~DidNotHappen(b),"(DroppedAfter2006(c) and IsSummerSeaIceExtent(c) and IsPolarBearNumbers(a)) and ~DidNotCauseDecline(c, a)","(Is67PercentDecline(b) and IsPolarBearNumbers(a) and ~DidNotHappen(b) & (forall a (forall b (forall c (  DidNotCauseDecline(c, a) ->   DidNotHappen(b)))))) -> ((DroppedAfter2006(c) and IsSummerSeaIceExtent(c) and IsPolarBearNumbers(a)) and ~DidNotCauseDecline(c, a))","(exists a (exists b (Is67PercentDecline(b) and IsPolarBearNumbers(a) and ~DidNotHappen(b))) & (forall e (forall f (forall g (  DidNotCauseDecline(e,f) ->   DidNotHappen(g)))))) -> (exists a (exists c ((DroppedAfter2006(c) and IsSummerSeaIceExtent(c) and IsPolarBearNumbers(a)) and ~DidNotCauseDecline(c, a))))",,fallacy of extension
18,0,,"Not only do polls suggest the public is unmoved at home and in abroad , serial exaggeration at this point is arguably backfiring , confirming the perils of climate exaggeration .", Polls suggest the public is unmoved at home and abroad., Climate exaggeration is counterproductive.,"Suggests(a, b),  IsUnmoved(b, c),  IsUnmoved(b, d)",IsCounterproductive(e),[],[],[],"Suggests(a, b) and IsUnmoved(b, c) and IsUnmoved(b, d)",IsCounterproductive(e),"(Suggests(a, b) and IsUnmoved(b, c) and IsUnmoved(b, d)) -> (IsCounterproductive(e))","(exists d (exists a (exists b (exists c (Suggests(a, b) and IsUnmoved(b, c) and IsUnmoved(b, d)))))) -> (exists e (IsCounterproductive(e)))",LF,ad populum
