,logical_fallacies,label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
151,,1,"An Eastern vendor sits by his stall with a rooster nearby. Consequently, a rooster near a vendor."," ""An Eastern vendor sits by his stall with a rooster nearby.""  "," ""There is a rooster near a vendor.""","IsEastern(b),  SitsBy(b, c),  IsNearby(a)","IsNear(a, d)",[],"[(' rooster', ' Rooster')]","[(' Eastern vendor', ' vendor')]","IsEastern(b) and SitsBy(b, c) and IsNearby(a)","IsNear(a, d)","(exists b (IsEastern(b) and SitsBy(b, c) and IsNearby(a))) -> (forall d (IsNear(a, d)))","(exists a (exists b (exists c (IsEastern(b) and SitsBy(b, c) and IsNearby(a))))) -> (exists d (exists a (IsNear(a, d))))",LF
152,,1,"A bird is perched on a tree branch. Thus, a bird is perching in a tree."," ""A bird is perched on a tree branch.""  "," ""A bird is perching in a tree.""","IsPerchedOn(a, b)","IsPerchingIn(a, c)","[('IsPerchedOn(a, b)', 'IsPerchingIn(a, c)')]","[(' A bird', ' A bird')]","[(' tree branch', ' a tree')]","IsPerchedOn(a, b)","IsPerchingIn(a, c)","(exists b (IsPerchedOn(a, b)) & (forall a (forall b (forall c (IsPerchedOn(a, b) -> IsPerchingIn(a, c)))))) -> (forall c (IsPerchingIn(a, c)))","(exists a (exists b (IsPerchedOn(a, b))) & (forall d (forall e (forall f (IsPerchedOn(d,e) -> IsPerchingIn(d,f)))))) -> (exists a (exists c (IsPerchingIn(a, c))))",Valid
153,,1,"A man in an overcoat putting on his gloves at a subway station. Therefore, a person is in the subway station.", A man in an overcoat is putting on his gloves at a subway station.  , A person is in the subway station.,"IsInOvercoat(b),  IsPuttingOnGloves(b),  IsAtSubwayStation(b)",IsInSubwayStation(d),"[('  IsAtSubwayStation(b)', 'IsInSubwayStation(d)')]","[(' subway station', ' subway station')]","[(' Man in an overcoat', ' A person')]",IsInOvercoat(b) and IsPuttingOnGloves(b) and IsAtSubwayStation(b),IsInSubwayStation(d),(exists b (IsInOvercoat(b) and IsPuttingOnGloves(b) and IsAtSubwayStation(b)) & (forall d (forall b (  IsAtSubwayStation(b) -> IsInSubwayStation(d))))) -> (forall d (IsInSubwayStation(d))),(exists b (IsInOvercoat(b) and IsPuttingOnGloves(b) and IsAtSubwayStation(b)) & (forall e (forall f (  IsAtSubwayStation(e) -> IsInSubwayStation(f))))) -> (exists d (IsInSubwayStation(d))),Valid
154,,1,"Person with umbrella observes flooded streets with cars in the water. Consequently, a person is outside."," ""The streets are flooded with cars in the water.""  "," ""A person is outside.""","IsFloodedWith(a, b),  IsInWater(b)",IsOutside(d),"[('IsFloodedWith(a, b)', 'IsOutside(d)'), ('  IsInWater(b)', 'IsOutside(d)')]",[],[],"IsFloodedWith(a, b) and IsInWater(b)",IsOutside(d),"(IsFloodedWith(a, b) and IsInWater(b) & (forall d (forall a (forall b (IsFloodedWith(a, b) -> IsOutside(d))))) & (forall d (forall b (  IsInWater(b) -> IsOutside(d))))) -> (IsOutside(d))","(exists a (exists b (IsFloodedWith(a, b) and IsInWater(b))) & (forall e (forall f (forall g (IsFloodedWith(e,f) -> IsOutside(g))))) & (forall i (forall h (  IsInWater(h) -> IsOutside(i))))) -> (exists d (IsOutside(d)))",Valid
155,,1,A group of people are camping out on some rocks. This implies that people are outdoors., A group of people are camping on rocks.  , People are outdoors.,"IsCamping(a),  AreOnRocks(a)",IsOutdoors(c),"[('IsCamping(a)', 'IsOutdoors(c)'), ('  AreOnRocks(a)', 'IsOutdoors(c)')]",[],"[(' Group of people', ' People')]",IsCamping(a) and AreOnRocks(a),IsOutdoors(c),(exists a (IsCamping(a) and AreOnRocks(a)) & (forall a (forall c (IsCamping(a) -> IsOutdoors(c)))) & (forall a (forall c (  AreOnRocks(a) -> IsOutdoors(c))))) -> (forall c (IsOutdoors(c))),(exists a (IsCamping(a) and AreOnRocks(a)) & (forall d (forall e (IsCamping(d) -> IsOutdoors(e)))) & (forall f (forall g (  AreOnRocks(f) -> IsOutdoors(g))))) -> (exists c (IsOutdoors(c))),Valid
156,,1,A choir made up of varying ages of people are performing. This implies that the choir is singing.," ""A choir made up of varying ages of people are performing.""  "," ""The choir is singing.""","IsMadeUpOf(a, b),  IsPerforming(a)",IsSinging(c),"[('  IsPerforming(a)', 'IsSinging(c)'), ('IsSinging(c)', '  IsPerforming(a)')]",[],[],"IsMadeUpOf(a, b) and IsPerforming(a)",IsSinging(c),"(IsMadeUpOf(a, b) and IsPerforming(a) & (forall a (forall c (  IsPerforming(a) -> IsSinging(c)))) & (forall a (forall c (IsSinging(c) ->   IsPerforming(a))))) -> (IsSinging(c))","(exists a (exists b (IsMadeUpOf(a, b) and IsPerforming(a))) & (forall d (forall e (  IsPerforming(d) -> IsSinging(e)))) & (forall f (forall g (IsSinging(f) ->   IsPerforming(g))))) -> (exists c (IsSinging(c)))",Valid
157,,1,A man scales a rock climbing wall. It follows that a man rock climbing., A man scales a rock climbing wall.  , A man is rock climbing.,"Scales(a, b)",IsRockClimbing(c),"[('Scales(a, b)', 'IsRockClimbing(c)')]",[],[],"Scales(a, b)",IsRockClimbing(c),"(Scales(a, b) & (forall a (forall b (forall c (Scales(a, b) -> IsRockClimbing(c)))))) -> (IsRockClimbing(c))","(exists a (exists b (Scales(a, b))) & (forall d (forall e (forall f (Scales(d,e) -> IsRockClimbing(f)))))) -> (exists c (IsRockClimbing(c)))",Valid
158,,1,"A little white dog runs outside, their ears blown back in the wind. It follows that there is an animal outside."," ""A little white dog runs outside.""  "," ""There is an animal outside.""","IsLittle(a),  IsWhite(a),  RunsOutside(a)",IsOutside(b),"[('IsLittle(a)', 'IsOutside(b)'), ('  IsWhite(a)', 'IsOutside(b)'), ('  RunsOutside(a)', 'IsOutside(b)')]",[],"[(' A little white dog', ' An animal')]",IsLittle(a) and IsWhite(a) and RunsOutside(a),IsOutside(b),(exists a (IsLittle(a) and IsWhite(a) and RunsOutside(a)) & (forall a (forall b (IsLittle(a) -> IsOutside(b)))) & (forall a (forall b (  IsWhite(a) -> IsOutside(b)))) & (forall a (forall b (  RunsOutside(a) -> IsOutside(b))))) -> (forall b (IsOutside(b))),(exists a (IsLittle(a) and IsWhite(a) and RunsOutside(a)) & (forall d (forall c (IsLittle(c) -> IsOutside(d)))) & (forall e (forall f (  IsWhite(e) -> IsOutside(f)))) & (forall h (forall g (  RunsOutside(g) -> IsOutside(h))))) -> (exists b (IsOutside(b))),Valid
159,,1,"A bearded man sits near a white van. As a consequence, a man sitting outside near a van."," ""A bearded man sits near a white van.""  "," ""A man is sitting outside near a van.""","IsBearded(b),  SitsNear(b, a)","IsSittingOutside(c),  SitsNear(c, a)","[('  SitsNear(b, a)', 'IsSittingOutside(c)')]","[(' a van.', ' a white van')]","[(' A bearded man', ' A man')]","IsBearded(b) and SitsNear(b, a)","IsSittingOutside(c) and SitsNear(c, a)","(exists b (IsBearded(b) and SitsNear(b, a)) & (forall a (forall b (forall c (  SitsNear(b, a) -> IsSittingOutside(c)))))) -> (forall c (IsSittingOutside(c) and SitsNear(c, a)))","(exists a (exists b (IsBearded(b) and SitsNear(b, a))) & (forall e (forall f (forall g (  SitsNear(e,f) -> IsSittingOutside(g)))))) -> (exists a (exists c (IsSittingOutside(c) and SitsNear(c, a))))",Valid
160,,1,"Two children wearing hooded tops laughing with each other. Thus, children laugh."," ""Two children are wearing hooded tops and laughing with each other.""  "," ""Children laugh.""","IsWearingHoodedTops(a),  IsLaughingWithEachOther(a)",IsLaughing(c),"[('  IsLaughingWithEachOther(a)', 'IsLaughing(c)')]",[],"[(' Two children', ' Children')]",IsWearingHoodedTops(a) and IsLaughingWithEachOther(a),IsLaughing(c),(exists a (IsWearingHoodedTops(a) and IsLaughingWithEachOther(a)) & (forall a (forall c (  IsLaughingWithEachOther(a) -> IsLaughing(c))))) -> (forall c (IsLaughing(c))),(exists a (IsWearingHoodedTops(a) and IsLaughingWithEachOther(a)) & (forall d (forall e (  IsLaughingWithEachOther(d) -> IsLaughing(e))))) -> (exists c (IsLaughing(c))),Valid
161,,1,"A man in glasses in a basement. Thus, the basement has a man in it.", A man is in the basement and the man wears glasses.  , The basement has a man in it.,"IsInBasement(a),  WearsGlasses(a)",IsInBasement(a),[],"[(' A man', ' a man'), (' the basement', ' The basement')]",[],IsInBasement(a) and WearsGlasses(a),IsInBasement(a),(IsInBasement(a) and WearsGlasses(a)) -> (IsInBasement(a)),(exists a (IsInBasement(a) and WearsGlasses(a))) -> (exists a (IsInBasement(a))),Valid
162,,1,A man in a white shirt speaks into a microphone as other men gather behind him at a public event. This implies that a man in a white shirt is making a speech in front of a crowd., A man in a white shirt speaks into a microphone at a public event.  , A man in a white shirt is making a speech in front of a crowd.,"IsInWhiteShirt(a),  SpeaksIntoMicrophone(a),  IsAtPublicEvent(a)","IsInWhiteShirt(a),  IsMakingSpeech(a),  IsInFrontOfCrowd(a)","[('IsInWhiteShirt(a)', '  IsInFrontOfCrowd(a)'), ('  SpeaksIntoMicrophone(a)', '  IsMakingSpeech(a)'), ('  SpeaksIntoMicrophone(a)', '  IsInFrontOfCrowd(a)'), ('  IsAtPublicEvent(a)', '  IsMakingSpeech(a)'), ('  IsMakingSpeech(a)', '  IsAtPublicEvent(a)'), ('  IsAtPublicEvent(a)', '  IsInFrontOfCrowd(a)')]","[(' A man in a white shirt', ' A man in a white shirt')]",[],IsInWhiteShirt(a) and SpeaksIntoMicrophone(a) and IsAtPublicEvent(a),IsInWhiteShirt(a) and IsMakingSpeech(a) and IsInFrontOfCrowd(a),(IsInWhiteShirt(a) and SpeaksIntoMicrophone(a) and IsAtPublicEvent(a) & (forall a (IsInWhiteShirt(a) ->   IsInFrontOfCrowd(a))) & (forall a (  SpeaksIntoMicrophone(a) ->   IsMakingSpeech(a))) & (forall a (  SpeaksIntoMicrophone(a) ->   IsInFrontOfCrowd(a))) & (forall a (  IsAtPublicEvent(a) ->   IsMakingSpeech(a))) & (forall a (  IsMakingSpeech(a) ->   IsAtPublicEvent(a))) & (forall a (  IsAtPublicEvent(a) ->   IsInFrontOfCrowd(a)))) -> (IsInWhiteShirt(a) and IsMakingSpeech(a) and IsInFrontOfCrowd(a)),(exists a (IsInWhiteShirt(a) and SpeaksIntoMicrophone(a) and IsAtPublicEvent(a)) & (forall f (IsInWhiteShirt(f) ->   IsInFrontOfCrowd(f))) & (forall g (  SpeaksIntoMicrophone(g) ->   IsMakingSpeech(g))) & (forall h (  SpeaksIntoMicrophone(h) ->   IsInFrontOfCrowd(h))) & (forall i (  IsAtPublicEvent(i) ->   IsMakingSpeech(i))) & (forall j (  IsMakingSpeech(j) ->   IsAtPublicEvent(j))) & (forall k (  IsAtPublicEvent(k) ->   IsInFrontOfCrowd(k)))) -> (exists a (IsInWhiteShirt(a) and IsMakingSpeech(a) and IsInFrontOfCrowd(a))),Valid
163,,1,A brown and white dog is chained up near a red chair. It follows that the dog is chained to a chair.," ""A brown and white dog is chained up near a red chair.""  "," ""The dog is chained to a chair.""","IsBrownAndWhite(a),  IsChainedUp(a),  IsNear(a, b)","IsChainedTo(c, d)",[],[],"[(' A brown and white dog', ' The dog'), (' a red chair', ' a chair')]","IsBrownAndWhite(a) and IsChainedUp(a) and IsNear(a, b)","IsChainedTo(c, d)","(exists b (exists a (IsBrownAndWhite(a) and IsChainedUp(a) and IsNear(a, b)))) -> (forall d (forall c (IsChainedTo(c, d))))","(exists a (exists b (IsBrownAndWhite(a) and IsChainedUp(a) and IsNear(a, b)))) -> (exists d (exists c (IsChainedTo(c, d))))",LF
164,,1,"This is when daddy taught her how to ride her scooter. Consequently, daddy taught her."," ""Daddy taught her how to ride her scooter.""  "," ""Daddy taught her.""","Taught(a, b),  HasScooter(b),  Rides(b, b)","Taught(a, b)",[],"[(' Daddy', ' Daddy'), (' her', ' her'), (' her', ' her scooter')]",[],"Taught(a, b) and HasScooter(b) and Rides(b, b)","Taught(a, b)","(Taught(a, b) and HasScooter(b) and Rides(b, b)) -> (Taught(a, b))","(exists a (exists b (Taught(a, b) and HasScooter(b) and Rides(b, b)))) -> (exists a (exists b (Taught(a, b))))",Valid
165,,1,"A small girl with short brown hair is pushing a pink scooter over grass with brown leaves with threes in the background. Therefore, the girl is outside."," ""A small girl with short brown hair is pushing a pink scooter over grass with brown leaves with trees in the background."""," ""The girl is outside.""","IsSmall(a),  HasShortBrownHair(a),  IsPushing(a, c),  IsPink(c),  IsOver(c, d),  HasBrownLeaves(d),  AreInBackground(f, g)",IsOutside(h),"[('IsSmall(a)', 'IsOutside(h)'), ('  IsPushing(a, c)', 'IsOutside(h)'), ('  IsPink(c)', 'IsOutside(h)'), ('  IsOver(c, d)', 'IsOutside(h)'), ('  HasBrownLeaves(d)', 'IsOutside(h)'), ('  AreInBackground(f, g)', 'IsOutside(h)')]",[],"[(' A small girl', ' The girl')]","IsSmall(a) and HasShortBrownHair(a) and IsPushing(a, c) and IsPink(c) and IsOver(c, d) and HasBrownLeaves(d) and AreInBackground(f, g)",IsOutside(h),"(exists a (IsSmall(a) and HasShortBrownHair(a) and IsPushing(a, c) and IsPink(c) and IsOver(c, d) and HasBrownLeaves(d) and AreInBackground(f, g)) & (forall a (forall h (IsSmall(a) -> IsOutside(h)))) & (forall a (forall h (forall c (  IsPushing(a, c) -> IsOutside(h))))) & (forall h (forall c (  IsPink(c) -> IsOutside(h)))) & (forall d (forall h (forall c (  IsOver(c, d) -> IsOutside(h))))) & (forall d (forall h (  HasBrownLeaves(d) -> IsOutside(h)))) & (forall h (forall f (forall g (  AreInBackground(f, g) -> IsOutside(h)))))) -> (forall h (IsOutside(h)))","(exists g (exists f (exists d (exists c (exists a (IsSmall(a) and HasShortBrownHair(a) and IsPushing(a, c) and IsPink(c) and IsOver(c, d) and HasBrownLeaves(d) and AreInBackground(f, g)))))) & (forall j (forall i (IsSmall(i) -> IsOutside(j)))) & (forall m (forall k (forall l (  IsPushing(k,l) -> IsOutside(m))))) & (forall o (forall n (  IsPink(n) -> IsOutside(o)))) & (forall q (forall r (forall p (  IsOver(p,q) -> IsOutside(r))))) & (forall s (forall t (  HasBrownLeaves(s) -> IsOutside(t)))) & (forall w (forall v (forall u (  AreInBackground(u,v) -> IsOutside(w)))))) -> (exists h (IsOutside(h)))",Valid
166,,1,"A man wearing a black cap is suspended in the air on a swing, as children are swinging on a swing set. Hence, a man in a black hat is swinging with some children.", A man wearing a black cap is suspended in the air on a swing., A man in a black hat is swinging with some children.,"IsWearingBlackCap(a),  IsSuspendedInAir(a),  IsOnSwing(a)","IsInBlackHat(e),  IsSwinging(e),  IsWithChildren(e)","[('  IsOnSwing(a)', '  IsSwinging(e)')]",[],"[(' A man', ' A man in a black hat')]",IsWearingBlackCap(a) and IsSuspendedInAir(a) and IsOnSwing(a),IsInBlackHat(e) and IsSwinging(e) and IsWithChildren(e),(exists a (IsWearingBlackCap(a) and IsSuspendedInAir(a) and IsOnSwing(a)) & (forall e (forall a (  IsOnSwing(a) ->   IsSwinging(e))))) -> (forall e (IsInBlackHat(e) and IsSwinging(e) and IsWithChildren(e))),(exists a (IsWearingBlackCap(a) and IsSuspendedInAir(a) and IsOnSwing(a)) & (forall h (forall g (  IsOnSwing(g) ->   IsSwinging(h))))) -> (exists e (IsInBlackHat(e) and IsSwinging(e) and IsWithChildren(e))),LF
167,,1,"A man with a blue, collared shirt sits in front of another man. This implies that a man sits in front of another man."," A man with a blue, collared shirt sits in front of another man.  ", A man sits in front of another man.,"SitsInFrontOf(b, a)","SitsInFrontOf(d, a)",[],"[(' another man', ' another man')]","[(' A man with a blue', ' A man')]","SitsInFrontOf(b, a)","SitsInFrontOf(d, a)","(exists b (SitsInFrontOf(b, a))) -> (forall d (SitsInFrontOf(d, a)))","(exists a (exists b (SitsInFrontOf(b, a)))) -> (exists d (exists a (SitsInFrontOf(d, a))))",Valid
168,,1,"A young man in an orange shirt, maneuvers a skateboard at the top of a ramp. Therefore, a person rides a skateboard.", A young man in an orange shirt maneuvers a skateboard at the top of a ramp.  , A person rides a skateboard.,"IsYoung(b),  IsInOrangeShirt(b),  ManeuversSkateboard(b),  IsAtTopOfRamp(a, d)",RidesSkateboard(e),"[('  ManeuversSkateboard(b)', 'RidesSkateboard(e)')]","[(' a skateboard', ' skateboard')]","[(' A young man', ' A person')]","IsYoung(b) and IsInOrangeShirt(b) and ManeuversSkateboard(b) and IsAtTopOfRamp(a, d)",RidesSkateboard(e),"(exists b (IsYoung(b) and IsInOrangeShirt(b) and ManeuversSkateboard(b) and IsAtTopOfRamp(a, d)) & (forall e (forall b (  ManeuversSkateboard(b) -> RidesSkateboard(e))))) -> (forall e (RidesSkateboard(e)))","(exists d (exists a (exists b (IsYoung(b) and IsInOrangeShirt(b) and ManeuversSkateboard(b) and IsAtTopOfRamp(a, d)))) & (forall h (forall g (  ManeuversSkateboard(g) -> RidesSkateboard(h))))) -> (exists e (RidesSkateboard(e)))",Valid
169,,1,"A large group of people walking in a busy city at night. Consequently, people are walking a city.", A large group of people is walking in a busy city at night.  , People are walking in a city.,"IsLargeGroup(b),  IsWalking(b),  IsBusyCity(a),  IsAtNight(b, c)","ArePeople(d),  IsWalking(d),  IsInCity(d, a)","[('ArePeople(d)', '  IsWalking(b)'), ('  IsWalking(b)', '  IsInCity(d, a)')]","[(' city', ' busy city')]","[(' Large group of people', ' People')]","IsLargeGroup(b) and IsWalking(b) and IsBusyCity(a) and IsAtNight(b, c)","ArePeople(d) and IsWalking(d) and IsInCity(d, a)","(exists b (IsLargeGroup(b) and IsWalking(b) and IsBusyCity(a) and IsAtNight(b, c)) & (forall d (forall b (ArePeople(d) ->   IsWalking(b)))) & (forall d (forall a (forall b (  IsWalking(b) ->   IsInCity(d, a)))))) -> (forall d (ArePeople(d) and IsWalking(d) and IsInCity(d, a)))","(exists a (exists b (exists c (IsLargeGroup(b) and IsWalking(b) and IsBusyCity(a) and IsAtNight(b, c)))) & (forall f (forall g (ArePeople(f) ->   IsWalking(g)))) & (forall j (forall i (forall h (  IsWalking(h) ->   IsInCity(i,j)))))) -> (exists d (exists a (ArePeople(d) and IsWalking(d) and IsInCity(d, a))))",LF
170,,1,"A group of people are walking by a van. Therefore, some people outdoors."," ""A group of people are walking by a van.""  "," ""Some people are outdoors.""","IsWalkingBy(a, b)",IsOutdoors(a),"[('IsWalkingBy(a, b)', 'IsOutdoors(a)')]","[(' Some people', ' Group of people')]",[],"IsWalkingBy(a, b)",IsOutdoors(a),"(IsWalkingBy(a, b) & (forall a (forall b (IsWalkingBy(a, b) -> IsOutdoors(a))))) -> (IsOutdoors(a))","(exists a (exists b (IsWalkingBy(a, b))) & (forall e (forall f (IsWalkingBy(e,f) -> IsOutdoors(e))))) -> (exists a (IsOutdoors(a)))",Valid
171,,1,"A white and a black dog fighting in a fenced in room. As a consequence, the dogs are fighting."," ""A white and a black dog are fighting in a fenced-in room.""  "," ""The dogs are fighting.""","IsWhite(a),  IsBlack(b),  IsFighting(a),  IsFighting(b),  IsInFencedInRoom(a),  IsInFencedInRoom(b)",IsFighting(d),[],[],"[(' White dog', ' The dogs'), (' black dog', ' The dogs')]",(IsWhite(a) and IsFighting(a) and IsInFencedInRoom(a)) and (IsBlack(b) and IsFighting(b) and IsInFencedInRoom(b)),IsFighting(d),(exists b (exists a ((IsWhite(a) and IsFighting(a) and IsInFencedInRoom(a)) and (IsBlack(b) and IsFighting(b) and IsInFencedInRoom(b))))) -> (forall d (IsFighting(d))),(exists a (exists b ((IsWhite(a) and IsFighting(a) and IsInFencedInRoom(a)) and (IsBlack(b) and IsFighting(b) and IsInFencedInRoom(b))))) -> (exists d (IsFighting(d))),
172,,1,"A white greyhound dog wearing a muzzle runs around a track. Hence, the dog is racing other dogs."," ""A white greyhound dog wearing a muzzle runs around a track.""  "," ""The dog is racing other dogs.""","WearsMuzzle(a),  RunsAroundTrack(a)","IsRacing(d),  IsRacingAgainst(d, e)","[('  RunsAroundTrack(a)', 'IsRacing(d)'), ('  RunsAroundTrack(a)', '  IsRacingAgainst(d, e)')]",[],"[(' A white greyhound dog', ' The dog')]",IsWhiteGreyhoundDog(a) and WearsMuzzle(a) and RunsAroundTrack(a),"IsRacing(d) and IsRacingAgainst(d, e)","(exists a (IsWhiteGreyhoundDog(a) and WearsMuzzle(a) and RunsAroundTrack(a)) & (forall d (forall a (  RunsAroundTrack(a) -> IsRacing(d)))) & (forall e (forall d (forall a (  RunsAroundTrack(a) ->   IsRacingAgainst(d, e)))))) -> (forall d (IsRacing(d) and IsRacingAgainst(d, e)))","(exists a (IsWhiteGreyhoundDog(a) and WearsMuzzle(a) and RunsAroundTrack(a)) & (forall f (forall g (  RunsAroundTrack(f) -> IsRacing(g)))) & (forall j (forall i (forall h (  RunsAroundTrack(h) ->   IsRacingAgainst(i,j)))))) -> (exists d (exists e (IsRacing(d) and IsRacingAgainst(d, e))))",Valid
173,,1,The pitcher is pitching the ball in a game of baseball. It follows that the pitcher throws the ball.," ""The pitcher is pitching the ball in a game of baseball.""  "," ""The pitcher throws the ball.""","IsPitching(a, b),  IsInGameOfBaseball(b, c)","Throws(a, b)","[('IsPitching(a, b)', 'Throws(a, b)')]","[(' The pitcher', ' The pitcher'), (' the ball', ' the ball')]",[],"IsPitching(a, b) and IsInGameOfBaseball(b, c)","Throws(a, b)","(IsPitching(a, b) and IsInGameOfBaseball(b, c) & (forall a (forall b (IsPitching(a, b) -> Throws(a, b))))) -> (Throws(a, b))","(exists a (exists b (exists c (IsPitching(a, b) and IsInGameOfBaseball(b, c)))) & (forall d (forall e (IsPitching(d,e) -> Throws(d,e))))) -> (exists a (exists b (Throws(a, b))))",Valid
174,,1,"Girl in a red coat, blue head wrap and jeans is making a snow angel. As a consequence, a girl outside plays in the snow."," ""A girl in a red coat, blue head wrap, and jeans is making a snow angel.""  "," ""A girl outside plays in the snow.""","IsInRedCoat(a),  IsInBlueHeadWrap(a),  IsInJeans(a),  IsMakingSnowAngel(a)","IsOutside(a),  PlaysInSnow(a)","[('  IsInBlueHeadWrap(a)', 'IsOutside(a)'), ('  IsInBlueHeadWrap(a)', '  PlaysInSnow(a)'), ('  IsInJeans(a)', '  PlaysInSnow(a)'), ('  IsMakingSnowAngel(a)', 'IsOutside(a)'), ('IsOutside(a)', '  IsMakingSnowAngel(a)'), ('  IsMakingSnowAngel(a)', '  PlaysInSnow(a)'), ('  PlaysInSnow(a)', '  IsMakingSnowAngel(a)')]","[(' A girl', ' A girl')]","[(' snow angel', ' snow')]",IsInRedCoat(a) and IsInBlueHeadWrap(a) and IsInJeans(a) and IsMakingSnowAngel(a),IsOutside(a) and PlaysInSnow(a),(IsInRedCoat(a) and IsInBlueHeadWrap(a) and IsInJeans(a) and IsMakingSnowAngel(a) & (forall a (  IsInBlueHeadWrap(a) -> IsOutside(a))) & (forall a (  IsInBlueHeadWrap(a) ->   PlaysInSnow(a))) & (forall a (  IsInJeans(a) ->   PlaysInSnow(a))) & (forall a (  IsMakingSnowAngel(a) -> IsOutside(a))) & (forall a (IsOutside(a) ->   IsMakingSnowAngel(a))) & (forall a (  IsMakingSnowAngel(a) ->   PlaysInSnow(a))) & (forall a (  PlaysInSnow(a) ->   IsMakingSnowAngel(a)))) -> (IsOutside(a) and PlaysInSnow(a)),(exists a (IsInRedCoat(a) and IsInBlueHeadWrap(a) and IsInJeans(a) and IsMakingSnowAngel(a)) & (forall g (  IsInBlueHeadWrap(g) -> IsOutside(g))) & (forall h (  IsInBlueHeadWrap(h) ->   PlaysInSnow(h))) & (forall i (  IsInJeans(i) ->   PlaysInSnow(i))) & (forall j (  IsMakingSnowAngel(j) -> IsOutside(j))) & (forall k (IsOutside(k) ->   IsMakingSnowAngel(k))) & (forall l (  IsMakingSnowAngel(l) ->   PlaysInSnow(l))) & (forall m (  PlaysInSnow(m) ->   IsMakingSnowAngel(m)))) -> (exists a (IsOutside(a) and PlaysInSnow(a))),Valid
175,,1,"Men in an office with computers and a projector screen. Consequently, there are computers and a projector screen in the room."," ""Men are in an office with computers and a projector screen.""  "," ""There are computers and a projector screen in the room.""","IsInOffice(c),  HasComputers(c),  HasProjectorScreen(c)","IsInRoom(a),  IsInRoom(b)","[('  HasComputers(c)', 'IsInRoom(a)')]","[(' computers', ' Computers'), (' projector screen', ' projector screen')]",[],IsInOffice(c) and HasComputers(c) and HasProjectorScreen(c),IsInRoom(a) and IsInRoom(b),(IsInOffice(c) and HasComputers(c) and HasProjectorScreen(c) & (forall a (forall c (  HasComputers(c) -> IsInRoom(a))))) -> (IsInRoom(a) and IsInRoom(b)),(exists c (IsInOffice(c) and HasComputers(c) and HasProjectorScreen(c)) & (forall h (forall g (  HasComputers(g) -> IsInRoom(h))))) -> (exists a (exists b (IsInRoom(a) and IsInRoom(b)))),Valid
176,,1,"A small child in a red jacket is sitting on a man's shoulders and holding his head. Therefore, the child's hands are on the man's head.", A small child in a red jacket is sitting on a man's shoulders and holding the man's head.  , The child's hands are on the man's head.,"IsSmall(b),  IsInRedJacket(b),  IsSittingOn(b, e),  IsHolding(b, a)","AreOn(f, a)","[('  IsHolding(b, a)', 'AreOn(f, a)')]","[("" the man's head"", "" the man's head"")]","[(' A small child', "" The child's hands"")]","IsSmall(b) and IsInRedJacket(b) and IsSittingOn(b, e) and IsHolding(b, a)","AreOn(f, a)","(exists b (IsSmall(b) and IsInRedJacket(b) and IsSittingOn(b, e) and IsHolding(b, a)) & (forall a (forall f (forall b (  IsHolding(b, a) -> AreOn(f, a)))))) -> (forall f (AreOn(f, a)))","(exists a (exists e (exists b (IsSmall(b) and IsInRedJacket(b) and IsSittingOn(b, e) and IsHolding(b, a)))) & (forall i (forall h (forall g (  IsHolding(g,h) -> AreOn(i,h)))))) -> (exists a (exists f (AreOn(f, a))))",Valid
177,,1,Three girls are standing and talking to each other. It follows that three girls are talking.," ""Three girls are standing and talking to each other.""  "," ""Three girls are talking.""","IsStanding(a),  IsTalkingToEachOther(a)",IsTalking(b),"[('  IsTalkingToEachOther(a)', 'IsTalking(b)'), ('IsTalking(b)', '  IsTalkingToEachOther(a)')]",[],[],IsStanding(a) and IsTalkingToEachOther(a),IsTalking(b),(IsStanding(a) and IsTalkingToEachOther(a) & (forall a (forall b (  IsTalkingToEachOther(a) -> IsTalking(b)))) & (forall a (forall b (IsTalking(b) ->   IsTalkingToEachOther(a))))) -> (IsTalking(b)),(exists a (IsStanding(a) and IsTalkingToEachOther(a)) & (forall d (forall c (  IsTalkingToEachOther(c) -> IsTalking(d)))) & (forall e (forall f (IsTalking(e) ->   IsTalkingToEachOther(f))))) -> (exists b (IsTalking(b))),Valid
